code,name,stratum,cpi_score,basel_score,wgi_rule_of_law_pct,wgi_control_corruption_pct,secrecy_score,organized_crime_score,terrorism_score,instability_score,comprehensive_sanctions,fatf_blacklist,fatf_greylist,eu_high_risk,incsr_primary_concern,missing
J0128,Jurisdiction 0128,designed_low,81.1,2.02,86.7,81.1,15.2,17.8,8.2,7.8,0,0,0,0,0,
J0405,Jurisdiction 0405,designed_high,30.0,7.84,17.6,24.1,79.2,60.3,56.1,57.0,0,0,0,0,0,
J0514,Jurisdiction 0514,hard_high,54.7,4.6,61.2,53.6,34.4,35.9,20.3,35.2,0,0,1,0,0,
J0287,Jurisdiction 0287,designed_medium,47.4,5.15,60.6,53.1,46.0,37.9,30.1,30.5,0,0,0,0,0,
J0273,Jurisdiction 0273,designed_medium,49.6,5.27,51.9,59.9,52.0,38.3,28.6,38.6,0,0,0,0,0,terrorism
J0325,Jurisdiction 0325,designed_medium,50.0,5.5,51.1,43.8,43.4,36.5,16.8,45.1,0,0,0,0,0,
J0474,Jurisdiction 0474,designed_high,22.3,6.82,15.6,16.4,76.8,62.3,46.0,81.1,0,0,0,0,0,
J0500,Jurisdiction 0500,hard_high,46.3,5.04,59.1,62.6,48.3,37.4,21.5,31.2,0,0,0,0,1,
J0511,Jurisdiction 0511,hard_high,48.4,4.74,61.0,61.0,50.4,40.7,21.4,25.1,0,0,0,1,0,
J0493,Jurisdiction 0493,hard_high,49.1,4.27,48.1,53.8,37.0,39.2,21.6,30.9,0,0,1,0,0,
J0101,Jurisdiction 0101,designed_low,89.6,3.19,89.6,90.3,31.7,24.4,6.1,25.0,0,0,0,0,0,
J0279,Jurisdiction 0279,designed_medium,45.5,5.55,55.4,54.6,53.3,48.3,21.2,45.4,0,0,0,0,0,instability
J0469,Jurisdiction 0469,designed_high,34.1,7.34,26.7,28.8,67.8,70.2,50.4,64.3,0,0,0,0,0,
J0361,Jurisdiction 0361,designed_high,35.2,7.75,21.2,30.3,81.9,78.7,36.5,53.5,0,0,0,0,0,
J0374,Jurisdiction 0374,designed_high,18.2,7.09,10.6,22.5,76.2,73.9,45.1,82.4,0,0,0,0,0,
J0229,Jurisdiction 0229,designed_medium,48.2,4.72,53.0,43.8,55.7,42.5,29.1,44.5,0,0,0,0,0,
J0480,Jurisdiction 0480,designed_high,27.9,7.66,16.1,18.3,74.0,76.7,45.9,63.2,0,0,0,0,0,
J0295,Jurisdiction 0295,designed_medium,59.3,4.23,48.4,58.6,40.1,45.0,15.0,40.0,0,0,0,0,0,
J0227,Jurisdiction 0227,designed_medium,57.9,4.4,61.2,42.3,54.9,51.3,16.1,46.0,0,0,0,0,0,
J0425,Jurisdiction 0425,designed_high,26.1,6.01,14.4,15.3,79.2,66.8,60.2,54.8,0,0,0,0,0,
J0540,Jurisdiction 0540,hard_high,64.2,4.33,59.2,47.0,49.1,31.6,22.8,32.4,0,0,0,1,0,organized_crime
J0533,Jurisdiction 0533,hard_high,55.2,3.69,54.1,44.8,46.2,35.6,15.6,36.2,0,0,0,0,1,
J0205,Jurisdiction 0205,designed_medium,46.6,4.63,48.6,45.4,51.3,48.2,24.2,41.6,0,0,0,0,0,
J0343,Jurisdiction 0343,designed_medium,58.6,3.92,51.0,49.2,43.9,39.0,22.2,43.7,0,0,0,0,0,
J0159,Jurisdiction 0159,designed_low,84.1,2.85,89.4,79.3,11.1,18.7,16.6,9.4,0,0,0,0,0,
J0267,Jurisdiction 0267,designed_medium,50.0,4.05,51.0,52.7,48.3,41.6,22.8,37.7,0,0,0,0,0,
J0580,Jurisdiction 0580,hard_critical,39.7,5.78,39.9,46.4,56.3,57.2,19.7,47.9,1,0,0,0,0,
J0507,Jurisdiction 0507,hard_high,50.3,3.83,61.4,62.9,48.1,46.4,19.2,35.4,0,0,0,1,0,
J0248,Jurisdiction 0248,designed_medium,56.5,5.1,54.1,59.9,42.4,43.4,26.3,31.1,0,0,0,0,0,
J0409,Jurisdiction 0409,designed_high,32.9,6.41,22.1,19.7,69.1,78.9,53.9,61.9,0,0,0,0,0,
J0174,Jurisdiction 0174,designed_low,76.0,1.76,75.6,82.2,22.4,8.2,16.9,18.8,0,0,0,0,0,
J0388,Jurisdiction 0388,designed_high,28.9,6.23,21.0,17.6,85.5,75.1,30.6,64.5,0,0,0,0,0,
J0182,Jurisdiction 0182,designed_medium,46.3,3.89,61.0,57.6,45.5,51.3,30.2,42.6,0,0,0,0,0,
J0428,Jurisdiction 0428,designed_high,29.0,8.0,13.5,10.9,66.8,79.1,49.4,73.5,0,0,0,0,0,instability
J0032,Jurisdiction 0032,designed_low,84.1,1.63,84.3,91.9,30.3,7.3,9.6,11.9,0,0,0,0,0,
J0213,Jurisdiction 0213,designed_medium,51.3,4.72,52.2,43.0,46.3,48.5,27.0,35.1,0,0,0,0,0,
J0135,Jurisdiction 0135,designed_low,76.4,1.25,79.4,75.8,13.7,24.0,3.4,28.8,0,0,0,0,0,
J0447,Jurisdiction 0447,designed_high,28.7,7.59,33.8,19.5,65.3,69.9,50.1,56.4,0,0,0,0,0,
J0125,Jurisdiction 0125,designed_low,84.5,2.66,74.6,78.0,28.3,28.0,8.3,9.5,0,0,0,0,0,
J0553,Jurisdiction 0553,hard_critical,49.8,4.67,55.2,45.1,56.3,54.7,24.6,49.9,1,0,0,0,0,
J0562,Jurisdiction 0562,hard_critical,57.6,5.08,39.1,36.6,59.9,39.0,26.4,35.9,0,1,0,0,0,instability
J0191,Jurisdiction 0191,designed_medium,59.5,5.21,58.0,52.4,51.0,44.5,17.1,39.3,0,0,0,0,0,
J0033,Jurisdiction 0033,designed_low,84.2,1.63,89.6,84.1,20.3,5.2,3.4,27.1,0,0,0,0,0,organized_crime
J0490,Jurisdiction 0490,hard_high,56.4,3.71,58.8,48.0,49.5,45.3,13.9,26.3,0,0,0,0,1,
J0467,Jurisdiction 0467,designed_high,34.2,6.73,12.7,13.1,75.0,61.2,33.6,59.7,0,0,0,0,0,
J0578,Jurisdiction 0578,hard_critical,43.0,4.85,38.2,47.0,56.1,52.2,23.9,54.4,1,0,0,0,0,
J0258,Jurisdiction 0258,designed_medium,49.3,5.23,45.9,43.8,42.0,47.4,24.0,40.4,0,0,0,0,0,
J0527,Jurisdiction 0527,hard_high,64.2,4.06,64.2,59.4,44.4,39.3,12.8,25.4,0,0,0,0,1,
J0181,Jurisdiction 0181,designed_medium,59.8,4.42,51.2,55.7,47.3,35.9,18.4,30.2,0,0,0,0,0,
J0165,Jurisdiction 0165,designed_low,81.1,2.07,89.3,92.1,24.8,15.9,13.5,24.8,0,0,0,0,0,
J0116,Jurisdiction 0116,designed_low,86.4,2.23,76.3,83.1,32.7,6.1,16.1,26.7,0,0,0,0,0,terrorism
J0449,Jurisdiction 0449,designed_high,32.9,8.47,10.6,22.2,80.4,76.6,52.1,74.6,0,0,0,0,0,
J0595,Jurisdiction 0595,hard_critical,58.4,5.22,41.9,46.8,43.2,53.4,22.8,48.2,0,1,0,0,0,
J0059,Jurisdiction 0059,designed_low,77.2,1.05,77.2,74.8,26.1,19.1,5.9,22.5,0,0,0,0,0,organized_crime
J0479,Jurisdiction 0479,designed_high,23.2,7.16,33.2,26.7,64.6,71.1,52.7,72.9,0,0,0,0,0,
J0288,Jurisdiction 0288,designed_medium,55.7,4.43,51.7,56.2,42.5,45.6,18.5,38.8,0,0,0,0,0,
J0305,Jurisdiction 0305,designed_medium,44.0,4.98,59.3,55.1,39.9,43.5,18.3,36.9,0,0,0,0,0,terrorism
J0105,Jurisdiction 0105,designed_low,86.9,2.12,75.6,88.6,15.4,21.9,14.1,14.9,0,0,0,0,0,
J0035,Jurisdiction 0035,designed_low,88.4,1.5,79.2,74.3,28.7,27.1,9.3,20.5,0,0,0,0,0,
J0503,Jurisdiction 0503,hard_high,60.9,4.73,57.5,57.5,45.5,36.5,11.9,39.8,0,0,0,0,1,
J0516,Jurisdiction 0516,hard_high,57.9,3.25,52.1,63.8,43.6,47.8,18.0,26.9,0,0,1,0,0,
J0577,Jurisdiction 0577,hard_critical,55.7,5.72,57.7,51.3,60.5,50.5,28.0,43.3,0,1,0,0,0,
J0337,Jurisdiction 0337,designed_medium,48.9,4.52,52.8,53.9,39.6,43.8,17.3,43.9,0,0,0,0,0,
J0375,Jurisdiction 0375,designed_high,29.7,6.74,28.4,21.9,75.8,76.0,59.9,85.0,0,0,0,0,0,
J0188,Jurisdiction 0188,designed_medium,46.2,4.4,52.5,50.2,48.9,43.3,19.9,39.0,0,0,0,0,0,organized_crime
J0197,Jurisdiction 0197,designed_medium,45.9,5.02,50.8,59.6,52.7,51.2,28.5,33.2,0,0,0,0,0,
J0376,Jurisdiction 0376,designed_high,25.8,6.42,22.3,31.8,77.9,68.0,38.4,50.5,0,0,0,0,0,
J0438,Jurisdiction 0438,designed_high,35.5,7.34,18.5,33.3,76.6,78.7,56.2,79.6,0,0,0,0,0,
J0451,Jurisdiction 0451,designed_high,18.7,7.0,33.6,24.7,73.5,74.2,51.5,84.0,0,0,0,0,0,
J0431,Jurisdiction 0431,designed_high,36.4,7.91,20.6,18.6,65.7,68.2,32.3,63.3,0,0,0,0,0,
J0029,Jurisdiction 0029,designed_low,89.9,1.18,78.5,77.8,32.4,27.0,17.8,14.2,0,0,0,0,0,
J0384,Jurisdiction 0384,designed_high,18.2,8.26,21.6,27.8,78.8,61.0,64.4,81.4,0,0,0,0,0,
J0528,Jurisdiction 0528,hard_high,48.4,3.84,63.6,58.5,46.8,45.6,17.5,32.2,0,0,0,0,1,
J0558,Jurisdiction 0558,hard_critical,41.2,5.74,56.1,56.6,54.9,40.7,33.9,44.1,1,0,0,0,0,
J0278,Jurisdiction 0278,designed_medium,58.1,3.97,53.3,47.0,54.9,40.6,31.1,33.9,0,0,0,0,0,
J0525,Jurisdiction 0525,hard_high,47.8,3.96,65.2,56.2,43.8,32.5,14.3,27.1,0,0,0,1,0,
J0542,Jurisdiction 0542,hard_high,56.9,3.21,63.7,48.8,43.0,37.5,17.4,25.6,0,0,0,1,0,
J0318,Jurisdiction 0318,designed_medium,51.7,5.21,50.2,52.2,43.8,38.9,14.5,38.7,0,0,0,0,0,
J0382,Jurisdiction 0382,designed_high,20.0,8.37,20.5,23.7,71.4,71.5,58.0,72.0,0,0,0,0,0,
J0332,Jurisdiction 0332,designed_medium,55.0,4.09,45.3,57.2,43.3,39.7,31.1,29.3,0,0,0,0,0,
J0171,Jurisdiction 0171,designed_low,85.4,2.32,80.1,78.6,13.8,22.7,14.6,9.4,0,0,0,0,0,
J0597,Jurisdiction 0597,hard_critical,43.9,5.4,57.9,48.6,51.3,56.8,28.8,43.6,0,1,0,0,0,
J0429,Jurisdiction 0429,designed_high,25.5,8.32,23.3,30.6,63.5,68.5,33.3,63.1,0,0,0,0,0,
J0001,Jurisdiction 0001,designed_low,74.4,1.66,78.7,88.2,26.2,27.3,3.6,15.5,0,0,0,0,0,
J0522,Jurisdiction 0522,hard_high,55.7,4.39,47.8,48.0,51.3,39.2,22.8,24.8,0,0,1,0,0,
J0190,Jurisdiction 0190,designed_medium,49.9,5.01,61.6,52.5,52.3,47.1,26.4,28.5,0,0,0,0,0,
J0095,Jurisdiction 0095,designed_low,85.0,1.69,78.8,74.0,33.5,24.0,14.7,7.5,0,0,0,0,0,instability
J0575,Jurisdiction 0575,hard_critical,47.6,4.42,41.8,39.1,52.2,54.9,25.9,43.2,1,0,0,0,0,
J0071,Jurisdiction 0071,designed_low,76.9,1.03,85.2,78.0,33.4,18.8,14.6,8.2,0,0,0,0,0,
J0472,Jurisdiction 0472,designed_high,32.8,6.92,25.5,21.7,79.1,79.0,43.7,60.3,0,0,0,0,0,
J0396,Jurisdiction 0396,designed_high,29.4,8.3,21.1,19.2,85.5,79.7,57.4,59.8,0,0,0,0,0,
J0013,Jurisdiction 0013,designed_low,85.5,3.33,90.0,83.2,12.6,20.6,17.2,17.7,0,0,0,0,0,
J0299,Jurisdiction 0299,designed_medium,56.4,5.41,56.1,44.1,51.3,34.0,29.5,28.2,0,0,0,0,0,
J0293,Jurisdiction 0293,designed_medium,55.4,5.18,51.6,49.2,49.5,43.7,16.7,29.5,0,0,0,0,0,
J0236,Jurisdiction 0236,designed_medium,54.8,5.25,60.4,43.9,39.7,36.7,17.5,37.5,0,0,0,0,0,
J0521,Jurisdiction 0521,hard_high,59.2,4.93,46.4,61.3,44.3,32.6,16.9,43.5,0,0,0,0,1,
J0157,Jurisdiction 0157,designed_low,80.7,2.59,75.8,93.4,11.6,18.2,11.1,29.7,0,0,0,0,0,
J0543,Jurisdiction 0543,hard_high,51.6,4.46,62.4,48.2,34.1,29.1,16.3,26.9,0,0,0,0,1,instability
J0009,Jurisdiction 0009,designed_low,84.5,1.95,93.2,82.1,16.4,11.2,12.1,11.6,0,0,0,0,0,
J0541,Jurisdiction 0541,hard_high,65.2,3.78,49.6,62.0,51.1,28.1,23.8,24.2,0,0,0,1,0,
J0505,Jurisdiction 0505,hard_high,58.7,4.85,52.5,48.8,42.0,35.5,19.9,38.9,0,0,0,1,0,
J0476,Jurisdiction 0476,designed_high,19.5,6.43,10.7,11.5,82.8,69.8,30.9,64.3,0,0,0,0,0,
J0387,Jurisdiction 0387,designed_high,24.1,6.86,15.2,22.2,74.3,65.2,59.4,52.8,0,0,0,0,0,
J0068,Jurisdiction 0068,designed_low,77.5,2.66,80.4,84.8,21.4,18.3,9.7,23.6,0,0,0,0,0,
J0112,Jurisdiction 0112,designed_low,89.2,2.98,75.9,76.7,25.3,29.3,2.9,13.3,0,0,0,0,0,
J0209,Jurisdiction 0209,designed_medium,45.9,5.45,49.3,53.1,41.9,36.4,16.8,41.5,0,0,0,0,0,
J0520,Jurisdiction 0520,hard_high,47.2,3.6,59.9,49.4,40.2,46.9,11.2,37.2,0,0,0,0,1,organized_crime
J0485,Jurisdiction 0485,hard_high,60.0,4.18,52.4,47.0,51.3,28.4,27.5,29.6,0,0,0,0,1,
J0043,Jurisdiction 0043,designed_low,78.9,1.98,82.5,78.5,13.1,15.5,18.9,21.9,0,0,0,0,0,
J0537,Jurisdiction 0537,hard_high,48.3,4.76,64.8,57.9,33.0,36.3,18.1,27.6,0,0,1,0,0,
J0254,Jurisdiction 0254,designed_medium,59.1,4.18,58.4,57.0,39.2,49.3,28.3,40.1,0,0,0,0,0,
J0232,Jurisdiction 0232,designed_medium,54.3,4.68,47.0,56.3,41.0,47.0,22.8,44.5,0,0,0,0,0,
J0588,Jurisdiction 0588,hard_critical,47.6,4.58,55.5,44.4,46.9,48.6,39.0,36.1,0,1,0,0,0,
J0246,Jurisdiction 0246,designed_medium,49.8,3.96,61.0,50.0,51.7,35.8,15.6,35.8,0,0,0,0,0,
J0202,Jurisdiction 0202,designed_medium,55.6,5.49,60.4,45.2,53.9,37.2,30.6,45.9,0,0,0,0,0,
J0504,Jurisdiction 0504,hard_high,52.8,3.52,66.0,52.9,37.8,34.3,27.8,30.5,0,0,0,0,1,
J0218,Jurisdiction 0218,designed_medium,52.5,5.28,48.5,48.2,43.0,50.9,27.1,30.0,0,0,0,0,0,
J0018,Jurisdiction 0018,designed_low,75.0,1.05,85.6,84.9,10.2,22.7,3.1,6.7,0,0,0,0,0,
J0259,Jurisdiction 0259,designed_medium,50.0,4.63,56.2,54.4,40.7,52.0,22.7,33.3,0,0,0,0,0,
J0241,Jurisdiction 0241,designed_medium,44.3,4.17,46.6,56.8,52.8,50.7,19.4,38.2,0,0,0,0,0,terrorism
J0021,Jurisdiction 0021,designed_low,75.6,1.97,81.1,91.0,16.0,9.8,10.1,15.5,0,0,0,0,0,
J0441,Jurisdiction 0441,designed_high,18.3,7.36,31.6,26.4,81.5,71.3,36.4,82.5,0,0,0,0,0,
J0214,Jurisdiction 0214,designed_medium,55.9,4.84,44.8,48.2,39.1,51.9,30.8,29.2,0,0,0,0,0,
J0486,Jurisdiction 0486,hard_high,60.5,3.67,49.0,53.9,37.5,34.2,24.4,44.0,0,0,1,0,0,
J0294,Jurisdiction 0294,designed_medium,59.6,4.08,49.9,52.6,51.7,45.7,25.6,33.6,0,0,0,0,0,organized_crime
J0462,Jurisdiction 0462,designed_high,30.8,7.72,24.0,28.3,74.1,56.1,47.4,72.3,0,0,0,0,0,
J0381,Jurisdiction 0381,designed_high,31.1,7.24,19.0,31.3,64.3,58.6,56.2,85.3,0,0,0,0,0,
J0114,Jurisdiction 0114,designed_low,83.5,1.67,94.7,93.7,23.0,25.0,4.0,26.7,0,0,0,0,0,
J0491,Jurisdiction 0491,hard_high,46.3,4.79,57.7,51.9,35.3,47.4,20.5,37.8,0,0,0,0,1,
J0448,Jurisdiction 0448,designed_high,27.2,8.57,23.0,28.6,70.4,58.7,61.1,54.3,0,0,0,0,0,
J0168,Jurisdiction 0168,designed_low,75.2,1.33,81.7,78.9,16.7,29.0,2.5,9.7,0,0,0,0,0,
J0349,Jurisdiction 0349,designed_medium,47.0,4.18,58.8,55.3,51.7,49.6,28.8,37.3,0,0,0,0,0,
J0127,Jurisdiction 0127,designed_low,79.0,1.78,93.8,85.1,31.2,8.9,15.6,6.2,0,0,0,0,0,
J0220,Jurisdiction 0220,designed_medium,44.8,5.13,51.2,46.2,41.9,49.5,15.0,37.1,0,0,0,0,0,
J0519,Jurisdiction 0519,hard_high,61.0,4.3,58.5,63.8,45.3,41.4,16.8,42.1,0,0,1,0,0,
J0143,Jurisdiction 0143,designed_low,75.3,2.59,93.3,78.8,25.7,21.6,4.3,22.7,0,0,0,0,0,
J0237,Jurisdiction 0237,designed_medium,48.3,4.51,50.7,49.3,48.2,51.8,18.1,40.3,0,0,0,0,0,
J0459,Jurisdiction 0459,designed_high,27.8,6.03,29.6,16.0,62.4,73.2,59.6,52.7,0,0,0,0,0,
J0303,Jurisdiction 0303,designed_medium,48.7,5.21,57.3,46.4,44.6,51.5,32.0,42.0,0,0,0,0,0,organized_crime
J0398,Jurisdiction 0398,designed_high,31.5,8.43,24.4,14.8,76.2,62.8,42.4,74.2,0,0,0,0,0,
J0251,Jurisdiction 0251,designed_medium,51.0,4.58,58.8,53.7,48.7,39.4,24.9,40.5,0,0,0,0,0,
J0508,Jurisdiction 0508,hard_high,46.8,3.91,48.8,51.3,42.8,32.7,24.6,25.8,0,0,0,0,1,
J0506,Jurisdiction 0506,hard_high,54.9,3.99,60.5,63.7,43.1,38.4,27.9,30.0,0,0,0,1,0,
J0045,Jurisdiction 0045,designed_low,81.1,1.51,83.9,91.8,29.1,9.2,3.5,17.9,0,0,0,0,0,
J0417,Jurisdiction 0417,designed_high,19.2,7.94,9.2,30.4,69.3,68.6,40.4,74.7,0,0,0,0,0,
J0284,Jurisdiction 0284,designed_medium,47.4,3.94,54.7,51.3,46.0,34.1,20.2,30.2,0,0,0,0,0,
J0296,Jurisdiction 0296,designed_medium,46.8,3.82,46.5,42.2,46.9,40.2,23.3,42.8,0,0,0,0,0,
J0372,Jurisdiction 0372,designed_high,31.5,8.06,17.8,25.4,80.1,71.8,51.4,51.7,0,0,0,0,0,
J0495,Jurisdiction 0495,hard_high,49.7,3.9,60.6,49.5,48.3,46.3,20.0,25.4,0,0,0,1,0,
J0327,Jurisdiction 0327,designed_medium,46.8,4.35,56.4,44.3,51.1,51.1,31.1,35.0,0,0,0,0,0,
J0435,Jurisdiction 0435,designed_high,18.1,8.29,19.4,15.5,73.4,62.6,35.4,55.7,0,0,0,0,0,
J0310,Jurisdiction 0310,designed_medium,48.2,4.02,46.8,54.3,52.9,46.5,14.7,43.0,0,0,0,0,0,
J0152,Jurisdiction 0152,designed_low,77.6,2.08,81.3,72.6,11.3,17.6,6.2,29.9,0,0,0,0,0,
J0406,Jurisdiction 0406,designed_high,36.7,6.19,33.0,27.6,63.1,56.1,40.0,59.5,0,0,0,0,0,
J0176,Jurisdiction 0176,designed_low,77.6,3.27,84.9,78.2,11.9,9.9,19.2,11.9,0,0,0,0,0,
J0088,Jurisdiction 0088,designed_low,77.0,2.44,89.7,75.0,11.7,24.3,17.4,13.5,0,0,0,0,0,
J0422,Jurisdiction 0422,designed_high,20.2,7.74,22.7,11.3,79.5,81.7,49.8,73.2,0,0,0,0,0,
J0391,Jurisdiction 0391,designed_high,20.2,7.97,13.8,18.2,81.6,81.0,40.5,68.8,0,0,0,0,0,
J0573,Jurisdiction 0573,hard_critical,50.8,5.22,49.2,54.6,58.8,39.2,37.8,55.3,1,0,0,0,0,
J0415,Jurisdiction 0415,designed_high,19.4,7.78,8.6,27.2,61.0,57.0,36.4,59.1,0,0,0,0,0,
J0392,Jurisdiction 0392,designed_high,18.9,6.43,11.7,27.2,78.8,57.9,52.0,56.8,0,0,0,0,0,
J0599,Jurisdiction 0599,hard_critical,40.0,5.07,59.1,37.8,50.1,53.3,32.3,37.9,1,0,0,0,0,instability
J0031,Jurisdiction 0031,designed_low,89.0,1.32,76.4,74.4,23.3,11.8,12.9,22.9,0,0,0,0,0,
J0292,Jurisdiction 0292,designed_medium,59.8,3.93,54.6,42.2,41.9,50.6,31.1,35.2,0,0,0,0,0,
J0569,Jurisdiction 0569,hard_critical,52.7,5.48,53.7,54.4,42.5,49.9,25.2,36.1,0,1,0,0,0,
J0523,Jurisdiction 0523,hard_high,55.8,4.69,46.4,57.7,37.8,34.0,27.9,43.6,0,0,0,0,1,
J0556,Jurisdiction 0556,hard_critical,44.0,4.17,57.3,44.2,58.2,44.1,29.6,37.9,1,0,0,0,0,
J0446,Jurisdiction 0446,designed_high,25.1,6.53,28.9,19.8,62.8,66.5,51.1,59.4,0,0,0,0,0,
J0104,Jurisdiction 0104,designed_low,79.9,2.2,79.7,75.6,31.9,28.6,19.4,12.4,0,0,0,0,0,
J0509,Jurisdiction 0509,hard_high,50.3,3.35,52.5,53.7,40.7,46.0,22.7,40.4,0,0,0,1,0,
J0518,Jurisdiction 0518,hard_high,62.4,3.23,59.9,46.2,39.9,28.5,13.8,34.8,0,0,1,0,0,
J0324,Jurisdiction 0324,designed_medium,57.5,4.38,44.4,52.6,54.5,47.9,29.2,43.5,0,0,0,0,0,
J0465,Jurisdiction 0465,designed_high,31.3,7.2,25.9,10.3,65.5,70.7,41.7,72.1,0,0,0,0,0,
J0369,Jurisdiction 0369,designed_high,34.7,6.81,10.7,22.1,68.0,56.8,31.6,84.1,0,0,0,0,0,
J0235,Jurisdiction 0235,designed_medium,51.8,3.81,53.9,42.2,47.5,38.9,31.6,28.3,0,0,0,0,0,
J0070,Jurisdiction 0070,designed_low,77.5,2.16,89.2,93.5,22.6,12.1,3.8,9.9,0,0,0,0,0,
J0192,Jurisdiction 0192,designed_medium,57.5,4.07,56.3,42.6,55.1,36.0,14.3,33.6,0,0,0,0,0,
J0199,Jurisdiction 0199,designed_medium,46.2,4.91,54.6,46.4,50.1,43.6,25.5,28.9,0,0,0,0,0,
J0517,Jurisdiction 0517,hard_high,50.7,4.57,49.1,58.6,31.9,42.8,14.4,36.4,0,0,1,0,0,
J0477,Jurisdiction 0477,designed_high,19.6,6.68,12.0,25.7,83.0,63.4,38.9,60.2,0,0,0,0,0,
J0502,Jurisdiction 0502,hard_high,47.9,4.65,56.6,47.8,41.6,33.0,21.3,27.6,0,0,1,0,0,
J0111,Jurisdiction 0111,designed_low,77.8,1.87,94.6,80.1,31.6,21.1,3.1,11.9,0,0,0,0,0,
J0075,Jurisdiction 0075,designed_low,89.8,1.73,87.0,85.4,27.8,28.7,5.7,10.3,0,0,0,0,0,
J0224,Jurisdiction 0224,designed_medium,51.6,5.33,49.4,54.7,52.5,50.5,24.1,45.4,0,0,0,0,0,
J0453,Jurisdiction 0453,designed_high,22.4,6.44,8.9,15.7,60.0,59.3,65.9,78.1,0,0,0,0,0,
J0432,Jurisdiction 0432,designed_high,27.8,8.06,18.1,32.0,82.9,56.1,53.3,53.7,0,0,0,0,0,organized_crime
J0300,Jurisdiction 0300,designed_medium,50.1,4.07,60.8,57.4,48.0,50.5,27.3,35.5,0,0,0,0,0,terrorism
J0242,Jurisdiction 0242,designed_medium,57.6,5.02,53.7,48.9,51.3,48.2,26.4,29.4,0,0,0,0,0,
J0571,Jurisdiction 0571,hard_critical,41.1,5.16,54.6,53.8,56.7,51.2,28.0,40.4,0,1,0,0,0,
J0473,Jurisdiction 0473,designed_high,20.8,6.44,29.0,18.1,76.4,70.4,60.6,52.6,0,0,0,0,0,
J0193,Jurisdiction 0193,designed_medium,55.0,4.54,57.9,58.6,53.7,47.2,15.1,30.5,0,0,0,0,0,
J0526,Jurisdiction 0526,hard_high,52.6,4.28,50.1,46.8,41.9,44.0,25.5,30.2,0,0,0,1,0,
J0589,Jurisdiction 0589,hard_critical,47.5,5.84,56.9,43.4,45.9,40.0,32.4,42.6,1,0,0,0,0,
J0378,Jurisdiction 0378,designed_high,26.7,8.54,14.9,11.2,81.1,78.6,60.7,63.0,0,0,0,0,0,
J0579,Jurisdiction 0579,hard_critical,50.5,5.41,40.5,46.6,55.2,40.8,34.1,55.6,1,0,0,0,0,organized_crime
J0051,Jurisdiction 0051,designed_low,87.4,1.67,90.3,82.7,15.7,16.0,14.8,10.9,0,0,0,0,0,
J0591,Jurisdiction 0591,hard_critical,49.6,5.37,45.7,52.0,45.5,38.7,31.6,35.3,0,1,0,0,0,
J0418,Jurisdiction 0418,designed_high,23.3,8.41,17.9,29.7,60.8,59.2,37.9,76.9,0,0,0,0,0,
J0057,Jurisdiction 0057,designed_low,78.2,1.79,83.5,79.4,31.1,12.0,19.1,15.5,0,0,0,0,0,
J0593,Jurisdiction 0593,hard_critical,53.3,4.51,48.3,56.6,54.1,56.5,24.1,43.4,0,1,0,0,0,
J0118,Jurisdiction 0118,designed_low,79.2,1.36,76.7,85.7,24.0,22.8,8.9,19.9,0,0,0,0,0,organized_crime
J0423,Jurisdiction 0423,designed_high,19.3,6.26,26.9,21.7,68.6,58.5,53.6,53.6,0,0,0,0,0,instability
J0347,Jurisdiction 0347,designed_medium,55.9,5.46,60.1,42.4,52.7,39.5,19.0,36.8,0,0,0,0,0,
J0383,Jurisdiction 0383,designed_high,34.7,7.89,31.2,21.6,72.7,79.0,45.9,52.3,0,0,0,0,0,
J0102,Jurisdiction 0102,designed_low,77.0,1.6,89.9,88.9,26.3,8.4,3.7,20.7,0,0,0,0,0,
J0494,Jurisdiction 0494,hard_high,46.4,3.96,60.5,49.0,30.9,42.1,20.1,34.9,0,0,0,1,0,
J0167,Jurisdiction 0167,designed_low,77.8,2.55,81.6,92.9,10.8,8.8,10.1,14.3,0,0,0,0,0,organized_crime
J0297,Jurisdiction 0297,designed_medium,49.9,5.15,59.7,55.2,40.1,50.2,20.0,35.7,0,0,0,0,0,
J0304,Jurisdiction 0304,designed_medium,52.7,5.23,46.7,58.8,38.4,43.7,25.4,40.5,0,0,0,0,0,
J0228,Jurisdiction 0228,designed_medium,47.9,4.89,47.7,58.5,47.9,48.0,20.9,37.6,0,0,0,0,0,
J0370,Jurisdiction 0370,designed_high,27.9,7.36,19.3,26.5,63.5,81.9,47.6,77.0,0,0,0,0,0,
J0484,Jurisdiction 0484,hard_high,51.7,4.69,62.2,52.3,48.8,31.6,15.2,36.7,0,0,0,0,1,
J0598,Jurisdiction 0598,hard_critical,38.1,5.91,56.0,46.6,52.5,56.7,25.9,49.0,0,1,0,0,0,
J0060,Jurisdiction 0060,designed_low,76.7,2.46,89.7,74.5,29.7,29.1,3.9,5.6,0,0,0,0,0,
J0264,Jurisdiction 0264,designed_medium,48.5,5.07,58.3,52.4,52.4,43.7,20.6,31.5,0,0,0,0,0,
J0565,Jurisdiction 0565,hard_critical,58.8,4.29,57.7,41.7,48.0,41.7,38.2,41.3,1,0,0,0,0,
J0563,Jurisdiction 0563,hard_critical,51.1,5.19,56.4,51.4,53.6,44.2,36.0,49.7,1,0,0,0,0,
