set_id,chain,native_tx_count_truth,token_transfer_count_truth,value_in_truth,value_out_truth,self_transfer_count_truth,counterparty_count_truth,native_tx_count_engine,token_transfer_count_engine,value_in_engine,value_out_engine,self_transfer_count_engine,counterparty_count_engine,duplicates_planted,duplicates_removed,exact
evm-0158,evm,90,60,123543561954152254941,128971239226258477255,0,8,90,60,123543561954152254941,128971239226258477255,0,8,0,0,True
evm-0161,evm,128,69,156672930235738120970,158246337586601211185,0,10,128,69,156672930235738120970,158246337586601211185,0,10,0,0,True
evm-0162,evm,60,57,79622235621856128873,60544740750648815730,0,19,60,57,79622235621856128873,60544740750648815730,0,19,0,0,True
evm-0163,evm,87,76,109528336264173739577,109540646649742731493,0,25,87,76,109528336264173739577,109540646649742731493,0,25,0,0,True
evm-0165,evm,58,41,71993043540089828371,59551639405749206572,0,5,58,41,71993043540089828371,59551639405749206572,0,5,0,0,True
evm-0167,evm,80,38,86897031723650509747,95103471418034222618,0,6,80,38,86897031723650509747,95103471418034222618,0,6,0,0,True
evm-0169,evm,78,70,95892333415268774118,73416421336028443186,3,26,78,70,95892333415268774118,73416421336028443186,3,26,0,0,True
evm-0171,evm,148,87,209345061724186924608,169433133630073156318,0,21,148,87,209345061724186924608,169433133630073156318,0,21,1,1,True
evm-0172,evm,53,57,76678048057964214758,33942064839627435582,3,30,53,57,76678048057964214758,33942064839627435582,3,30,0,0,True
evm-0173,evm,99,67,113238774388482266681,131474081128113424192,0,9,99,67,113238774388482266681,131474081128113424192,0,9,0,0,True
evm-0174,evm,44,32,45785726088780825115,56738919097172757277,1,7,44,32,45785726088780825115,56738919097172757277,1,7,0,0,True
evm-0176,evm,76,52,111177404129820366373,78963254956950903557,0,7,76,52,111177404129820366373,78963254956950903557,0,7,0,0,True
evm-0177,evm,85,58,118521616110970301609,99059675297650711928,0,8,85,58,118521616110970301609,99059675297650711928,0,8,0,0,True
evm-0178,evm,57,38,71594411418333998094,87818750319217642852,2,7,57,38,71594411418333998094,87818750319217642852,2,7,0,0,True
evm-0183,evm,58,40,98284427319158772521,62685205337689999965,0,5,58,40,98284427319158772521,62685205337689999965,0,5,0,0,True
evm-0184,evm,48,57,64316050484582447931,51124773506312495733,0,32,48,57,64316050484582447931,51124773506312495733,0,32,0,0,True
evm-0185,evm,67,47,86903213997449136385,77280768890316098643,0,6,67,47,86903213997449136385,77280768890316098643,0,6,0,0,True
evm-0186,evm,62,54,86082306312367424191,54884160506309899661,1,18,62,54,86082306312367424191,54884160506309899661,1,18,0,0,True
evm-0187,evm,57,55,74708251028982015336,70078850274720475860,0,22,57,55,74708251028982015336,70078850274720475860,0,22,0,0,True
evm-0190,evm,94,64,91916743603114490836,124918539395634289901,2,8,94,64,91916743603114490836,124918539395634289901,2,8,0,0,True
evm-0191,evm,63,43,66689036536381837694,75413988221279603749,0,6,63,43,66689036536381837694,75413988221279603749,0,6,0,0,True
evm-0192,evm,64,64,76121501061513865472,81259675067813528762,0,26,64,64,76121501061513865472,81259675067813528762,0,26,0,0,True
evm-0193,evm,126,64,158389834510422392872,145665564165585801190,0,9,126,64,158389834510422392872,145665564165585801190,0,9,0,0,True
evm-0194,evm,72,50,88441672424998555011,111550786829279483526,0,7,72,50,88441672424998555011,111550786829279483526,0,7,0,0,True
evm-0196,evm,78,53,83862049658310953911,116556049048809678250,0,7,78,53,83862049658310953911,116556049048809678250,0,7,0,0,True
evm-0197,evm,101,70,115357048517682699992,136180904878329285987,0,9,101,70,115357048517682699992,136180904878329285987,0,9,0,0,True
evm-0199,evm,121,85,171368534146653929071,144369102013314751506,0,30,121,85,171368534146653929071,144369102013314751506,0,30,0,0,True
evm-0200,evm,70,48,82746918309427500785,92576341605245017824,0,6,70,48,82746918309427500785,92576341605245017824,0,6,0,0,True
evm-0201,evm,79,73,131680559233534933456,87849259319210014498,0,27,79,73,131680559233534933456,87849259319210014498,0,27,0,0,True
evm-0204,evm,37,26,55552700165649195562,37145220214947453801,0,4,37,26,55552700165649195562,37145220214947453801,0,4,0,0,True
evm-0205,evm,60,42,57976474280694533231,85875938619236675573,0,5,60,42,57976474280694533231,85875938619236675573,0,5,0,0,True
evm-0206,evm,110,87,170523663205439827811,121650374507527242038,0,21,110,87,170523663205439827811,121650374507527242038,0,21,0,0,True
evm-0208,evm,63,45,101741787317997552557,65012929022810587175,0,6,63,45,101741787317997552557,65012929022810587175,0,6,0,0,True
evm-0209,evm,90,62,116582873139844641761,84677664310862078388,0,8,90,62,116582873139844641761,84677664310862078388,0,8,0,0,True
evm-0210,evm,56,39,68859317188424995281,75473790260312433330,0,5,56,39,68859317188424995281,75473790260312433330,0,5,0,0,True
evm-0211,evm,86,58,96913187417941955753,117465289785203597822,0,8,86,58,96913187417941955753,117465289785203597822,0,8,0,0,True
evm-0215,evm,54,37,67022771639098686545,78523338818236890653,0,5,54,37,67022771639098686545,78523338818236890653,0,5,0,0,True
evm-0216,evm,81,56,98661805472902677971,93259958589531382085,0,7,81,56,98661805472902677971,93259958589531382085,0,7,0,0,True
evm-0217,evm,83,54,78789691871679029505,127604090024067944440,2,7,83,54,78789691871679029505,127604090024067944440,2,7,0,0,True
evm-0220,evm,75,51,107047154482432347790,87389636393497459498,2,7,75,51,107047154482432347790,87389636393497459498,2,7,0,0,True
evm-0221,evm,73,52,95949362554506029892,75622977173547354295,0,8,73,52,95949362554506029892,75622977173547354295,0,8,0,0,True
evm-0223,evm,63,40,64937157969647311491,84883131288628206239,3,6,63,40,64937157969647311491,84883131288628206239,3,6,0,0,True
evm-0224,evm,72,49,109150521092802195324,65647170287188474103,0,6,72,49,109150521092802195324,65647170287188474103,0,6,0,0,True
evm-0225,evm,51,35,87639406018747550716,46178706878033066381,1,5,51,35,87639406018747550716,46178706878033066381,1,5,0,0,True
evm-0227,evm,57,41,51505038545876383598,81200668082492651004,0,7,57,41,51505038545876383598,81200668082492651004,0,7,0,0,True
evm-0228,evm,42,28,40926447865526148940,69898252920656806545,0,4,42,28,40926447865526148940,69898252920656806545,0,4,0,0,True
evm-0230,evm,103,70,129694069946986587893,135440799803181921282,0,9,103,70,129694069946986587893,135440799803181921282,0,9,0,0,True
evm-0231,evm,85,58,87997129507804726824,114021925067581289015,0,8,85,58,87997129507804726824,114021925067581289015,0,8,0,0,True
evm-0236,evm,83,36,105841558559580793763,89339061231252971261,0,6,83,36,105841558559580793763,89339061231252971261,0,6,0,0,True
evm-0239,evm,97,66,142418809290988785536,120182110109608187106,0,9,97,66,142418809290988785536,120182110109608187106,0,9,0,0,True
evm-0241,evm,58,40,69555373128290238061,71527573214972877622,1,5,58,40,69555373128290238061,71527573214972877622,1,5,0,0,True
evm-0242,evm,90,80,121302038710451704303,112903212685474252501,0,27,90,80,121302038710451704303,112903212685474252501,0,27,0,0,True
evm-0243,evm,67,45,88266101001304629447,79764634487890979273,0,6,67,45,88266101001304629447,79764634487890979273,0,6,0,0,True
evm-0244,evm,62,42,79486156753987520828,85874414437853487059,0,8,62,42,79486156753987520828,85874414437853487059,0,8,0,0,True
evm-0245,evm,72,70,119195527426284096861,71805806944636609497,0,28,72,70,119195527426284096861,71805806944636609497,0,28,0,0,True
evm-0246,evm,106,71,130181767193781864505,132277363083761746150,0,9,106,71,130181767193781864505,132277363083761746150,0,9,1,1,True
evm-0248,evm,106,93,155236137103583221020,113050375987842332819,0,29,106,93,155236137103583221020,113050375987842332819,0,29,0,0,True
evm-0251,evm,83,32,91586549232405300348,114827432538078889319,0,9,83,32,91586549232405300348,114827432538078889319,0,9,0,0,True
evm-0252,evm,56,38,77770342895813206316,51872438979939775691,0,8,56,38,77770342895813206316,51872438979939775691,0,8,0,0,True
evm-0253,evm,111,74,119507947225619732823,201887162109532350397,0,10,111,74,119507947225619732823,201887162109532350397,0,10,1,1,True
evm-0254,evm,88,59,117771487201619819060,106224868523458767071,0,8,88,59,117771487201619819060,106224868523458767071,0,8,0,0,True
evm-0255,evm,68,47,114820991790890496848,80760385906166479635,0,6,68,47,114820991790890496848,80760385906166479635,0,6,0,0,True
evm-0256,evm,78,65,99064204343402851862,109224202441808956415,0,19,78,65,99064204343402851862,109224202441808956415,0,19,0,0,True
evm-0257,evm,67,45,72238097910652905559,87679456255530713099,0,6,67,45,72238097910652905559,87679456255530713099,0,6,0,0,True
evm-0258,evm,52,35,74240495593329686418,41162752351316525188,0,6,52,35,74240495593329686418,41162752351316525188,0,6,0,0,True
evm-0259,evm,106,74,127539839297121314321,136383642258533969804,0,9,106,74,127539839297121314321,136383642258533969804,0,9,0,0,True
evm-0261,evm,97,66,96900415399030197987,126196309336287820245,0,9,97,66,96900415399030197987,126196309336287820245,0,9,0,0,True
evm-0265,evm,74,27,77222408651137331864,115501552991095843052,0,8,74,27,77222408651137331864,115501552991095843052,0,8,0,0,True
evm-0266,evm,82,56,137753730920002194257,89991019762908833578,0,7,82,56,137753730920002194257,89991019762908833578,0,7,0,0,True
evm-0267,evm,54,36,57578929211008004957,59496492254403620366,0,6,54,36,57578929211008004957,59496492254403620366,0,6,0,0,True
evm-0269,evm,73,69,97681021202907640705,68526568457287747933,3,27,73,69,97681021202907640705,68526568457287747933,3,27,0,0,True
evm-0271,evm,87,73,98732673563573675265,112334442412853573852,0,23,87,73,98732673563573675265,112334442412853573852,0,23,0,0,True
evm-0272,evm,98,72,107799901321838398070,148579321781841330247,0,31,98,72,107799901321838398070,148579321781841330247,0,31,0,0,True
evm-0273,evm,79,53,91113254970719015942,112462177184222245069,0,7,79,53,91113254970719015942,112462177184222245069,0,7,0,0,True
evm-0275,evm,52,38,91867031883537892181,45030324157745082023,0,5,52,38,91867031883537892181,45030324157745082023,0,5,0,0,True
evm-0276,evm,93,65,137800673453041890977,117786235626347694847,0,8,93,65,137800673453041890977,117786235626347694847,0,8,0,0,True
evm-0277,evm,66,46,89352674249967301348,78902281114957868401,0,6,66,46,89352674249967301348,78902281114957868401,0,6,0,0,True
evm-0281,evm,90,63,123013941533800210290,120358060666730066692,0,8,90,63,123013941533800210290,120358060666730066692,0,8,0,0,True
evm-0283,evm,100,68,130277276555625455096,113016484035228782401,0,9,100,68,130277276555625455096,113016484035228782401,0,9,0,0,True
evm-0284,evm,105,71,134305543901517408490,125508872435247379671,0,9,105,71,134305543901517408490,125508872435247379671,0,9,1,1,True
evm-0286,evm,69,47,88323797867066876290,68496112223918900868,0,7,69,47,88323797867066876290,68496112223918900868,0,7,0,0,True
evm-0287,evm,88,62,134936424247457014729,105801425039884557819,0,8,88,62,134936424247457014729,105801425039884557819,0,8,0,0,True
evm-0288,evm,114,57,150361706079903622244,142355960814037970446,0,9,114,57,150361706079903622244,142355960814037970446,0,9,0,0,True
evm-0289,evm,97,42,96658523954197119316,151993853075443282089,0,7,97,42,96658523954197119316,151993853075443282089,0,7,0,0,True
evm-0291,evm,97,79,131646766227023133166,101876962268377659411,0,22,97,79,131646766227023133166,101876962268377659411,0,22,0,0,True
evm-0292,evm,68,65,97042628618017002693,71620424497717198511,0,23,68,65,97042628618017002693,71620424497717198511,0,23,0,0,True
evm-0293,evm,87,59,110832743856220146614,91940531122381743262,0,8,87,59,110832743856220146614,91940531122381743262,0,8,0,0,True
evm-0294,evm,112,75,148891418253380006960,139519436823288053811,0,10,112,75,148891418253380006960,139519436823288053811,0,10,0,0,True
evm-0295,evm,61,42,68393666317713585646,74448686112669906316,0,6,61,42,68393666317713585646,74448686112669906316,0,6,0,0,True
evm-0298,evm,76,49,110107445773670798192,83850063009719258499,3,7,76,49,110107445773670798192,83850063009719258499,3,7,0,0,True
evm-0299,evm,44,30,63936009759297925423,52729329513598483131,0,6,44,30,63936009759297925423,52729329513598483131,0,6,0,0,True
evm-0300,evm,93,61,120582592550043152696,113504547884381104128,2,8,93,61,120582592550043152696,113504547884381104128,2,8,0,0,True
evm-0302,evm,71,31,76931456780475842041,106828234433312948140,0,8,71,31,76931456780475842041,106828234433312948140,0,8,0,0,True
evm-0303,evm,112,75,120552379042466107982,139777724363726927054,0,10,112,75,120552379042466107982,139777724363726927054,0,10,0,0,True
evm-0305,evm,110,62,122325373069490369259,144667080916361686089,0,19,110,62,122325373069490369259,144667080916361686089,0,19,0,0,True
evm-0306,evm,63,44,83294063035661968651,82566615322910488812,0,7,63,44,83294063035661968651,82566615322910488812,0,7,0,0,True
evm-0307,evm,67,45,96781690578334097630,80424325675151917463,0,7,67,45,96781690578334097630,80424325675151917463,0,7,0,0,True
evm-0308,evm,73,71,92858720154776123858,101796976123442040086,0,30,73,71,92858720154776123858,101796976123442040086,0,30,0,0,True
evm-0310,evm,93,62,100836607483059321818,138130314164423307221,0,8,93,62,100836607483059321818,138130314164423307221,0,8,0,0,True
evm-0311,evm,111,77,95585001504356926877,177714427596890960540,0,10,111,77,95585001504356926877,177714427596890960540,0,10,1,1,True
evm-0313,evm,78,51,97707220116825248225,83484506247338927447,3,7,78,51,97707220116825248225,83484506247338927447,3,7,0,0,True
evm-0314,evm,57,39,62239489628355618718,76140111328464601400,0,8,57,39,62239489628355618718,76140111328464601400,0,8,0,0,True
evm-0316,evm,71,48,68239995070342116365,87046478414743998415,2,6,71,48,68239995070342116365,87046478414743998415,2,6,0,0,True
evm-0318,evm,103,69,120921839876826761903,134518131241729588478,0,9,103,69,120921839876826761903,134518131241729588478,0,9,0,0,True
evm-0319,evm,59,38,70863953824556051159,79292278310724366792,2,5,59,38,70863953824556051159,79292278310724366792,2,5,0,0,True
evm-0320,evm,132,68,163125099121606385308,150088567908681053717,0,10,132,68,163125099121606385308,150088567908681053717,0,10,0,0,True
evm-0321,evm,72,48,94616632498987803425,94251419912287281109,0,8,72,48,94616632498987803425,94251419912287281109,0,8,0,0,True
evm-0323,evm,76,49,120830209279182928304,83569479125103764970,0,24,76,49,120830209279182928304,83569479125103764970,0,24,0,0,True
evm-0325,evm,41,28,42809377635685759167,79572982808671273315,0,6,41,28,42809377635685759167,79572982808671273315,0,6,0,0,True
evm-0327,evm,67,48,75839736624951750189,74348915262951122098,0,6,67,48,75839736624951750189,74348915262951122098,0,6,0,0,True
evm-0328,evm,113,69,157041916003687306061,122595669533411623065,0,24,113,69,157041916003687306061,122595669533411623065,0,24,1,1,True
evm-0329,evm,112,74,125499357367591270624,150134354264905174137,3,26,112,74,125499357367591270624,150134354264905174137,3,26,0,0,True
evm-0330,evm,50,36,58015235957558946150,64004853792422816307,0,5,50,36,58015235957558946150,64004853792422816307,0,5,0,0,True
evm-0331,evm,86,58,111215901570551188329,103307265605735109633,0,8,86,58,111215901570551188329,103307265605735109633,0,8,0,0,True
evm-0332,evm,96,78,132243163492178833039,115217744843679499691,0,22,96,78,132243163492178833039,115217744843679499691,0,22,0,0,True
evm-0334,evm,108,89,137536073619469817455,122431314681727459204,0,23,108,89,137536073619469817455,122431314681727459204,0,23,0,0,True
evm-0335,evm,53,34,55010870693609022120,60965670995082673406,3,7,53,34,55010870693609022120,60965670995082673406,3,7,0,0,True
evm-0336,evm,84,58,105521143887808919145,97922054359382673070,0,7,84,58,105521143887808919145,97922054359382673070,0,7,0,0,True
evm-0337,evm,135,93,176941305594513870435,147472634860921018037,0,30,135,93,176941305594513870435,147472634860921018037,0,30,1,1,True
evm-0338,evm,91,63,111296647679083726881,123722163559498478228,1,8,91,63,111296647679083726881,123722163559498478228,1,8,0,0,True
evm-0340,evm,82,55,81516569503328056881,104214426108176690386,0,7,82,55,81516569503328056881,104214426108176690386,0,7,0,0,True
evm-0341,evm,71,27,92338827228528479335,88198337167634626901,0,6,71,27,92338827228528479335,88198337167634626901,0,6,0,0,True
evm-0342,evm,103,71,123837632289532161597,146624088492638760779,0,9,103,71,123837632289532161597,146624088492638760779,0,9,0,0,True
evm-0343,evm,111,87,137735950962306022909,137674734745595021485,0,22,111,87,137735950962306022909,137674734745595021485,0,22,1,1,True
evm-0346,evm,110,75,110859550781432135137,157784598773189501635,0,10,110,75,110859550781432135137,157784598773189501635,0,10,0,0,True
evm-0349,evm,81,77,94867307736258883351,80964849925136289143,0,28,81,77,94867307736258883351,80964849925136289143,0,28,0,0,True
evm-0350,evm,133,68,139662002058438970023,169532218897616944824,2,10,133,68,139662002058438970023,169532218897616944824,2,10,0,0,True
evm-0351,evm,52,55,57439728503291166039,71367659576951368817,0,28,52,55,57439728503291166039,71367659576951368817,0,28,0,0,True
evm-0353,evm,108,74,143031075107919917972,139941205686231637304,0,9,108,74,143031075107919917972,139941205686231637304,0,9,1,1,True
evm-0355,evm,51,34,68427483248089592164,56055006568996344023,0,5,51,34,68427483248089592164,56055006568996344023,0,5,0,0,True
evm-0356,evm,79,74,75444832703527247845,111633384853707999116,1,29,79,74,75444832703527247845,111633384853707999116,1,29,0,0,True
evm-0357,evm,127,61,174592870957512576083,145780156810570452220,1,9,127,61,174592870957512576083,145780156810570452220,1,9,1,1,True
evm-0358,evm,69,48,110245665236298993962,74941882886814254872,0,7,69,48,110245665236298993962,74941882886814254872,0,7,0,0,True
evm-0359,evm,90,78,105740253231129084616,114896411155581091499,0,25,90,78,105740253231129084616,114896411155581091499,0,25,0,0,True
evm-0360,evm,91,62,128728081120789503742,110259694890708734020,0,8,91,62,128728081120789503742,110259694890708734020,0,8,0,0,True
evm-0361,evm,95,62,124107564255861212386,103071246525319250518,2,8,95,62,124107564255861212386,103071246525319250518,2,8,0,0,True
evm-0362,evm,51,36,70762941023204817238,69244297264345289813,0,8,51,36,70762941023204817238,69244297264345289813,0,8,0,0,True
evm-0364,evm,96,65,117609230043515903567,141985681831142377141,0,8,96,65,117609230043515903567,141985681831142377141,0,8,0,0,True
evm-0367,evm,71,46,107989013866799293571,75872473716251579684,2,6,71,46,107989013866799293571,75872473716251579684,2,6,0,0,True
evm-0368,evm,82,55,116729158310211282788,87976563941511268356,0,8,82,55,116729158310211282788,87976563941511268356,0,8,0,0,True
evm-0371,evm,54,37,69177681712053334082,78527175843582513315,0,7,54,37,69177681712053334082,78527175843582513315,0,7,0,0,True
evm-0372,evm,84,83,114893931391887660069,105311861740996674498,0,31,84,83,114893931391887660069,105311861740996674498,0,31,0,0,True
evm-0373,evm,75,75,101836241270473416681,77760378287751255179,0,31,75,75,101836241270473416681,77760378287751255179,0,31,0,0,True
evm-0374,evm,131,73,144736248400602718817,185382676267805433800,0,10,131,73,144736248400602718817,185382676267805433800,0,10,0,0,True
evm-0376,evm,87,59,129680442421087978515,88848545306814753361,0,8,87,59,129680442421087978515,88848545306814753361,0,8,0,0,True
evm-0378,evm,62,42,61520730638720426528,83513912332993545111,0,8,62,42,61520730638720426528,83513912332993545111,0,8,0,0,True
evm-0379,evm,111,96,105668274549708778486,170203287813014194438,3,30,111,96,105668274549708778486,170203287813014194438,3,30,0,0,True
evm-0381,evm,72,49,79259484012421256101,82312046808498148482,0,8,72,49,79259484012421256101,82312046808498148482,0,8,0,0,True
evm-0384,evm,54,57,69850234173985737421,66115766849069521190,3,31,54,57,69850234173985737421,66115766849069521190,3,31,0,0,True
evm-0386,evm,93,78,120161610519781607136,127032335000203161694,0,22,93,78,120161610519781607136,127032335000203161694,0,22,0,0,True
evm-0388,evm,37,26,52165801362580099714,32863840326306877027,0,8,37,26,52165801362580099714,32863840326306877027,0,8,0,0,True
evm-0389,evm,115,75,145352751521562051361,140341445816090197414,3,10,115,75,145352751521562051361,140341445816090197414,3,10,0,0,True
evm-0390,evm,94,64,98809285926170196175,142563469534400399180,0,8,94,64,98809285926170196175,142563469534400399180,0,8,0,0,True
evm-0391,evm,68,28,62247245824324596528,93408731915782880838,0,9,68,28,62247245824324596528,93408731915782880838,0,9,0,0,True
evm-0392,evm,67,46,105293265218672078183,78213048932290789240,0,6,67,46,105293265218672078183,78213048932290789240,0,6,0,0,True
evm-0395,evm,81,56,104297175526169739252,95677405185089998389,0,7,81,56,104297175526169739252,95677405185089998389,0,7,0,0,True
evm-0399,evm,55,35,62049975275765344700,80337135236511768762,3,5,55,35,62049975275765344700,80337135236511768762,3,5,0,0,True
