customer_id,stratum,customer_type,domicile_country,operating_countries,products,channel,pep,adverse_media,prior_sar,ownership_opacity,expected_activity_intensity
CUST-000265,designed_low,SMB,GB,,retail_deposit,FACE_TO_FACE,0,0,0,0.01,0.04
CUST-000266,designed_low,SMB,GB,,lending,FACE_TO_FACE,0,0,0,0.03,0.27
CUST-000267,designed_low,SMB,AU,,lending,FACE_TO_FACE,0,0,0,0.2,0.22
CUST-000268,designed_low,SMB,GB,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.11,0.21
CUST-000269,designed_low,INDIVIDUAL,NL,,lending,FACE_TO_FACE,0,0,0,0.13,0.29
CUST-000270,designed_medium,TRUST,DE,AE,wire|trade_finance,FACE_TO_FACE,0,0,0,0.42,0.48
CUST-000271,designed_low,SMB,AU,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.05,0.17
CUST-000272,designed_medium,CORPORATE,CA,MM,private_banking,FACE_TO_FACE,0,0,0,0.32,0.36
CUST-000273,designed_low,SMB,DE,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.01,0.04
CUST-000274,designed_low,SMB,DE,,lending,FACE_TO_FACE,0,0,0,0.11,0.09
CUST-000275,designed_low,SMB,GB,,lending,FACE_TO_FACE,0,0,0,0.14,0.26
CUST-000276,designed_medium,TRUST,NL,,trade_finance,REMOTE,0,0,0,0.37,0.37
CUST-000277,hard_high,SHELL,US,,private_banking,FACE_TO_FACE,0,0,0,0.74,0.49
CUST-000278,hard_high,SHELL,US,,private_banking,FACE_TO_FACE,0,0,0,0.93,0.53
CUST-000279,hard_high,MSB,US,,private_banking,FACE_TO_FACE,0,1,0,0.26,0.63
CUST-000280,hard_high,NBFI,US,,trade_finance,FACE_TO_FACE,1,0,0,0.18,0.52
CUST-000281,designed_medium,CORPORATE,CA,,wire,FACE_TO_FACE,0,0,0,0.39,0.32
CUST-000282,designed_low,SMB,CA,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.15,0.0
CUST-000283,designed_medium,CORPORATE,US,MM,trade_finance,REMOTE,0,0,0,0.3,0.49
CUST-000284,designed_high,MSB,DE,RU,crypto,REMOTE,0,0,0,0.77,0.66
CUST-000285,designed_high,MSB,CA,MM,crypto|wire,REMOTE,0,0,0,0.56,0.86
CUST-000286,designed_high,NBFI,CA,AE,cash,REMOTE,0,0,0,0.67,0.64
CUST-000287,hard_high,NBFI,US,,trade_finance,REMOTE,1,0,0,0.8,0.28
CUST-000288,designed_low,INDIVIDUAL,CA,,lending,FACE_TO_FACE,0,0,0,0.03,0.14
CUST-000289,designed_low,INDIVIDUAL,CA,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.07,0.09
CUST-000290,designed_medium,CORPORATE,AU,MM,wire|trade_finance,FACE_TO_FACE,0,0,0,0.32,0.33
CUST-000291,hard_high,SHELL,US,,private_banking,FACE_TO_FACE,0,0,0,0.9,0.43
CUST-000292,hard_high,NBFI,US,IR,wire,REMOTE,0,0,0,0.59,0.62
CUST-000293,designed_low,INDIVIDUAL,US,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.1,0.27
CUST-000294,designed_medium,SMB,DE,AE,wire|trade_finance,FACE_TO_FACE,0,0,0,0.27,0.34
CUST-000295,designed_low,SMB,US,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.11,0.14
CUST-000296,designed_low,INDIVIDUAL,AU,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.15,0.26
CUST-000297,designed_low,SMB,GB,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.07,0.28
CUST-000298,designed_low,INDIVIDUAL,GB,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.03,0.1
CUST-000299,designed_low,INDIVIDUAL,DE,,retail_deposit,FACE_TO_FACE,0,0,0,0.14,0.15
CUST-000300,designed_high,NBFI,CA,MM,correspondent,REMOTE,0,0,0,0.65,0.76
CUST-000301,designed_low,SMB,DE,,lending,FACE_TO_FACE,0,0,0,0.14,0.12
CUST-000302,designed_high,TRUST,AU,AE,crypto,REMOTE,0,0,0,0.63,0.85
CUST-000303,designed_low,INDIVIDUAL,CA,,lending,FACE_TO_FACE,0,0,0,0.01,0.12
CUST-000304,designed_medium,TRUST,DE,MM,private_banking,REMOTE,0,0,0,0.46,0.57
CUST-000305,designed_low,INDIVIDUAL,DE,,lending,FACE_TO_FACE,0,0,0,0.02,0.3
CUST-000306,designed_low,INDIVIDUAL,DE,,retail_deposit,FACE_TO_FACE,0,0,0,0.17,0.23
CUST-000307,hard_high,SHELL,US,,trade_finance,REMOTE,0,1,0,0.74,0.35
CUST-000308,designed_low,INDIVIDUAL,DE,,retail_deposit,FACE_TO_FACE,0,0,0,0.01,0.2
CUST-000309,designed_medium,CORPORATE,AU,,wire,FACE_TO_FACE,0,0,0,0.33,0.5
CUST-000310,designed_high,MSB,DE,AE,crypto|wire,REMOTE,0,0,0,0.63,0.79
CUST-000311,designed_medium,CORPORATE,AU,,wire|trade_finance,REMOTE,0,0,0,0.27,0.56
CUST-000312,hard_high,INDIVIDUAL,US,,crypto,REMOTE,1,0,0,0.27,0.24
CUST-000313,designed_high,MSB,DE,MM,crypto|wire,REMOTE,0,0,0,0.51,0.72
CUST-000314,designed_medium,SMB,GB,PA,private_banking,FACE_TO_FACE,0,0,0,0.29,0.36
CUST-000315,designed_low,INDIVIDUAL,AU,,lending,FACE_TO_FACE,0,0,0,0.17,0.04
CUST-000316,designed_low,INDIVIDUAL,GB,,lending,FACE_TO_FACE,0,0,0,0.19,0.17
CUST-000317,designed_low,INDIVIDUAL,NL,,retail_deposit,FACE_TO_FACE,0,0,0,0.07,0.02
CUST-000318,designed_low,SMB,CA,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.14,0.06
CUST-000319,designed_low,INDIVIDUAL,CA,,retail_deposit,FACE_TO_FACE,0,0,0,0.16,0.18
CUST-000320,designed_medium,CORPORATE,US,RU,wire|trade_finance,FACE_TO_FACE,0,0,0,0.26,0.36
CUST-000321,designed_medium,TRUST,US,,private_banking,FACE_TO_FACE,0,0,0,0.37,0.53
CUST-000322,designed_low,SMB,NL,,lending,FACE_TO_FACE,0,0,0,0.07,0.26
CUST-000323,designed_low,SMB,NL,,retail_deposit,FACE_TO_FACE,0,0,0,0.07,0.12
CUST-000324,designed_medium,CORPORATE,DE,,wire|trade_finance,REMOTE,0,0,0,0.29,0.36
CUST-000325,designed_low,INDIVIDUAL,US,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.13,0.21
CUST-000326,designed_low,SMB,DE,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.15,0.14
CUST-000327,designed_medium,SMB,AU,RU,trade_finance,FACE_TO_FACE,0,0,0,0.36,0.55
CUST-000328,designed_low,INDIVIDUAL,CA,,lending,FACE_TO_FACE,0,0,0,0.03,0.19
CUST-000329,designed_low,INDIVIDUAL,CA,,retail_deposit,FACE_TO_FACE,0,0,0,0.1,0.11
CUST-000330,designed_medium,TRUST,GB,MM,wire,FACE_TO_FACE,0,0,0,0.36,0.42
CUST-000331,designed_low,SMB,GB,,lending,FACE_TO_FACE,0,0,0,0.0,0.24
CUST-000332,designed_medium,CORPORATE,CA,,trade_finance,FACE_TO_FACE,0,0,0,0.39,0.38
CUST-000333,designed_low,SMB,CA,,lending,FACE_TO_FACE,0,0,0,0.19,0.14
CUST-000334,designed_low,INDIVIDUAL,NL,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.17,0.02
CUST-000335,hard_high,CORPORATE,US,IR,wire,REMOTE,0,0,0,0.34,0.53
CUST-000336,designed_medium,CORPORATE,US,MM,wire,FACE_TO_FACE,0,0,0,0.27,0.57
CUST-000337,designed_medium,TRUST,US,,wire,REMOTE,0,0,0,0.47,0.47
CUST-000338,designed_low,SMB,CA,,retail_deposit,FACE_TO_FACE,0,0,0,0.12,0.23
CUST-000339,designed_medium,SMB,CA,,trade_finance,REMOTE,0,0,0,0.4,0.46
CUST-000340,designed_low,INDIVIDUAL,DE,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.02,0.22
CUST-000341,designed_low,INDIVIDUAL,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.17,0.1
CUST-000342,designed_medium,TRUST,US,,wire|trade_finance,REMOTE,0,0,0,0.35,0.41
CUST-000343,hard_high,SHELL,US,,crypto,REMOTE,0,0,1,0.08,0.57
CUST-000344,designed_medium,CORPORATE,NL,RU,trade_finance,REMOTE,0,0,0,0.3,0.33
CUST-000345,designed_low,SMB,US,,lending,FACE_TO_FACE,0,0,0,0.15,0.03
CUST-000346,designed_low,SMB,US,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.11,0.12
CUST-000347,designed_low,SMB,GB,,retail_deposit,FACE_TO_FACE,0,0,0,0.12,0.24
CUST-000348,designed_high,MSB,NL,MM,crypto|wire,REMOTE,0,0,0,0.73,0.85
CUST-000349,designed_medium,CORPORATE,GB,RU,trade_finance,FACE_TO_FACE,0,0,0,0.28,0.38
CUST-000350,designed_low,INDIVIDUAL,US,,lending,FACE_TO_FACE,0,0,0,0.08,0.15
CUST-000351,designed_low,SMB,AU,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.13,0.18
CUST-000352,designed_low,INDIVIDUAL,AU,,lending,FACE_TO_FACE,0,0,0,0.0,0.12
CUST-000353,designed_high,NBFI,NL,MM,cash,REMOTE,0,0,0,0.63,0.89
CUST-000354,designed_medium,TRUST,AU,PA,trade_finance,REMOTE,0,0,0,0.29,0.59
CUST-000355,hard_high,SHELL,US,,trade_finance,FACE_TO_FACE,0,0,0,0.75,0.37
CUST-000356,hard_high,MSB,US,,crypto,FACE_TO_FACE,0,0,1,0.86,0.48
CUST-000357,designed_low,SMB,DE,,retail_deposit,FACE_TO_FACE,0,0,0,0.16,0.24
CUST-000358,designed_low,SMB,AU,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.06,0.08
CUST-000359,designed_low,SMB,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.09,0.18
CUST-000360,designed_medium,TRUST,GB,,wire|trade_finance,FACE_TO_FACE,0,0,0,0.23,0.37
CUST-000361,designed_medium,CORPORATE,DE,AE,wire|trade_finance,REMOTE,0,0,0,0.23,0.33
CUST-000362,designed_low,INDIVIDUAL,US,,lending,FACE_TO_FACE,0,0,0,0.08,0.23
CUST-000363,designed_medium,TRUST,AU,,private_banking,FACE_TO_FACE,0,0,0,0.29,0.58
CUST-000364,designed_low,INDIVIDUAL,NL,,lending,FACE_TO_FACE,0,0,0,0.07,0.24
CUST-000365,designed_low,SMB,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.09,0.21
CUST-000366,designed_low,SMB,CA,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.02,0.25
CUST-000367,designed_medium,TRUST,AU,,trade_finance,REMOTE,0,0,0,0.37,0.59
CUST-000368,designed_low,SMB,DE,,retail_deposit,FACE_TO_FACE,0,0,0,0.04,0.2
CUST-000369,designed_low,INDIVIDUAL,US,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.09,0.0
CUST-000370,designed_low,SMB,DE,,retail_deposit,FACE_TO_FACE,0,0,0,0.12,0.24
CUST-000371,designed_low,SMB,NL,,retail_deposit,FACE_TO_FACE,0,0,0,0.09,0.08
CUST-000372,designed_high,TRUST,DE,PA,crypto|wire,REMOTE,0,0,0,0.68,0.81
CUST-000373,designed_low,SMB,GB,,retail_deposit,FACE_TO_FACE,0,0,0,0.16,0.21
CUST-000374,designed_low,INDIVIDUAL,DE,,retail_deposit,FACE_TO_FACE,0,0,0,0.06,0.07
CUST-000375,designed_low,SMB,DE,,retail_deposit,FACE_TO_FACE,0,0,0,0.1,0.13
CUST-000376,designed_low,SMB,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.1,0.16
CUST-000377,designed_high,MSB,GB,RU,crypto|wire,REMOTE,0,0,0,0.59,0.67
CUST-000378,designed_high,TRUST,CA,PA,crypto,REMOTE,0,0,0,0.65,0.67
CUST-000379,designed_low,SMB,US,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.1,0.21
CUST-000380,designed_low,INDIVIDUAL,CA,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.01,0.23
CUST-000381,designed_low,SMB,AU,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.06,0.23
CUST-000382,designed_medium,SMB,GB,,wire|trade_finance,REMOTE,0,0,0,0.36,0.53
CUST-000383,designed_medium,SMB,GB,RU,wire,FACE_TO_FACE,0,0,0,0.29,0.6
CUST-000384,designed_low,SMB,CA,,lending,FACE_TO_FACE,0,0,0,0.17,0.04
CUST-000385,designed_high,MSB,DE,PA,crypto|wire,REMOTE,0,0,0,0.55,0.65
CUST-000386,designed_low,INDIVIDUAL,CA,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.07,0.08
CUST-000387,designed_low,SMB,DE,,lending,FACE_TO_FACE,0,0,0,0.06,0.08
CUST-000388,designed_high,TRUST,CA,RU,crypto|wire,REMOTE,0,0,0,0.78,0.95
CUST-000389,designed_high,MSB,DE,RU,correspondent,REMOTE,0,0,0,0.54,0.71
CUST-000390,designed_low,SMB,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.12,0.08
CUST-000391,designed_low,SMB,CA,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.16,0.23
CUST-000392,designed_low,SMB,DE,,lending,FACE_TO_FACE,0,0,0,0.09,0.15
CUST-000393,designed_medium,TRUST,CA,MM,wire,REMOTE,0,0,0,0.27,0.43
CUST-000394,designed_low,SMB,NL,,lending,FACE_TO_FACE,0,0,0,0.07,0.17
CUST-000395,designed_medium,SMB,NL,,wire,REMOTE,0,0,0,0.2,0.58
CUST-000396,designed_low,SMB,CA,,lending,FACE_TO_FACE,0,0,0,0.04,0.21
CUST-000397,designed_low,SMB,AU,,lending,FACE_TO_FACE,0,0,0,0.02,0.11
CUST-000398,designed_low,INDIVIDUAL,CA,,lending,FACE_TO_FACE,0,0,0,0.13,0.22
CUST-000399,designed_medium,SMB,DE,,wire,FACE_TO_FACE,0,0,0,0.34,0.34
CUST-000400,designed_low,SMB,CA,,retail_deposit,FACE_TO_FACE,0,0,0,0.14,0.25
CUST-000401,hard_high,SHELL,US,IR,crypto,REMOTE,0,0,0,0.06,0.43
CUST-000402,designed_low,SMB,AU,,lending,FACE_TO_FACE,0,0,0,0.15,0.23
CUST-000403,designed_low,INDIVIDUAL,CA,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.11,0.18
CUST-000404,designed_low,SMB,DE,,retail_deposit,FACE_TO_FACE,0,0,0,0.13,0.05
CUST-000405,designed_low,SMB,AU,,retail_deposit,FACE_TO_FACE,0,0,0,0.18,0.04
CUST-000406,designed_low,SMB,NL,,lending,FACE_TO_FACE,0,0,0,0.06,0.04
CUST-000407,designed_low,INDIVIDUAL,AU,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.12,0.22
CUST-000408,designed_low,INDIVIDUAL,DE,,lending,FACE_TO_FACE,0,0,0,0.04,0.18
CUST-000409,designed_low,SMB,NL,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.01,0.27
CUST-000410,hard_high,SHELL,US,IR,trade_finance,FACE_TO_FACE,0,0,0,0.22,0.58
CUST-000411,hard_high,NBFI,US,,crypto,REMOTE,0,1,0,0.77,0.54
CUST-000412,designed_low,INDIVIDUAL,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.0,0.02
CUST-000413,designed_low,INDIVIDUAL,CA,,lending,FACE_TO_FACE,0,0,0,0.1,0.19
CUST-000414,designed_low,SMB,US,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.08,0.19
CUST-000415,designed_low,INDIVIDUAL,NL,,retail_deposit,FACE_TO_FACE,0,0,0,0.06,0.15
CUST-000416,designed_low,INDIVIDUAL,GB,,lending,FACE_TO_FACE,0,0,0,0.08,0.19
CUST-000417,designed_high,TRUST,DE,AE,cash,REMOTE,0,0,0,0.71,0.86
CUST-000418,designed_high,MSB,AU,AE,crypto|wire,REMOTE,0,0,0,0.53,0.81
CUST-000419,designed_low,INDIVIDUAL,CA,,retail_deposit,FACE_TO_FACE,0,0,0,0.14,0.21
CUST-000420,designed_low,SMB,GB,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.16,0.22
CUST-000421,designed_low,INDIVIDUAL,DE,,lending,FACE_TO_FACE,0,0,0,0.15,0.04
CUST-000422,designed_high,NBFI,US,PA,crypto,REMOTE,0,0,0,0.58,0.94
CUST-000423,designed_medium,SMB,US,,private_banking,FACE_TO_FACE,0,0,0,0.31,0.38
CUST-000424,designed_low,INDIVIDUAL,AU,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.1,0.01
CUST-000425,designed_high,MSB,CA,MM,cash,REMOTE,0,0,0,0.61,0.65
CUST-000426,hard_high,CORPORATE,US,,trade_finance,FACE_TO_FACE,0,1,0,0.29,0.45
CUST-000427,designed_low,INDIVIDUAL,GB,,lending,FACE_TO_FACE,0,0,0,0.02,0.2
CUST-000428,designed_low,INDIVIDUAL,GB,,retail_deposit,FACE_TO_FACE,0,0,0,0.19,0.02
CUST-000429,designed_low,SMB,NL,,lending,FACE_TO_FACE,0,0,0,0.02,0.14
CUST-000430,designed_low,SMB,GB,,lending,FACE_TO_FACE,0,0,0,0.15,0.07
CUST-000431,designed_low,SMB,AU,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.18,0.23
CUST-000432,designed_low,INDIVIDUAL,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.05,0.1
CUST-000433,designed_high,MSB,NL,AE,crypto|wire,REMOTE,0,0,0,0.75,0.85
CUST-000434,designed_low,INDIVIDUAL,US,,lending,FACE_TO_FACE,0,0,0,0.19,0.29
CUST-000435,designed_low,SMB,CA,,retail_deposit,FACE_TO_FACE,0,0,0,0.18,0.27
CUST-000436,designed_low,SMB,US,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.02,0.03
CUST-000437,designed_low,SMB,CA,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.11,0.13
CUST-000438,hard_high,SHELL,US,,private_banking,REMOTE,0,0,0,0.88,0.76
CUST-000439,designed_medium,SMB,US,,wire,FACE_TO_FACE,0,0,0,0.24,0.53
CUST-000440,designed_low,INDIVIDUAL,AU,,lending,FACE_TO_FACE,0,0,0,0.09,0.12
CUST-000441,designed_low,INDIVIDUAL,US,,lending,FACE_TO_FACE,0,0,0,0.09,0.26
CUST-000442,designed_low,SMB,DE,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.12,0.06
CUST-000443,designed_high,MSB,CA,RU,cash,REMOTE,0,0,0,0.62,0.62
CUST-000444,designed_low,INDIVIDUAL,CA,,lending,FACE_TO_FACE,0,0,0,0.17,0.17
CUST-000445,designed_medium,CORPORATE,US,,wire,FACE_TO_FACE,0,0,0,0.22,0.53
CUST-000446,designed_low,INDIVIDUAL,US,,lending,FACE_TO_FACE,0,0,0,0.14,0.28
CUST-000447,designed_low,SMB,CA,,retail_deposit,FACE_TO_FACE,0,0,0,0.2,0.06
CUST-000448,designed_medium,CORPORATE,CA,,wire,REMOTE,0,0,0,0.22,0.58
CUST-000449,designed_low,SMB,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.08,0.13
CUST-000450,designed_low,INDIVIDUAL,NL,,lending,FACE_TO_FACE,0,0,0,0.09,0.04
CUST-000451,designed_medium,TRUST,AU,PA,private_banking,REMOTE,0,0,0,0.22,0.38
CUST-000452,designed_low,INDIVIDUAL,DE,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.05,0.3
CUST-000453,designed_low,INDIVIDUAL,US,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.07,0.16
CUST-000454,designed_low,SMB,US,,lending,FACE_TO_FACE,0,0,0,0.04,0.1
CUST-000455,designed_low,SMB,CA,,lending,FACE_TO_FACE,0,0,0,0.11,0.23
CUST-000456,hard_high,MSB,US,KP,wire,FACE_TO_FACE,0,0,0,0.59,0.36
CUST-000457,designed_medium,SMB,NL,,trade_finance,REMOTE,0,0,0,0.44,0.51
CUST-000458,designed_high,MSB,DE,PA,correspondent,REMOTE,0,0,0,0.67,0.67
CUST-000459,hard_high,SHELL,US,,private_banking,FACE_TO_FACE,0,0,1,0.44,0.25
CUST-000460,designed_medium,CORPORATE,GB,,wire|trade_finance,FACE_TO_FACE,0,0,0,0.44,0.4
CUST-000461,designed_low,SMB,CA,,retail_deposit,FACE_TO_FACE,0,0,0,0.03,0.21
CUST-000462,designed_low,INDIVIDUAL,GB,,lending,FACE_TO_FACE,0,0,0,0.19,0.11
CUST-000463,hard_high,SHELL,US,,wire,REMOTE,0,0,1,0.27,0.28
CUST-000464,designed_medium,SMB,DE,MM,trade_finance,REMOTE,0,0,0,0.27,0.48
CUST-000465,designed_low,SMB,DE,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.06,0.05
CUST-000466,designed_low,SMB,GB,,retail_deposit,FACE_TO_FACE,0,0,0,0.04,0.1
CUST-000467,designed_high,TRUST,AU,AE,crypto|wire,REMOTE,0,0,0,0.54,0.86
CUST-000468,designed_low,SMB,AU,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.18,0.03
CUST-000469,designed_medium,TRUST,DE,PA,wire,REMOTE,0,0,0,0.26,0.51
CUST-000470,designed_low,INDIVIDUAL,DE,,retail_deposit,FACE_TO_FACE,0,0,0,0.01,0.13
CUST-000471,designed_low,INDIVIDUAL,US,,lending,FACE_TO_FACE,0,0,0,0.18,0.11
CUST-000472,designed_low,SMB,GB,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.15,0.07
CUST-000473,designed_low,INDIVIDUAL,NL,,retail_deposit,FACE_TO_FACE,0,0,0,0.06,0.29
CUST-000474,designed_low,INDIVIDUAL,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.15,0.16
CUST-000475,designed_high,MSB,NL,MM,crypto,REMOTE,0,0,0,0.63,0.83
CUST-000476,designed_medium,SMB,AU,,wire|trade_finance,FACE_TO_FACE,0,0,0,0.49,0.42
CUST-000477,designed_medium,TRUST,GB,PA,wire|trade_finance,FACE_TO_FACE,0,0,0,0.23,0.42
CUST-000478,designed_low,SMB,AU,,retail_deposit,FACE_TO_FACE,0,0,0,0.07,0.13
CUST-000479,designed_low,SMB,AU,,retail_deposit,FACE_TO_FACE,0,0,0,0.01,0.05
CUST-000480,designed_low,INDIVIDUAL,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.06,0.12
CUST-000481,designed_low,SMB,CA,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.11,0.06
CUST-000482,designed_high,NBFI,AU,MM,crypto,REMOTE,0,0,0,0.58,0.76
CUST-000483,designed_low,SMB,GB,,retail_deposit,FACE_TO_FACE,0,0,0,0.03,0.21
CUST-000484,designed_low,SMB,GB,,lending,FACE_TO_FACE,0,0,0,0.19,0.18
CUST-000485,designed_medium,SMB,GB,MM,trade_finance,REMOTE,0,0,0,0.29,0.42
CUST-000486,designed_high,MSB,GB,RU,crypto,REMOTE,0,0,0,0.78,0.76
CUST-000487,hard_high,SHELL,US,,crypto,FACE_TO_FACE,0,0,0,0.68,0.45
CUST-000488,designed_high,MSB,GB,PA,cash,REMOTE,0,0,0,0.77,0.92
CUST-000489,designed_low,SMB,GB,,lending,FACE_TO_FACE,0,0,0,0.11,0.26
CUST-000490,designed_low,INDIVIDUAL,DE,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.12,0.23
CUST-000491,designed_low,INDIVIDUAL,AU,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.12,0.23
CUST-000492,hard_high,SHELL,US,,wire,REMOTE,0,0,0,0.71,0.73
CUST-000493,designed_medium,TRUST,GB,,trade_finance,REMOTE,0,0,0,0.32,0.49
CUST-000494,designed_medium,SMB,CA,MM,trade_finance,FACE_TO_FACE,0,0,0,0.42,0.58
CUST-000495,designed_high,MSB,NL,PA,cash,REMOTE,0,0,0,0.58,0.77
CUST-000496,designed_medium,CORPORATE,AU,RU,private_banking,REMOTE,0,0,0,0.28,0.43
CUST-000497,designed_medium,CORPORATE,US,RU,private_banking,REMOTE,0,0,0,0.45,0.45
CUST-000498,designed_low,SMB,DE,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.08,0.23
CUST-000499,designed_low,INDIVIDUAL,AU,,retail_deposit,FACE_TO_FACE,0,0,0,0.18,0.06
CUST-000500,designed_low,INDIVIDUAL,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.18,0.21
CUST-000501,designed_low,SMB,GB,,lending,FACE_TO_FACE,0,0,0,0.13,0.04
CUST-000502,designed_low,SMB,US,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.09,0.29
CUST-000503,designed_low,SMB,NL,,retail_deposit,FACE_TO_FACE,0,0,0,0.17,0.08
CUST-000504,designed_high,MSB,NL,AE,crypto|wire,REMOTE,0,0,0,0.51,0.9
CUST-000505,designed_medium,CORPORATE,AU,,wire|trade_finance,REMOTE,0,0,0,0.35,0.56
CUST-000506,hard_high,CORPORATE,US,KP,trade_finance,FACE_TO_FACE,0,0,0,0.58,0.56
CUST-000507,designed_low,SMB,DE,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.13,0.13
CUST-000508,designed_low,SMB,US,,lending,FACE_TO_FACE,0,0,0,0.04,0.09
CUST-000509,designed_low,SMB,GB,,retail_deposit,FACE_TO_FACE,0,0,0,0.0,0.3
CUST-000510,hard_high,NBFI,US,,private_banking,REMOTE,0,1,0,0.62,0.49
CUST-000511,hard_high,NBFI,US,,private_banking,REMOTE,0,1,0,0.59,0.77
CUST-000512,designed_low,INDIVIDUAL,CA,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.08,0.1
CUST-000513,designed_low,INDIVIDUAL,DE,,lending,FACE_TO_FACE,0,0,0,0.2,0.08
CUST-000514,designed_low,SMB,DE,,retail_deposit,FACE_TO_FACE,0,0,0,0.12,0.3
CUST-000515,designed_high,NBFI,DE,RU,crypto|wire,REMOTE,0,0,0,0.77,0.84
CUST-000516,designed_low,INDIVIDUAL,DE,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.04,0.03
CUST-000517,designed_low,SMB,DE,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.15,0.05
CUST-000518,designed_medium,SMB,DE,,wire|trade_finance,FACE_TO_FACE,0,0,0,0.42,0.39
CUST-000519,designed_medium,SMB,NL,PA,private_banking,FACE_TO_FACE,0,0,0,0.34,0.56
CUST-000520,designed_medium,TRUST,CA,,wire,REMOTE,0,0,0,0.36,0.42
CUST-000521,designed_high,MSB,AU,RU,cash,REMOTE,0,0,0,0.62,0.8
CUST-000522,designed_high,NBFI,AU,PA,correspondent,REMOTE,0,0,0,0.73,0.77
CUST-000523,designed_medium,CORPORATE,NL,,private_banking,REMOTE,0,0,0,0.26,0.53
CUST-000524,designed_medium,CORPORATE,US,,private_banking,REMOTE,0,0,0,0.32,0.59
CUST-000525,designed_low,INDIVIDUAL,GB,,retail_deposit,FACE_TO_FACE,0,0,0,0.15,0.29
CUST-000526,designed_high,TRUST,AU,AE,crypto,REMOTE,0,0,0,0.69,0.69
CUST-000527,designed_medium,SMB,NL,,private_banking,REMOTE,0,0,0,0.25,0.55
CUST-000528,designed_low,SMB,US,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.1,0.16
CUST-000529,designed_low,INDIVIDUAL,NL,,lending,FACE_TO_FACE,0,0,0,0.07,0.06
CUST-000530,hard_high,SHELL,US,,wire,FACE_TO_FACE,0,0,1,0.2,0.79
CUST-000531,designed_medium,TRUST,GB,,wire|trade_finance,FACE_TO_FACE,0,0,0,0.31,0.49
