alert_id,customer_id,window_days,total_in,total_out,txn_count,near_threshold_count,distinct_in_cp,distinct_out_cp,passthrough_ratio,same_day,high_risk_geo_fraction,label,category
TMALR-0000257,CUST-000005,30,28650.62,23441.41,15,0,1,1,0.77,1,0.0,0,below_typology
TMALR-0000258,CUST-000009,30,101757.97,72451.75,42,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000259,CUST-000108,30,159586.15,42821.13,74,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000260,CUST-000045,30,22455.9,14970.6,25,0,1,1,0.0,0,0.75,0,documented_context
TMALR-0000261,CUST-000081,30,6510191.62,4340127.75,793,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000262,CUST-000092,30,54456.81,13769.19,53,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000263,CUST-000009,30,98903.07,36450.48,54,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000264,CUST-000002,30,10359.79,6906.53,26,0,1,1,0.0,0,0.71,0,documented_context
TMALR-0000265,CUST-000048,30,1051681.67,860466.82,464,0,1,1,0.67,1,0.0,0,below_typology
TMALR-0000266,CUST-000031,30,158071.09,143239.73,46,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000267,CUST-000094,30,1548454.98,0.0,169,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000268,CUST-000097,30,204376.11,0.0,51,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000269,CUST-000052,30,188538.18,154258.51,57,0,1,1,0.62,1,0.0,0,below_typology
TMALR-0000270,CUST-000049,30,1309327.73,788473.08,223,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000271,CUST-000031,30,364272.42,242848.28,85,0,3,1,0.0,0,0.0,0,below_typology
TMALR-0000272,CUST-000018,30,10439.63,6120.62,7,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000273,CUST-000032,30,9951.67,3942.08,19,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000274,CUST-000017,30,32082.7,21388.47,35,0,4,2,0.0,0,0.0,0,below_typology
TMALR-0000275,CUST-000105,30,64894.25,0.0,35,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000276,CUST-000025,30,603961.93,453663.04,181,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000277,CUST-000077,30,13255.43,8836.95,29,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000278,CUST-000045,30,14520.06,9680.04,42,0,1,1,0.0,0,0.62,0,documented_context
TMALR-0000279,CUST-000098,30,22973.5,6258.54,18,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000280,CUST-000037,30,611672.82,407781.88,432,0,4,1,0.0,0,0.0,0,below_typology
TMALR-0000281,CUST-000084,30,711570.37,423422.14,136,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000282,CUST-000074,30,174250.3,142568.43,117,0,1,1,0.68,1,0.0,0,below_typology
TMALR-0000283,CUST-000046,30,279456.3,231862.38,5,0,1,1,0.83,1,0.0,1,
TMALR-0000284,CUST-000042,30,143735.08,95823.38,69,0,1,1,0.0,0,0.75,0,documented_context
TMALR-0000285,CUST-000096,30,467399.03,0.0,132,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000286,CUST-000095,30,8360.78,4041.08,12,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000287,CUST-000098,30,22572.47,9348.72,14,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000288,CUST-000037,30,863807.83,0.0,618,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000289,CUST-000100,30,16223.36,8933.9,8,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000290,CUST-000040,30,9884.68,6589.79,40,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000291,CUST-000043,30,283181.39,237873.07,7,0,1,1,0.84,1,0.0,1,
TMALR-0000292,CUST-000042,30,422529.82,0.0,72,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000293,CUST-000084,30,736166.89,710822.35,162,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000294,CUST-000049,30,3523927.81,2349285.21,259,0,3,1,0.0,0,0.0,0,below_typology
TMALR-0000295,CUST-000046,30,38344.37,25562.92,14,0,4,2,0.0,0,0.0,0,below_typology
TMALR-0000296,CUST-000075,30,9498.94,6332.63,21,0,3,2,0.0,0,0.0,0,below_typology
TMALR-0000297,CUST-000086,30,4455821.39,2970547.59,82,0,3,1,0.0,0,0.0,0,below_typology
TMALR-0000298,CUST-000049,30,1665825.49,1411285.69,169,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000299,CUST-000088,30,324797.75,0.0,77,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000300,CUST-000040,30,12208.28,5592.64,10,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000301,CUST-000024,30,1797131.4,1470380.24,327,0,1,1,0.72,1,0.0,0,below_typology
TMALR-0000302,CUST-000090,30,68549.69,0.0,11,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000303,CUST-000004,30,20242.49,10368.46,12,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000304,CUST-000098,30,31033.7,20689.13,84,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000305,CUST-000046,30,38577.76,31563.62,16,0,1,1,0.68,1,0.0,0,below_typology
TMALR-0000306,CUST-000094,30,1108667.93,739111.95,198,0,3,2,0.0,0,0.0,0,below_typology
TMALR-0000307,CUST-000011,30,163688.29,18677.33,88,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000308,CUST-000074,30,187598.39,125065.59,157,0,1,1,0.0,0,0.76,0,documented_context
TMALR-0000309,CUST-000100,30,63701.79,0.0,11,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000310,CUST-000021,30,259942.02,173294.68,113,0,4,1,0.0,0,0.0,0,below_typology
TMALR-0000311,CUST-000049,30,4918083.89,3278722.59,427,0,1,1,0.0,0,0.85,0,documented_context
TMALR-0000312,CUST-000031,30,666353.43,393303.75,164,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000313,CUST-000018,30,14986.33,10824.8,7,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000314,CUST-000112,30,15557.93,12729.22,36,0,1,1,0.65,1,0.0,0,below_typology
TMALR-0000315,CUST-000062,30,14804.54,14760.67,18,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000316,CUST-000057,30,38612.27,25741.51,99,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000317,CUST-000054,30,23347.0,12659.29,20,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000318,CUST-000016,30,855698.56,570465.71,184,0,3,1,0.0,0,0.0,0,below_typology
TMALR-0000319,CUST-000057,30,20261.26,13507.5,73,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000320,CUST-000054,30,94993.08,27509.6,56,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000321,CUST-000119,30,191380.2,171080.93,31,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000322,CUST-000078,30,22670.79,15113.86,31,0,1,1,0.0,0,0.66,0,documented_context
TMALR-0000323,CUST-000083,30,10818.71,9649.75,11,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000324,CUST-000066,30,300010.08,245462.79,36,0,1,1,0.67,1,0.0,0,below_typology
TMALR-0000325,CUST-000088,30,260088.09,232194.08,121,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000326,CUST-000040,30,7567.2,5263.42,7,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000327,CUST-000082,30,53033.82,42155.37,48,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000328,CUST-000083,30,563952.36,481626.03,15,0,10,1,0.0,0,0.0,1,
TMALR-0000329,CUST-000012,30,718177.49,619342.35,75,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000330,CUST-000101,30,406177.09,0.0,40,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000331,CUST-000077,30,24890.23,0.0,14,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000332,CUST-000024,30,3186102.16,0.0,253,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000333,CUST-000063,30,13727.36,12605.39,9,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000334,CUST-000046,30,29324.2,0.0,6,3,1,1,0.0,0,0.0,1,
TMALR-0000335,CUST-000087,30,14846.34,8303.88,27,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000336,CUST-000001,30,191905.69,0.0,69,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000337,CUST-000064,30,56614.62,37743.08,13,0,3,1,0.0,0,0.0,0,below_typology
TMALR-0000338,CUST-000065,30,21659.88,5678.3,17,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000339,CUST-000097,30,257846.18,0.0,64,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000340,CUST-000115,30,239824.45,159882.97,316,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000341,CUST-000007,30,4154673.04,3399277.94,116,0,1,1,0.63,1,0.0,0,below_typology
TMALR-0000342,CUST-000017,30,29573.14,0.0,6,3,1,1,0.0,0,0.0,1,
TMALR-0000343,CUST-000092,30,15382.35,10254.9,90,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000344,CUST-000017,30,35055.89,23370.59,18,0,1,1,0.0,0,0.83,0,documented_context
TMALR-0000345,CUST-000091,30,153853.1,69686.16,55,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000346,CUST-000109,30,6678.46,4264.34,11,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000347,CUST-000092,30,33296.47,0.0,32,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000348,CUST-000005,30,15626.49,9786.82,6,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000349,CUST-000070,30,92831.91,25333.73,66,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000350,CUST-000117,30,24969.54,17979.4,10,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000351,CUST-000115,30,282886.83,231452.86,86,0,1,1,0.79,1,0.0,0,below_typology
TMALR-0000352,CUST-000059,30,251467.46,92039.99,58,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000353,CUST-000047,30,396373.97,264249.32,321,0,3,2,0.0,0,0.0,0,below_typology
TMALR-0000354,CUST-000098,30,128006.97,33417.16,61,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000355,CUST-000119,30,150978.15,113942.59,31,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000356,CUST-000042,30,512476.3,159252.41,151,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000357,CUST-000067,30,196122.89,117200.11,91,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000358,CUST-000035,30,8258.99,2378.8,12,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000359,CUST-000043,30,107716.69,71811.12,123,0,1,1,0.0,0,0.75,0,documented_context
TMALR-0000360,CUST-000050,30,108998.36,72665.57,58,0,3,1,0.0,0,0.0,0,below_typology
TMALR-0000361,CUST-000118,30,113617.89,31991.89,31,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000362,CUST-000009,30,110055.84,93437.15,48,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000363,CUST-000057,30,18989.66,11542.61,20,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000364,CUST-000039,30,162940.84,52662.19,50,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000365,CUST-000090,30,15549.02,14814.3,9,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000366,CUST-000031,30,216790.05,133507.88,41,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000367,CUST-000022,30,15862.7,10575.13,34,0,1,1,0.0,0,0.71,0,documented_context
TMALR-0000368,CUST-000059,30,141119.99,50062.49,49,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000369,CUST-000027,30,163458.52,108972.35,104,0,1,1,0.0,0,0.68,0,documented_context
TMALR-0000370,CUST-000074,30,342460.07,0.0,136,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000371,CUST-000082,30,7802.71,6683.3,19,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000372,CUST-000005,30,17728.35,16682.85,11,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000373,CUST-000062,30,22341.76,14894.51,28,0,1,1,0.0,0,0.61,0,documented_context
TMALR-0000374,CUST-000035,30,7945.39,6644.3,10,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000375,CUST-000063,30,52098.87,0.0,12,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000376,CUST-000025,30,174715.24,61654.95,50,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000377,CUST-000002,30,13754.04,9169.36,23,0,4,2,0.0,0,0.0,0,below_typology
TMALR-0000378,CUST-000041,30,11810.96,7873.98,30,0,3,1,0.0,0,0.0,0,below_typology
TMALR-0000379,CUST-000006,30,13970.47,9313.65,25,0,1,1,0.0,0,0.68,0,documented_context
TMALR-0000380,CUST-000020,30,17993.5,7819.94,12,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000381,CUST-000007,30,18160362.02,2497047.14,223,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000382,CUST-000119,30,267250.65,87397.19,26,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000383,CUST-000087,30,29635.58,19757.05,93,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000384,CUST-000018,30,34033.1,22688.73,10,0,4,1,0.0,0,0.0,0,below_typology
TMALR-0000385,CUST-000029,30,121796.02,118917.86,30,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000386,CUST-000103,30,31421.34,20947.56,40,0,3,1,0.0,0,0.0,0,below_typology
TMALR-0000387,CUST-000020,30,49960.47,33306.98,75,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000388,CUST-000084,30,745605.13,660375.57,128,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000389,CUST-000055,30,367870.6,98852.62,124,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000390,CUST-000088,30,548407.57,187232.45,119,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000391,CUST-000044,30,25439.57,16959.72,82,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000392,CUST-000073,30,148119.63,16876.96,51,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000393,CUST-000077,30,195732.06,180050.12,11,0,1,1,0.92,1,0.0,1,
TMALR-0000394,CUST-000028,30,9165.83,6110.55,10,0,1,1,0.0,0,0.77,0,documented_context
TMALR-0000395,CUST-000080,30,289279.49,192852.99,119,0,1,1,0.0,0,0.71,0,documented_context
TMALR-0000396,CUST-000008,30,9613.45,3446.42,12,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000397,CUST-000053,30,12521.62,8347.75,20,0,4,2,0.0,0,0.0,0,below_typology
TMALR-0000398,CUST-000061,30,1722980.95,835585.07,133,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000399,CUST-000102,30,41848.12,27898.75,30,0,4,1,0.0,0,0.0,0,below_typology
TMALR-0000400,CUST-000048,30,340883.62,311524.31,363,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000401,CUST-000078,30,26382.29,10705.27,19,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000402,CUST-000055,30,744545.32,0.0,148,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000403,CUST-000118,30,37425.98,24950.65,12,0,4,1,0.0,0,0.0,0,below_typology
TMALR-0000404,CUST-000070,30,13917.04,11568.45,17,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000405,CUST-000084,30,1071489.65,592059.66,105,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000406,CUST-000010,30,926678.34,617785.56,237,0,4,2,0.0,0,0.0,0,below_typology
TMALR-0000407,CUST-000082,30,8669.45,6938.12,19,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000408,CUST-000033,30,37155.01,24770.01,14,0,3,1,0.0,0,0.0,0,below_typology
TMALR-0000409,CUST-000011,30,47650.34,31766.89,98,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000410,CUST-000007,30,3383367.73,1154888.29,63,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000411,CUST-000060,30,33583.61,22930.02,23,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000412,CUST-000004,30,158014.88,25684.47,64,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000413,CUST-000015,30,532855.88,0.0,98,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000414,CUST-000054,30,14117.4,5909.05,18,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000415,CUST-000076,30,165940.83,48663.36,81,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000416,CUST-000050,30,76754.72,24640.28,36,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000417,CUST-000089,30,20233.13,10573.96,17,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000418,CUST-000075,30,6987.22,1863.53,10,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000419,CUST-000099,30,29650.32,19766.88,57,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000420,CUST-000062,30,22899.73,12774.41,11,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000421,CUST-000087,30,44781.54,29854.36,25,0,3,1,0.0,0,0.0,0,below_typology
TMALR-0000422,CUST-000114,30,43002.49,24702.35,46,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000423,CUST-000115,30,361033.0,240688.67,309,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000424,CUST-000056,30,61008.56,36085.13,31,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000425,CUST-000056,30,9983.96,3378.04,10,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000426,CUST-000105,30,77992.76,17516.83,42,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000427,CUST-000099,30,85275.8,0.0,25,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000428,CUST-000109,30,7155.98,4770.65,49,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000429,CUST-000047,30,269259.67,144008.18,218,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000430,CUST-000047,30,209773.39,121187.67,265,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000431,CUST-000044,30,29498.75,24135.34,41,0,1,1,0.76,1,0.0,0,below_typology
TMALR-0000432,CUST-000006,30,5046.18,2466.62,21,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000433,CUST-000086,30,4231466.49,3462108.95,103,0,1,1,0.6,1,0.0,0,below_typology
TMALR-0000434,CUST-000000,30,144256.21,96170.81,154,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000435,CUST-000077,30,8758.1,6045.04,10,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000436,CUST-000048,30,2257987.72,0.0,426,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000437,CUST-000079,30,1735131.57,1419653.1,224,0,1,1,0.79,1,0.0,0,below_typology
TMALR-0000438,CUST-000068,30,21956.77,14637.85,30,0,1,1,0.0,0,0.65,0,documented_context
TMALR-0000439,CUST-000035,30,12717.78,4050.39,7,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000440,CUST-000038,30,56498.87,23424.0,49,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000441,CUST-000103,30,110104.32,33971.28,84,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000442,CUST-000038,30,16775.64,11183.76,77,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000443,CUST-000090,30,28961.68,0.0,5,3,1,1,0.0,0,0.0,1,
TMALR-0000444,CUST-000100,30,43129.61,28753.07,15,0,4,1,0.0,0,0.0,0,below_typology
TMALR-0000445,CUST-000023,30,57171.6,25888.95,59,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000446,CUST-000116,30,26525.99,17684.0,12,0,3,1,0.0,0,0.0,0,below_typology
TMALR-0000447,CUST-000039,30,228217.83,152145.22,156,0,1,1,0.0,0,0.68,0,documented_context
TMALR-0000448,CUST-000015,30,243637.61,199339.86,115,0,1,1,0.71,1,0.0,0,below_typology
TMALR-0000449,CUST-000024,30,1732317.92,1154878.61,316,0,4,2,0.0,0,0.0,0,below_typology
TMALR-0000450,CUST-000017,30,103200.16,58792.23,79,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000451,CUST-000018,30,86718.61,23572.89,28,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000452,CUST-000022,30,30040.45,20026.97,29,0,4,1,0.0,0,0.0,0,below_typology
TMALR-0000453,CUST-000097,30,55009.24,19775.95,45,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000454,CUST-000054,30,37854.6,25236.4,44,0,3,1,0.0,0,0.0,0,below_typology
TMALR-0000455,CUST-000000,30,197103.26,131402.17,182,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000456,CUST-000000,30,28872.52,0.0,4,3,1,1,0.0,0,0.0,1,
TMALR-0000457,CUST-000049,30,1942652.7,1339772.72,125,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000458,CUST-000058,30,1625531.32,575451.41,508,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000459,CUST-000043,30,443553.14,193670.42,231,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000460,CUST-000103,30,76824.65,53085.56,86,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000461,CUST-000074,30,162069.62,108046.42,82,0,1,1,0.0,0,0.8,0,documented_context
TMALR-0000462,CUST-000081,30,2380815.47,1224186.44,110,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000463,CUST-000078,30,40939.31,27292.87,21,0,1,1,0.0,0,0.59,0,documented_context
TMALR-0000464,CUST-000032,30,5606.8,4663.23,22,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000465,CUST-000084,30,705513.53,369812.34,163,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000466,CUST-000115,30,528179.17,0.0,106,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000467,CUST-000025,30,169461.53,61605.25,76,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000468,CUST-000052,30,78944.27,75297.46,43,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000469,CUST-000042,30,395709.12,387718.53,89,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000470,CUST-000063,30,25380.97,20766.24,10,0,1,1,0.61,1,0.0,0,below_typology
TMALR-0000471,CUST-000082,30,58103.42,6782.79,41,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000472,CUST-000022,30,23133.25,7479.46,20,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000473,CUST-000014,30,40500.93,0.0,26,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000474,CUST-000021,30,194894.51,129929.68,144,0,1,1,0.0,0,0.88,0,documented_context
TMALR-0000475,CUST-000043,30,141847.72,94565.15,75,0,1,1,0.0,0,0.69,0,documented_context
TMALR-0000476,CUST-000049,30,2401798.75,1330753.93,174,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000477,CUST-000016,30,363258.82,338563.22,156,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000478,CUST-000075,30,11246.12,7497.41,23,0,3,2,0.0,0,0.0,0,below_typology
TMALR-0000479,CUST-000110,30,53602.7,0.0,40,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000480,CUST-000052,30,90146.59,83545.99,48,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000481,CUST-000111,30,195602.93,162122.06,9,0,1,1,0.83,1,0.0,1,
TMALR-0000482,CUST-000076,30,188538.23,125692.15,240,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000483,CUST-000044,30,21306.25,14204.17,115,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000484,CUST-000119,30,159990.32,52014.64,44,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000485,CUST-000062,30,17617.94,11781.14,12,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000486,CUST-000048,30,1133164.64,755443.09,387,0,4,2,0.0,0,0.0,0,below_typology
TMALR-0000487,CUST-000040,30,14873.04,12168.85,13,0,1,1,0.6,1,0.0,0,below_typology
TMALR-0000488,CUST-000070,30,6788.65,6086.47,20,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000489,CUST-000065,30,15198.29,6626.46,22,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000490,CUST-000108,30,197591.55,131727.7,110,0,1,1,0.0,0,0.75,0,documented_context
TMALR-0000491,CUST-000084,30,3249879.0,0.0,232,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000492,CUST-000045,30,170600.15,126421.34,9,0,6,1,0.0,0,0.0,1,
TMALR-0000493,CUST-000049,30,2399825.5,1599883.67,330,0,1,1,0.0,0,0.62,0,documented_context
TMALR-0000494,CUST-000058,30,271378.63,215684.32,158,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000495,CUST-000081,30,3714207.8,1774958.53,198,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000496,CUST-000063,30,18143.9,12095.94,12,0,1,1,0.0,0,0.74,0,documented_context
TMALR-0000497,CUST-000107,30,873093.33,130752.59,224,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000498,CUST-000022,30,31763.23,21175.49,25,0,1,1,0.0,0,0.69,0,documented_context
TMALR-0000499,CUST-000064,30,150271.18,74865.68,28,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000500,CUST-000050,30,103645.23,27360.98,34,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000501,CUST-000089,30,40846.15,33419.58,30,0,1,1,0.7,1,0.0,0,below_typology
TMALR-0000502,CUST-000068,30,21710.15,14473.44,20,0,1,1,0.0,0,0.77,0,documented_context
TMALR-0000503,CUST-000086,30,2015519.73,810824.71,83,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000504,CUST-000081,30,5525535.94,3683690.63,220,0,4,2,0.0,0,0.0,0,below_typology
TMALR-0000505,CUST-000068,30,65648.91,12605.13,65,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000506,CUST-000018,30,8466.45,7910.25,6,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000507,CUST-000087,30,110740.36,21763.38,71,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000508,CUST-000003,30,193457.34,128971.56,129,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000509,CUST-000028,30,23797.35,0.0,12,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000510,CUST-000048,30,627762.9,169892.06,370,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000511,CUST-000001,30,140916.48,93944.32,75,0,3,2,0.0,0,0.0,0,below_typology
TMALR-0000512,CUST-000077,30,23877.46,0.0,13,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000513,CUST-000009,30,364778.02,275724.98,130,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000514,CUST-000071,30,24409.98,16273.32,10,0,3,2,0.0,0,0.0,0,below_typology
TMALR-0000515,CUST-000005,30,66751.82,39363.13,18,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000516,CUST-000084,30,1738116.59,1422095.39,264,0,1,1,0.67,1,0.0,0,below_typology
