product_id,stratum,hard_type,client_segment,target_jurisdictions,delivery_channel,asset_settlement_type,novelty_to_firm,third_party_dependency,data_privacy_surface,cash_intensity,anonymity_features,cross_border_reach,model_ai_reliance,involves_custody,sanctions_exposed_asset,new_client_segment,new_geography,anonymity_enhanced_instrument,bearer_negotiable_feature
NPA-000161,designed_medium,,HNW,HK,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.59,0.16,0,0.27,ASSISTIVE,0,0,0,0,0,0
NPA-000162,hard_high,sanctions_geo,RETAIL,US|MM,ONLINE,SECURITIES,EXISTING,REGULATED,0.35,0.3,0,0.08,NONE,0,0,0,0,0,0
NPA-000163,designed_low,,INSTITUTIONAL,AU,ONLINE,SECURITIES,EXISTING,REGULATED,0.09,0.01,0,0.11,NONE,0,0,0,0,0,0
NPA-000164,hard_high,da_custody_novelty,RETAIL,NL,ONLINE,DIGITAL_ASSET,NEW_CAPABILITY,NONE,0.4,0.07,0,0.2,ASSISTIVE,1,0,0,0,0,0
NPA-000165,designed_medium,,HNW,GB,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.6,0.37,0,0.38,ASSISTIVE,0,0,0,0,0,0
NPA-000166,designed_high,,NON_RESIDENT,TR,INTERMEDIATED,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.69,0.56,0,0.85,ASSISTIVE,0,0,0,0,0,0
NPA-000167,designed_high,,NON_RESIDENT,HK,API,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.62,0.41,0,0.64,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000168,hard_high,sanctions_asset,INSTITUTIONAL,NZ,ONLINE,FIAT,ADJACENT,NONE,0.25,0.05,0,0.38,NONE,0,1,0,0,0,0
NPA-000169,designed_medium,,HNW,FR,ONLINE,SECURITIES,ADJACENT,REGULATED,0.27,0.34,0,0.4,NONE,0,0,0,0,0,0
NPA-000170,designed_high,,UNREGULATED_ENTITY,AE,INTERMEDIATED,DERIVATIVES,ADJACENT,UNREGULATED,0.69,0.67,1,0.62,ASSISTIVE,0,0,0,0,0,0
NPA-000171,designed_medium,,RETAIL,HK,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.37,0.19,0,0.5,ASSISTIVE,0,0,0,0,0,0
NPA-000172,designed_high,,UNREGULATED_ENTITY,HK,API,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.63,0.54,1,0.68,ASSISTIVE,0,0,0,0,0,0
NPA-000173,designed_low,,INSTITUTIONAL,DE,ONLINE,SECURITIES,EXISTING,NONE,0.24,0.14,0,0.16,NONE,0,0,0,0,0,0
NPA-000174,hard_high,segment_geo_combo,HNW,GB,BRANCH,FIAT,ADJACENT,REGULATED,0.25,0.09,0,0.01,ASSISTIVE,0,0,1,1,0,0
NPA-000175,prohibited,anonymity_instrument,RETAIL,JP,ONLINE,DIGITAL_ASSET,EXISTING,REGULATED,0.25,0.26,0,0.26,ASSISTIVE,0,0,0,0,1,0
NPA-000176,designed_medium,,RETAIL,TR,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.38,0.27,0,0.4,NONE,0,0,0,0,0,0
NPA-000177,designed_low,,INSTITUTIONAL,AU,BRANCH,SECURITIES,EXISTING,REGULATED,0.07,0.15,0,0.14,NONE,0,0,0,0,0,0
NPA-000178,designed_low,,RETAIL,DE,BRANCH,SECURITIES,EXISTING,REGULATED,0.23,0.11,0,0.04,NONE,0,0,0,0,0,0
NPA-000179,designed_medium,,HNW,US,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.37,0.29,0,0.36,NONE,0,0,0,0,0,0
NPA-000180,designed_low,,INSTITUTIONAL,NL,BRANCH,SECURITIES,EXISTING,REGULATED,0.08,0.12,0,0.11,NONE,0,0,0,0,0,0
NPA-000181,designed_medium,,INSTITUTIONAL,AE,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.29,0.27,0,0.31,NONE,0,0,0,0,0,0
NPA-000182,designed_medium,,INSTITUTIONAL,JP,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.43,0.37,0,0.47,ASSISTIVE,0,0,0,0,0,0
NPA-000183,designed_low,,RETAIL,CA,ONLINE,FIAT,EXISTING,NONE,0.0,0.05,0,0.03,NONE,0,0,0,0,0,0
NPA-000184,designed_medium,,INSTITUTIONAL,FR,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.32,0.25,0,0.43,ASSISTIVE,0,0,0,0,0,0
NPA-000185,designed_low,,RETAIL,SG,ONLINE,SECURITIES,EXISTING,REGULATED,0.09,0.12,0,0.14,NONE,0,0,0,0,0,0
NPA-000186,designed_medium,,HNW,DE,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.45,0.22,0,0.54,ASSISTIVE,0,0,0,0,0,0
NPA-000187,designed_high,,NON_RESIDENT,HK,INTERMEDIATED,DERIVATIVES,ADJACENT,UNREGULATED,0.72,0.72,1,0.62,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000188,hard_high,segment_geo_combo,INSTITUTIONAL,GB,BRANCH,SECURITIES,EXISTING,REGULATED,0.48,0.02,0,0.37,ASSISTIVE,0,0,1,1,0,0
NPA-000189,designed_low,,INSTITUTIONAL,FR,ONLINE,SECURITIES,EXISTING,NONE,0.03,0.11,0,0.05,NONE,0,0,0,0,0,0
NPA-000190,designed_low,,RETAIL,NZ,BRANCH,FIAT,EXISTING,NONE,0.08,0.07,0,0.14,NONE,0,0,0,0,0,0
NPA-000191,designed_low,,RETAIL,DE,ONLINE,SECURITIES,EXISTING,NONE,0.16,0.11,0,0.06,NONE,0,0,0,0,0,0
NPA-000192,designed_low,,RETAIL,AU,ONLINE,FIAT,EXISTING,REGULATED,0.18,0.13,0,0.01,NONE,0,0,0,0,0,0
NPA-000193,hard_high,sanctions_geo,INSTITUTIONAL,NL|VE,BRANCH,SECURITIES,ADJACENT,NONE,0.47,0.29,0,0.37,NONE,0,0,0,0,0,0
NPA-000194,designed_medium,,RETAIL,PA,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.55,0.29,0,0.27,NONE,0,0,0,0,0,0
NPA-000195,designed_low,,INSTITUTIONAL,US,ONLINE,FIAT,EXISTING,NONE,0.18,0.12,0,0.11,NONE,0,0,0,0,0,0
NPA-000196,designed_high,,NON_RESIDENT,HK,INTERMEDIATED,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.66,0.39,0,0.69,ASSISTIVE,0,0,0,0,0,0
NPA-000197,designed_low,,INSTITUTIONAL,NZ,BRANCH,SECURITIES,EXISTING,NONE,0.08,0.11,0,0.0,NONE,0,0,0,0,0,0
NPA-000198,designed_medium,,HNW,GB,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.31,0.36,0,0.52,ASSISTIVE,0,0,0,0,0,0
NPA-000199,designed_medium,,HNW,DE,ONLINE,SECURITIES,ADJACENT,REGULATED,0.42,0.29,0,0.55,ASSISTIVE,0,0,0,0,0,0
NPA-000200,designed_low,,INSTITUTIONAL,FR,ONLINE,FIAT,EXISTING,NONE,0.17,0.09,0,0.16,NONE,0,0,0,0,0,0
NPA-000201,designed_medium,,HNW,JP,ONLINE,SECURITIES,ADJACENT,REGULATED,0.54,0.42,0,0.27,NONE,0,0,0,0,0,0
NPA-000202,designed_low,,INSTITUTIONAL,AU,ONLINE,FIAT,EXISTING,REGULATED,0.15,0.01,0,0.1,NONE,0,0,0,0,0,0
NPA-000203,designed_high,,UNREGULATED_ENTITY,TR,INTERMEDIATED,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.72,0.62,1,0.79,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000204,designed_low,,RETAIL,NZ,ONLINE,FIAT,EXISTING,NONE,0.11,0.11,0,0.11,NONE,0,0,0,0,0,0
NPA-000205,designed_low,,RETAIL,SG,BRANCH,SECURITIES,EXISTING,NONE,0.04,0.02,0,0.13,NONE,0,0,0,0,0,0
NPA-000206,designed_high,,UNREGULATED_ENTITY,PA,INTERMEDIATED,DERIVATIVES,ADJACENT,UNREGULATED,0.65,0.62,0,0.76,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000207,designed_low,,INSTITUTIONAL,FR,BRANCH,FIAT,EXISTING,NONE,0.19,0.15,0,0.09,NONE,0,0,0,0,0,0
NPA-000208,designed_medium,,INSTITUTIONAL,FR,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.37,0.23,0,0.53,NONE,0,0,0,0,0,0
NPA-000209,designed_low,,INSTITUTIONAL,JP,BRANCH,FIAT,EXISTING,NONE,0.02,0.09,0,0.09,NONE,0,0,0,0,0,0
NPA-000210,designed_medium,,RETAIL,AE,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.44,0.38,0,0.47,NONE,0,0,0,0,0,0
NPA-000211,designed_medium,,INSTITUTIONAL,PA,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.56,0.45,0,0.38,ASSISTIVE,0,0,0,0,0,0
NPA-000212,designed_low,,RETAIL,FR,ONLINE,FIAT,EXISTING,REGULATED,0.17,0.08,0,0.01,NONE,0,0,0,0,0,0
NPA-000213,designed_low,,INSTITUTIONAL,FR,BRANCH,SECURITIES,EXISTING,NONE,0.04,0.06,0,0.15,NONE,0,0,0,0,0,0
NPA-000214,designed_medium,,RETAIL,TR,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.39,0.27,0,0.39,ASSISTIVE,0,0,0,0,0,0
NPA-000215,designed_low,,RETAIL,GB,ONLINE,FIAT,EXISTING,NONE,0.21,0.01,0,0.14,NONE,0,0,0,0,0,0
NPA-000216,designed_low,,INSTITUTIONAL,DE,ONLINE,FIAT,EXISTING,NONE,0.05,0.11,0,0.14,NONE,0,0,0,0,0,0
NPA-000217,designed_medium,,INSTITUTIONAL,PA,ONLINE,SECURITIES,ADJACENT,REGULATED,0.58,0.44,0,0.24,ASSISTIVE,0,0,0,0,0,0
NPA-000218,hard_high,da_custody_novelty,HNW,JP,BRANCH,DIGITAL_ASSET,NEW_CAPABILITY,REGULATED,0.39,0.11,0,0.21,ASSISTIVE,1,0,0,0,0,0
NPA-000219,designed_low,,INSTITUTIONAL,SG,BRANCH,SECURITIES,EXISTING,NONE,0.23,0.06,0,0.08,NONE,0,0,0,0,0,0
NPA-000220,designed_medium,,RETAIL,JP,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.58,0.32,0,0.35,NONE,0,0,0,0,0,0
NPA-000221,designed_low,,RETAIL,DE,ONLINE,FIAT,EXISTING,NONE,0.14,0.14,0,0.07,NONE,0,0,0,0,0,0
NPA-000222,designed_high,,UNREGULATED_ENTITY,HK,INTERMEDIATED,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.57,0.64,1,0.57,ASSISTIVE,0,0,0,0,0,0
NPA-000223,designed_medium,,RETAIL,JP,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.54,0.22,0,0.45,NONE,0,0,0,0,0,0
NPA-000224,designed_low,,INSTITUTIONAL,GB,BRANCH,SECURITIES,EXISTING,REGULATED,0.12,0.0,0,0.11,NONE,0,0,0,0,0,0
NPA-000225,designed_low,,INSTITUTIONAL,FR,BRANCH,FIAT,EXISTING,REGULATED,0.2,0.1,0,0.16,NONE,0,0,0,0,0,0
NPA-000226,hard_high,segment_geo_combo,RETAIL,AU,BRANCH,FIAT,EXISTING,REGULATED,0.41,0.08,0,0.16,ASSISTIVE,0,0,1,1,0,0
NPA-000227,designed_medium,,RETAIL,TR,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.6,0.34,0,0.21,ASSISTIVE,0,0,0,0,0,0
NPA-000228,designed_low,,INSTITUTIONAL,CA,ONLINE,FIAT,EXISTING,REGULATED,0.04,0.07,0,0.09,NONE,0,0,0,0,0,0
NPA-000229,designed_high,,NON_RESIDENT,AE,API,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.61,0.72,1,0.86,ASSISTIVE,0,0,0,0,0,0
NPA-000230,designed_low,,INSTITUTIONAL,CA,BRANCH,FIAT,EXISTING,REGULATED,0.21,0.14,0,0.06,NONE,0,0,0,0,0,0
NPA-000231,designed_medium,,HNW,PA,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.5,0.3,0,0.54,NONE,0,0,0,0,0,0
NPA-000232,designed_low,,RETAIL,AU,BRANCH,SECURITIES,EXISTING,NONE,0.01,0.04,0,0.2,NONE,0,0,0,0,0,0
NPA-000233,designed_medium,,INSTITUTIONAL,HK,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.46,0.26,0,0.47,ASSISTIVE,0,0,0,0,0,0
NPA-000234,designed_high,,NON_RESIDENT,AE,INTERMEDIATED,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.78,0.6,1,0.63,ASSISTIVE,0,0,0,0,0,0
NPA-000235,designed_low,,INSTITUTIONAL,SG,BRANCH,SECURITIES,EXISTING,NONE,0.03,0.03,0,0.09,NONE,0,0,0,0,0,0
NPA-000236,designed_medium,,INSTITUTIONAL,US,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.28,0.33,0,0.31,ASSISTIVE,0,0,0,0,0,0
NPA-000237,designed_low,,INSTITUTIONAL,DE,BRANCH,FIAT,EXISTING,REGULATED,0.13,0.1,0,0.03,NONE,0,0,0,0,0,0
NPA-000238,designed_low,,INSTITUTIONAL,SG,BRANCH,FIAT,EXISTING,NONE,0.11,0.06,0,0.1,NONE,0,0,0,0,0,0
NPA-000239,designed_low,,INSTITUTIONAL,NZ,ONLINE,SECURITIES,EXISTING,REGULATED,0.15,0.07,0,0.03,NONE,0,0,0,0,0,0
NPA-000240,designed_low,,INSTITUTIONAL,GB,ONLINE,SECURITIES,EXISTING,NONE,0.11,0.06,0,0.16,NONE,0,0,0,0,0,0
NPA-000241,designed_medium,,HNW,PA,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.36,0.44,0,0.54,ASSISTIVE,0,0,0,0,0,0
NPA-000242,designed_high,,UNREGULATED_ENTITY,TR,INTERMEDIATED,DERIVATIVES,ADJACENT,UNREGULATED,0.83,0.51,0,0.87,ASSISTIVE,0,0,0,0,0,0
NPA-000243,designed_medium,,HNW,AE,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.53,0.4,0,0.22,ASSISTIVE,0,0,0,0,0,0
NPA-000244,designed_medium,,RETAIL,JP,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.3,0.28,0,0.33,ASSISTIVE,0,0,0,0,0,0
NPA-000245,prohibited,prohibited_jurisdiction,INSTITUTIONAL,JP|IR,ONLINE,SECURITIES,EXISTING,REGULATED,0.35,0.24,0,0.24,NONE,0,0,0,0,0,0
NPA-000246,designed_medium,,INSTITUTIONAL,AE,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.29,0.18,0,0.28,NONE,0,0,0,0,0,0
NPA-000247,designed_low,,INSTITUTIONAL,SG,ONLINE,FIAT,EXISTING,NONE,0.25,0.07,0,0.06,NONE,0,0,0,0,0,0
NPA-000248,hard_high,sanctions_geo,RETAIL,AU|MM,BRANCH,SECURITIES,ADJACENT,REGULATED,0.23,0.06,0,0.19,ASSISTIVE,0,0,0,0,0,0
NPA-000249,designed_high,,UNREGULATED_ENTITY,PA,API,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.82,0.4,1,0.76,ASSISTIVE,0,0,0,0,0,0
NPA-000250,hard_high,sanctions_asset,HNW,NZ,BRANCH,FIAT,ADJACENT,REGULATED,0.48,0.07,0,0.16,NONE,0,1,0,0,0,0
NPA-000251,designed_medium,,INSTITUTIONAL,SG,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.4,0.15,0,0.28,ASSISTIVE,0,0,0,0,0,0
NPA-000252,designed_high,,NON_RESIDENT,AE,API,DERIVATIVES,ADJACENT,UNREGULATED,0.58,0.4,1,0.71,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000253,designed_medium,,HNW,AE,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.47,0.39,0,0.45,ASSISTIVE,0,0,0,0,0,0
NPA-000254,hard_high,segment_geo_combo,HNW,AU,BRANCH,SECURITIES,EXISTING,NONE,0.15,0.05,0,0.28,ASSISTIVE,0,0,1,1,0,0
NPA-000255,designed_medium,,HNW,SG,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.44,0.43,0,0.53,NONE,0,0,0,0,0,0
NPA-000256,designed_medium,,INSTITUTIONAL,DE,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.47,0.41,0,0.53,ASSISTIVE,0,0,0,0,0,0
NPA-000257,designed_low,,INSTITUTIONAL,FR,ONLINE,SECURITIES,EXISTING,NONE,0.17,0.06,0,0.17,NONE,0,0,0,0,0,0
NPA-000258,designed_medium,,RETAIL,FR,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.35,0.31,0,0.26,ASSISTIVE,0,0,0,0,0,0
NPA-000259,designed_medium,,INSTITUTIONAL,FR,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.54,0.26,0,0.49,NONE,0,0,0,0,0,0
NPA-000260,designed_high,,UNREGULATED_ENTITY,TR,INTERMEDIATED,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.62,0.75,1,0.61,ASSISTIVE,0,0,0,0,0,0
NPA-000261,designed_low,,RETAIL,NZ,BRANCH,SECURITIES,EXISTING,REGULATED,0.15,0.06,0,0.12,NONE,0,0,0,0,0,0
NPA-000262,designed_high,,NON_RESIDENT,AE,INTERMEDIATED,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.63,0.63,1,0.73,ASSISTIVE,0,0,0,0,0,0
NPA-000263,designed_low,,INSTITUTIONAL,CA,BRANCH,FIAT,EXISTING,REGULATED,0.22,0.04,0,0.14,NONE,0,0,0,0,0,0
NPA-000264,designed_high,,UNREGULATED_ENTITY,HK,API,DERIVATIVES,ADJACENT,UNREGULATED,0.65,0.38,0,0.66,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000265,designed_medium,,INSTITUTIONAL,HK,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.28,0.44,0,0.42,ASSISTIVE,0,0,0,0,0,0
NPA-000266,hard_high,segment_geo_combo,HNW,DE,BRANCH,SECURITIES,EXISTING,REGULATED,0.13,0.25,0,0.14,NONE,0,0,1,1,0,0
NPA-000267,designed_high,,NON_RESIDENT,AE,API,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.55,0.69,1,0.68,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000268,designed_low,,RETAIL,US,BRANCH,SECURITIES,EXISTING,NONE,0.16,0.04,0,0.07,NONE,0,0,0,0,0,0
NPA-000269,hard_high,sanctions_geo,RETAIL,CA|BY,ONLINE,SECURITIES,EXISTING,REGULATED,0.33,0.21,0,0.0,ASSISTIVE,0,0,0,0,0,0
NPA-000270,designed_medium,,HNW,JP,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.37,0.19,0,0.5,NONE,0,0,0,0,0,0
NPA-000271,designed_medium,,RETAIL,SG,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.38,0.24,0,0.33,NONE,0,0,0,0,0,0
NPA-000272,designed_medium,,HNW,GB,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.37,0.21,0,0.46,ASSISTIVE,0,0,0,0,0,0
NPA-000273,designed_medium,,INSTITUTIONAL,GB,ONLINE,SECURITIES,ADJACENT,REGULATED,0.46,0.27,0,0.54,ASSISTIVE,0,0,0,0,0,0
NPA-000274,designed_high,,NON_RESIDENT,PA,API,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.81,0.63,1,0.58,ASSISTIVE,0,0,0,0,0,0
NPA-000275,designed_high,,UNREGULATED_ENTITY,AE,API,DERIVATIVES,ADJACENT,UNREGULATED,0.55,0.55,0,0.71,ASSISTIVE,0,0,0,0,0,0
NPA-000276,prohibited,bearer_feature,INSTITUTIONAL,NL,ONLINE,SECURITIES,ADJACENT,NONE,0.38,0.29,0,0.31,NONE,0,0,0,0,0,1
NPA-000277,designed_low,,INSTITUTIONAL,NZ,BRANCH,FIAT,EXISTING,NONE,0.13,0.09,0,0.1,NONE,0,0,0,0,0,0
NPA-000278,designed_low,,INSTITUTIONAL,AU,ONLINE,FIAT,EXISTING,NONE,0.02,0.01,0,0.18,NONE,0,0,0,0,0,0
NPA-000279,prohibited,prohibited_jurisdiction,RETAIL,FR|KP,ONLINE,SECURITIES,EXISTING,REGULATED,0.35,0.22,0,0.34,NONE,0,0,0,0,0,0
NPA-000280,hard_high,da_custody_novelty,RETAIL,SG,BRANCH,DIGITAL_ASSET,NEW_CAPABILITY,NONE,0.01,0.04,0,0.0,ASSISTIVE,1,0,0,0,0,0
NPA-000281,designed_medium,,HNW,TR,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.52,0.23,0,0.51,NONE,0,0,0,0,0,0
NPA-000282,designed_low,,INSTITUTIONAL,US,ONLINE,FIAT,EXISTING,NONE,0.18,0.09,0,0.02,NONE,0,0,0,0,0,0
NPA-000283,designed_medium,,INSTITUTIONAL,US,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.34,0.18,0,0.4,NONE,0,0,0,0,0,0
NPA-000284,designed_low,,RETAIL,CA,BRANCH,FIAT,EXISTING,NONE,0.12,0.06,0,0.03,NONE,0,0,0,0,0,0
NPA-000285,hard_high,da_custody_novelty,RETAIL,FR,ONLINE,DIGITAL_ASSET,NEW_CAPABILITY,NONE,0.21,0.22,0,0.11,NONE,1,0,0,0,0,0
NPA-000286,designed_low,,RETAIL,NL,BRANCH,FIAT,EXISTING,NONE,0.02,0.07,0,0.06,NONE,0,0,0,0,0,0
NPA-000287,hard_high,segment_geo_combo,INSTITUTIONAL,AU,ONLINE,FIAT,ADJACENT,NONE,0.15,0.24,0,0.3,NONE,0,0,1,1,0,0
NPA-000288,designed_low,,INSTITUTIONAL,NZ,ONLINE,FIAT,EXISTING,NONE,0.0,0.06,0,0.05,NONE,0,0,0,0,0,0
NPA-000289,designed_low,,RETAIL,GB,BRANCH,SECURITIES,EXISTING,REGULATED,0.18,0.02,0,0.11,NONE,0,0,0,0,0,0
NPA-000290,designed_low,,INSTITUTIONAL,CA,BRANCH,SECURITIES,EXISTING,NONE,0.01,0.03,0,0.17,NONE,0,0,0,0,0,0
NPA-000291,designed_low,,INSTITUTIONAL,SG,ONLINE,FIAT,EXISTING,REGULATED,0.02,0.02,0,0.16,NONE,0,0,0,0,0,0
NPA-000292,designed_low,,RETAIL,DE,ONLINE,FIAT,EXISTING,NONE,0.07,0.13,0,0.19,NONE,0,0,0,0,0,0
NPA-000293,designed_low,,INSTITUTIONAL,GB,BRANCH,SECURITIES,EXISTING,NONE,0.02,0.03,0,0.16,NONE,0,0,0,0,0,0
NPA-000294,designed_medium,,RETAIL,TR,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.39,0.31,0,0.54,NONE,0,0,0,0,0,0
NPA-000295,designed_medium,,INSTITUTIONAL,DE,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.36,0.36,0,0.41,NONE,0,0,0,0,0,0
NPA-000296,designed_high,,UNREGULATED_ENTITY,TR,API,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.66,0.37,1,0.6,ASSISTIVE,0,0,0,0,0,0
NPA-000297,designed_low,,INSTITUTIONAL,SG,ONLINE,FIAT,EXISTING,NONE,0.12,0.12,0,0.03,NONE,0,0,0,0,0,0
NPA-000298,designed_low,,RETAIL,NL,BRANCH,SECURITIES,EXISTING,NONE,0.17,0.14,0,0.02,NONE,0,0,0,0,0,0
NPA-000299,designed_medium,,RETAIL,US,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.28,0.4,0,0.48,NONE,0,0,0,0,0,0
NPA-000300,designed_low,,INSTITUTIONAL,CA,BRANCH,SECURITIES,EXISTING,REGULATED,0.1,0.0,0,0.14,NONE,0,0,0,0,0,0
NPA-000301,designed_low,,RETAIL,NL,BRANCH,SECURITIES,EXISTING,NONE,0.22,0.01,0,0.12,NONE,0,0,0,0,0,0
NPA-000302,designed_low,,INSTITUTIONAL,SG,BRANCH,SECURITIES,EXISTING,NONE,0.02,0.06,0,0.08,NONE,0,0,0,0,0,0
NPA-000303,designed_medium,,HNW,AE,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.44,0.3,0,0.52,ASSISTIVE,0,0,0,0,0,0
NPA-000304,designed_low,,RETAIL,CA,BRANCH,FIAT,EXISTING,NONE,0.22,0.12,0,0.01,NONE,0,0,0,0,0,0
NPA-000305,prohibited,prohibited_jurisdiction,HNW,GB|CU,BRANCH,FIAT,EXISTING,NONE,0.33,0.08,0,0.33,NONE,0,0,0,0,0,0
NPA-000306,designed_low,,RETAIL,NL,BRANCH,SECURITIES,EXISTING,REGULATED,0.17,0.14,0,0.01,NONE,0,0,0,0,0,0
NPA-000307,designed_medium,,HNW,FR,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.36,0.3,0,0.23,NONE,0,0,0,0,0,0
NPA-000308,designed_medium,,RETAIL,FR,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.32,0.19,0,0.45,ASSISTIVE,0,0,0,0,0,0
NPA-000309,designed_low,,RETAIL,JP,ONLINE,FIAT,EXISTING,NONE,0.21,0.13,0,0.19,NONE,0,0,0,0,0,0
NPA-000310,designed_low,,INSTITUTIONAL,JP,BRANCH,SECURITIES,EXISTING,NONE,0.08,0.15,0,0.15,NONE,0,0,0,0,0,0
NPA-000311,designed_low,,INSTITUTIONAL,GB,BRANCH,SECURITIES,EXISTING,NONE,0.17,0.12,0,0.08,NONE,0,0,0,0,0,0
NPA-000312,designed_high,,UNREGULATED_ENTITY,TR,API,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.84,0.66,0,0.57,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000313,hard_high,sanctions_geo,HNW,NZ|VE,BRANCH,SECURITIES,EXISTING,REGULATED,0.37,0.07,0,0.39,NONE,0,0,0,0,0,0
NPA-000314,designed_low,,INSTITUTIONAL,NZ,BRANCH,FIAT,EXISTING,NONE,0.06,0.02,0,0.0,NONE,0,0,0,0,0,0
NPA-000315,designed_low,,INSTITUTIONAL,NL,BRANCH,SECURITIES,EXISTING,NONE,0.09,0.06,0,0.17,NONE,0,0,0,0,0,0
NPA-000316,designed_high,,NON_RESIDENT,TR,INTERMEDIATED,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.62,0.48,0,0.53,ASSISTIVE,0,0,0,0,0,0
NPA-000317,hard_high,sanctions_asset,RETAIL,AU,BRANCH,SECURITIES,ADJACENT,NONE,0.22,0.2,0,0.24,ASSISTIVE,0,1,0,0,0,0
NPA-000318,designed_low,,INSTITUTIONAL,NZ,BRANCH,SECURITIES,EXISTING,REGULATED,0.14,0.14,0,0.11,NONE,0,0,0,0,0,0
NPA-000319,designed_medium,,INSTITUTIONAL,GB,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.44,0.3,0,0.22,NONE,0,0,0,0,0,0
NPA-000320,designed_low,,INSTITUTIONAL,JP,BRANCH,FIAT,EXISTING,NONE,0.01,0.03,0,0.06,NONE,0,0,0,0,0,0
NPA-000321,designed_low,,RETAIL,US,BRANCH,SECURITIES,EXISTING,NONE,0.22,0.04,0,0.13,NONE,0,0,0,0,0,0
NPA-000322,designed_low,,INSTITUTIONAL,DE,BRANCH,FIAT,EXISTING,NONE,0.01,0.07,0,0.05,NONE,0,0,0,0,0,0
