address_id,top_category,exposure,hops,amount_fraction,via_breaker,direction,label,fp_category
0x2b6497154633,licensed_exchange,0.0,,0.730657,0,inbound,0,benign_category
0xd62363725424,ransomware,0.0,3,0.633564,1,inbound,0,broken_intermediary
0x58b2fff96acf,merchant_processor,0.0,,0.667152,0,inbound,0,benign_category
0xb7d3dd92dd7c,mining_pool,0.0,,0.468922,0,inbound,0,benign_category
0xd17a7eb6581e,ransomware,0.005871,5,0.03677,0,outbound,0,diluted_distant
0x70e9c2d49b56,darknet_market,0.620263,1,0.932726,0,outbound,1,
0x39f682c42e48,darknet_market,0.007706,1,0.011589,0,inbound,0,de_minimis
0x154dc1bcbe59,high_risk_exchange,0.119834,2,0.407599,0,outbound,0,ambiguous_residual
0x7ebcc0582da5,merchant_processor,0.0,,0.813189,0,outbound,0,benign_category
0xe0cd164484a0,merchant_processor,0.0,,0.538542,0,inbound,0,benign_category
0x54fb6d9c5b50,sanctioned_address,0.005853,6,0.04975,0,inbound,0,diluted_distant
0xa5b52b1ac76c,licensed_exchange,0.0,,0.93697,0,outbound,0,benign_category
0xd2bcc9230c64,mixer,0.007777,5,0.050299,0,inbound,0,diluted_distant
0xa4e9b61df906,ransomware,0.014103,5,0.088326,0,inbound,0,diluted_distant
0xc0166a0aa7d5,sanctioned_address,0.005663,6,0.048132,0,outbound,0,diluted_distant
0xe8cd5e7b72c8,licensed_exchange,0.0,,0.831254,0,outbound,0,benign_category
0xb768b28187c4,ransomware,0.0,3,0.744199,1,inbound,0,broken_intermediary
0x897d7ea5a387,mixer,0.0,3,0.59596,1,outbound,0,broken_intermediary
0x17850c648ca2,sanctioned_address,0.025512,5,0.151796,0,inbound,0,diluted_distant
0xe1f028719b9b,stolen_funds,0.271894,2,0.630551,0,outbound,1,
0x51654d470ed6,sanctioned_address,0.0,3,0.498604,1,outbound,0,broken_intermediary
0x1a832a5fda18,mixer,0.006838,6,0.06318,0,outbound,0,diluted_distant
0x30bbb4258e19,defi_bluechip,0.0,,0.588468,0,inbound,0,benign_category
0x04200260a123,high_risk_exchange,0.142425,2,0.484439,0,outbound,0,ambiguous_residual
0xf49521d63b0f,licensed_exchange,0.0,,0.709673,0,inbound,0,benign_category
0x9937e1887eaf,mixer,0.00553,5,0.035766,0,inbound,0,diluted_distant
0x04569033da65,mixer,0.006342,6,0.058591,0,inbound,0,diluted_distant
0x2c62379d58f9,mining_pool,0.0,,0.878226,0,inbound,0,benign_category
0x7edd23cbe943,merchant_processor,0.0,,0.226299,0,outbound,0,benign_category
0x9a71e03635fc,ransomware,0.005411,1,0.008138,0,inbound,0,de_minimis
0x7a8af4655a21,licensed_exchange,0.0,,0.756191,0,outbound,0,benign_category
0x439351045a16,darknet_market,0.007747,1,0.011649,0,outbound,0,de_minimis
0x088b12af97e4,sanctioned_address,0.384756,2,0.785215,0,inbound,1,
0xd8de6a59c043,mixer,0.005078,1,0.007885,0,outbound,0,de_minimis
0x28754f560ed5,merchant_processor,0.0,,0.648432,0,inbound,0,benign_category
0x21d9a4a5c736,mixer,0.007704,5,0.049825,0,outbound,0,diluted_distant
0xde74ecb4678c,darknet_market,0.008861,1,0.013325,0,inbound,0,de_minimis
0x3d272cf72140,mixer,0.011742,6,0.108485,0,inbound,0,diluted_distant
0x84bcb88416d2,darknet_market,0.019145,5,0.119905,0,inbound,0,diluted_distant
0xab860783e43c,licensed_exchange,0.0,,0.576566,0,outbound,0,benign_category
0x1c625c311464,defi_bluechip,0.0,,0.758058,0,outbound,0,benign_category
0x74f11d8680cb,stolen_funds,0.213581,2,0.495318,0,inbound,1,
0x5ba0266bf2ea,high_risk_exchange,0.166842,2,0.567491,0,inbound,0,ambiguous_residual
0x72f36b5bc975,high_risk_exchange,0.134983,2,0.459126,0,outbound,0,ambiguous_residual
0x27e0d3748a11,sanctioned_address,0.008054,5,0.047922,0,outbound,0,diluted_distant
0x234a66a302d6,darknet_market,0.002141,6,0.019158,0,outbound,0,diluted_distant
0x041474ed5145,darknet_market,0.009545,1,0.014354,0,outbound,0,de_minimis
0xed873e19fc1d,mixer,0.00918,1,0.014254,0,outbound,0,de_minimis
0x7d81cbc4ec0e,mixer,0.371759,2,0.824664,0,inbound,1,
0x00bf55c3b2db,sanctioned_address,0.013732,5,0.081702,0,outbound,0,diluted_distant
0xd6f23cf88d20,high_risk_exchange,0.122549,2,0.416835,0,outbound,0,ambiguous_residual
0x2fa147a2a10b,high_risk_exchange,0.149694,2,0.509163,0,inbound,0,ambiguous_residual
0xeabb5f5ba255,ransomware,0.003357,1,0.005048,0,inbound,0,de_minimis
0x1fe3915cb31b,merchant_processor,0.0,,0.80608,0,outbound,0,benign_category
0xa2d853853918,defi_bluechip,0.0,,0.872978,0,outbound,0,benign_category
0x37cb95af6d0c,darknet_market,0.0,3,0.515132,1,inbound,0,broken_intermediary
0xb771893259f3,sanctioned_address,0.0,3,0.377314,1,inbound,0,broken_intermediary
0x14a69a72083c,sanctioned_address,0.0,3,0.676349,1,inbound,0,broken_intermediary
0xb623f7e9101d,darknet_market,0.005308,5,0.033242,0,outbound,0,diluted_distant
0x307f3ff6579e,sanctioned_address,0.005933,5,0.035299,0,outbound,0,diluted_distant
0x42ed38e7e019,sanctioned_address,0.0,3,0.604596,1,inbound,0,broken_intermediary
0x2664d010318a,mining_pool,0.0,,0.632193,0,inbound,0,benign_category
0xa9c0cf133b65,mixer,0.398061,2,0.883011,0,inbound,1,
0xfe04651ea252,darknet_market,0.0,3,0.428114,1,inbound,0,broken_intermediary
0x8cca2fe922aa,defi_bluechip,0.0,,0.347854,0,outbound,0,benign_category
0xf5438cf9eea9,ransomware,0.0,3,0.421646,1,inbound,0,broken_intermediary
0x7f90869bc00f,darknet_market,0.005696,6,0.050967,0,inbound,0,diluted_distant
0xb0257c13f47a,merchant_processor,0.0,,0.309817,0,outbound,0,benign_category
0x8fd6c74e48ff,darknet_market,0.0,3,0.709042,1,inbound,0,broken_intermediary
0x772cffe62994,darknet_market,0.007629,1,0.011472,0,inbound,0,de_minimis
0x1ca0bcaff931,high_risk_exchange,0.139939,2,0.475984,0,inbound,0,ambiguous_residual
0x5a292c78644f,darknet_market,0.017237,5,0.107955,0,inbound,0,diluted_distant
0x6060f2c84743,licensed_exchange,0.0,,0.619659,0,outbound,0,benign_category
0x70079a069295,defi_bluechip,0.0,,0.719266,0,inbound,0,benign_category
0xa5adde4379cb,mixer,0.607873,1,0.943902,0,inbound,1,
0xbad2dc54d59b,high_risk_exchange,0.140464,2,0.477767,0,inbound,0,ambiguous_residual
0xac5119dd3e8c,high_risk_exchange,0.16618,2,0.565238,0,outbound,0,ambiguous_residual
0x593151397c06,mixer,0.005988,1,0.009297,0,outbound,0,de_minimis
0x41334b657bcc,high_risk_exchange,0.183841,2,0.62531,0,inbound,0,ambiguous_residual
0x5d39084a3c4b,high_risk_exchange,0.127974,2,0.435285,0,outbound,0,ambiguous_residual
0x354d90c7e6ac,mixer,0.012354,6,0.11414,0,outbound,0,diluted_distant
0xabe7e2fbb984,sanctioned_address,0.34874,2,0.711715,0,outbound,1,
0x18a60053f649,mixer,0.0,3,0.781581,1,outbound,0,broken_intermediary
0xb3d460f34ebc,mixer,0.0,3,0.406316,1,outbound,0,broken_intermediary
0x111bd883e3f8,sanctioned_address,0.600675,1,0.858107,0,outbound,1,
0xc03ce34f76b4,sanctioned_address,0.006112,1,0.008731,0,inbound,0,de_minimis
0xf729e4aa786d,ransomware,0.004123,1,0.006199,0,inbound,0,de_minimis
0xa98519ec0829,darknet_market,0.0,3,0.64755,1,inbound,0,broken_intermediary
0x799f4c2272f3,ransomware,0.538162,1,0.809266,0,inbound,1,
0xdaef00fa0eb4,ransomware,0.006035,5,0.037801,0,inbound,0,diluted_distant
0x577734fadee1,sanctioned_address,0.0,3,0.469257,1,outbound,0,broken_intermediary
0xf11f65c06b93,mining_pool,0.0,,0.729857,0,outbound,0,benign_category
0xbd2261a66444,mining_pool,0.0,,0.461292,0,inbound,0,benign_category
0x4d600fc79913,ransomware,0.0,3,0.837699,1,inbound,0,broken_intermediary
0x747c96f84ff7,ransomware,0.00602,6,0.053866,0,inbound,0,diluted_distant
0xf3d83c53090e,high_risk_exchange,0.164747,2,0.560365,0,outbound,0,ambiguous_residual
0x4b7e9eca381b,mixer,0.0,3,0.838672,1,inbound,0,broken_intermediary
0x62accef74829,ransomware,0.644741,1,0.969536,0,inbound,1,
0x4bb6a091e5b4,sanctioned_address,0.010807,5,0.0643,0,outbound,0,diluted_distant
0x0654df9b7c1f,licensed_exchange,0.0,,0.796939,0,outbound,0,benign_category
0x873c693016ea,ransomware,0.003009,1,0.004525,0,outbound,0,de_minimis
0xce5246818a88,ransomware,0.010404,5,0.065161,0,inbound,0,diluted_distant
0xa9b9e1035e1c,darknet_market,0.300487,2,0.645515,0,inbound,1,
0x9f344d950273,sanctioned_address,0.006824,5,0.040602,0,outbound,0,diluted_distant
0xa448d3692867,sanctioned_address,0.004642,1,0.006631,0,outbound,0,de_minimis
0xd078d2efa93b,sanctioned_address,0.005979,5,0.035572,0,outbound,0,diluted_distant
0x457367443fb8,mixer,0.007775,5,0.050282,0,inbound,0,diluted_distant
0x19e274d9d1f5,mining_pool,0.0,,0.403468,0,outbound,0,benign_category
0x3f6cec4e8cbb,ransomware,0.004313,1,0.006486,0,inbound,0,de_minimis
0xf2fcded7d3ef,darknet_market,0.008561,5,0.05362,0,outbound,0,diluted_distant
0x196b62f5f7c2,mixer,0.015282,5,0.098832,0,inbound,0,diluted_distant
0x69d8ad7d6f81,sanctioned_address,0.007446,1,0.010637,0,outbound,0,de_minimis
0x0455cd0579e2,darknet_market,0.004469,6,0.039983,0,inbound,0,diluted_distant
0xeb0159450186,ransomware,0.0,3,0.605757,1,outbound,0,broken_intermediary
0xbf9bd6e18109,licensed_exchange,0.0,,0.894777,0,outbound,0,benign_category
0xa678a3fe0479,darknet_market,0.006676,5,0.041814,0,outbound,0,diluted_distant
0x7b08c3f62136,ransomware,0.007408,6,0.066277,0,inbound,0,diluted_distant
0x0d08b8a60402,mining_pool,0.0,,0.541543,0,outbound,0,benign_category
0xafb3309e47ba,ransomware,0.0111,1,0.016691,0,inbound,0,de_minimis
0xb78cabff9286,mixer,0.002128,6,0.019662,0,outbound,0,diluted_distant
0x71cb16dc5a6e,ransomware,0.004012,6,0.035892,0,outbound,0,diluted_distant
0x968d95e7f614,sanctioned_address,0.0,3,0.547454,1,outbound,0,broken_intermediary
0xc36aae423568,mixer,0.025705,5,0.166241,0,outbound,0,diluted_distant
0xd18157b936b0,mixer,0.011777,5,0.076164,0,outbound,0,diluted_distant
0xa0772d445af8,mixer,0.568799,1,0.883228,0,inbound,1,
0x42411689e0b8,ransomware,0.0,3,0.504034,1,outbound,0,broken_intermediary
0x092c30c9a2be,merchant_processor,0.0,,0.416187,0,inbound,0,benign_category
0x9cbb96b31f4a,merchant_processor,0.0,,0.730582,0,inbound,0,benign_category
0xde09567c5d44,high_risk_exchange,0.137817,2,0.468766,0,inbound,0,ambiguous_residual
0x546b303cb04b,mixer,0.595567,1,0.924793,0,outbound,1,
0x3f0f2b429596,ransomware,0.008765,6,0.078426,0,outbound,0,diluted_distant
0x18e09f85c2dd,sanctioned_address,0.003273,1,0.004675,0,inbound,0,de_minimis
0xd5631da466fe,ransomware,0.009194,1,0.013826,0,outbound,0,de_minimis
0x9a2b0261c87a,darknet_market,0.010824,5,0.067794,0,outbound,0,diluted_distant
0x35b7e60c1638,ransomware,0.014841,5,0.092951,0,inbound,0,diluted_distant
0x86a7c72850c1,mixer,0.0,3,0.357686,1,inbound,0,broken_intermediary
0xf619eee13cae,licensed_exchange,0.0,,0.892331,0,outbound,0,benign_category
0xfcfbab450578,sanctioned_address,0.024608,5,0.146418,0,inbound,0,diluted_distant
0x765aa4f34185,ransomware,0.0,3,0.361736,1,outbound,0,broken_intermediary
0x5972d02c75f9,darknet_market,0.0,3,0.524579,1,inbound,0,broken_intermediary
0x30a31dabb10a,mixer,0.334016,2,0.740942,0,inbound,1,
0x895f9f2ebefc,sanctioned_address,0.0,3,0.512373,1,inbound,0,broken_intermediary
0xe9bff659f188,ransomware,0.006973,6,0.062386,0,outbound,0,diluted_distant
0x5564cc0243c6,mixer,0.010432,5,0.06747,0,inbound,0,diluted_distant
0xf721973b6977,darknet_market,0.0,3,0.6203,1,outbound,0,broken_intermediary
0x42e5e44a913a,mining_pool,0.0,,0.379567,0,outbound,0,benign_category
0x06545071e5f0,darknet_market,0.011087,5,0.069438,0,inbound,0,diluted_distant
0x7f45ba05dd0f,ransomware,0.021206,5,0.132817,0,outbound,0,diluted_distant
0x05f60df80b89,ransomware,0.0,3,0.771988,1,inbound,0,broken_intermediary
0xa42a7ddca413,defi_bluechip,0.0,,0.561845,0,inbound,0,benign_category
0x285c3c28f5dc,sanctioned_address,0.011195,1,0.015992,0,outbound,0,de_minimis
0xa1d272730e7b,sanctioned_address,0.011097,5,0.066026,0,inbound,0,diluted_distant
0x00168c91bd13,high_risk_exchange,0.158721,2,0.539868,0,inbound,0,ambiguous_residual
0x69e88ff50701,sanctioned_address,0.0,3,0.739124,1,outbound,0,broken_intermediary
0xe8aed8253010,ransomware,0.009332,1,0.014033,0,outbound,0,de_minimis
0x3a6173d92ace,merchant_processor,0.0,,0.792918,0,inbound,0,benign_category
0xbf6e85a0d089,mixer,0.301776,2,0.669424,0,inbound,1,
0x644f9c60c81b,mixer,0.009353,6,0.086413,0,inbound,0,diluted_distant
0x372d5682d038,fraud_proceeds,0.232339,2,0.592703,0,outbound,1,
0xea2e735444fb,licensed_exchange,0.0,,0.797521,0,inbound,0,benign_category
0x58e8941c23fa,darknet_market,0.007353,1,0.011058,0,inbound,0,de_minimis
0xd65b6279403c,high_risk_exchange,0.18567,2,0.63153,0,inbound,0,ambiguous_residual
0x46bf2224a806,high_risk_exchange,0.149131,2,0.507247,0,outbound,0,ambiguous_residual
0x66da37a3c30a,darknet_market,0.0,3,0.80513,1,inbound,0,broken_intermediary
0xa50fa30a6658,ransomware,0.008937,1,0.013439,0,inbound,0,de_minimis
0x926588addab1,sanctioned_address,0.006533,1,0.009332,0,outbound,0,de_minimis
0x66590e7da698,merchant_processor,0.0,,0.32523,0,outbound,0,benign_category
0x1fc2d6e1ba00,darknet_market,0.010239,1,0.015396,0,outbound,0,de_minimis
0x72d8dd664071,darknet_market,0.024133,5,0.151145,0,outbound,0,diluted_distant
0xd5486336c815,merchant_processor,0.0,,0.817197,0,outbound,0,benign_category
0xe2d9dec00f3a,darknet_market,0.019283,5,0.120772,0,inbound,0,diluted_distant
0x6312f6dbb2b6,high_risk_exchange,0.117953,2,0.401201,0,outbound,0,ambiguous_residual
0x58fbf664c720,darknet_market,0.0,3,0.393054,1,inbound,0,broken_intermediary
0x02e34148bd11,high_risk_exchange,0.11565,2,0.393366,0,outbound,0,ambiguous_residual
0xa52fedba9484,darknet_market,0.007227,1,0.010868,0,inbound,0,de_minimis
0x25505bab7f4a,high_risk_exchange,0.149758,2,0.509381,0,outbound,0,ambiguous_residual
0xd4f428cc812a,defi_bluechip,0.0,,0.367307,0,outbound,0,benign_category
0x964f5c5d3f1b,ransomware,0.011939,1,0.017953,0,inbound,0,de_minimis
0x3abc0240f59a,high_risk_exchange,0.156873,2,0.533581,0,outbound,0,ambiguous_residual
0x7cd69f027cbf,sanctioned_address,0.0,3,0.50525,1,inbound,0,broken_intermediary
0x0ca648677b30,ransomware,0.003068,1,0.004614,0,outbound,0,de_minimis
0xa40031487df8,licensed_exchange,0.0,,0.241706,0,inbound,0,benign_category
0x6d25c6097cd8,mining_pool,0.0,,0.695186,0,outbound,0,benign_category
0x4eb8afa08cbe,sanctioned_address,0.0,3,0.370629,1,inbound,0,broken_intermediary
0x748dd255a4de,ransomware,0.0,3,0.528016,1,outbound,0,broken_intermediary
0xc76c0452f779,sanctioned_address,0.010208,1,0.014583,0,inbound,0,de_minimis
0x174d95ea6825,darknet_market,0.009986,1,0.015016,0,inbound,0,de_minimis
0x9023162534ca,sanctioned_address,0.002645,6,0.022484,0,outbound,0,diluted_distant
0x45d338491ecc,darknet_market,0.008763,5,0.054882,0,outbound,0,diluted_distant
0xbf0aa5df6f85,sanctioned_address,0.003209,1,0.004585,0,inbound,0,de_minimis
0x9c0015cadfaf,high_risk_exchange,0.136704,2,0.464978,0,inbound,0,ambiguous_residual
0x48ef8336a758,darknet_market,0.004469,1,0.006721,0,inbound,0,de_minimis
0x1bd8da2d2156,licensed_exchange,0.0,,0.402426,0,outbound,0,benign_category
0xb6da54b2a582,merchant_processor,0.0,,0.243477,0,inbound,0,benign_category
0xa2b431891f48,darknet_market,0.009116,1,0.013708,0,outbound,0,de_minimis
0xba9e911ddc79,merchant_processor,0.0,,0.874981,0,outbound,0,benign_category
0xdf4ba40dfea5,merchant_processor,0.0,,0.580639,0,outbound,0,benign_category
0xf9544e336644,darknet_market,0.010655,1,0.016022,0,inbound,0,de_minimis
0x649289e2df24,sanctioned_address,0.011543,1,0.016489,0,outbound,0,de_minimis
0x0ff8a1b24627,licensed_exchange,0.0,,0.330248,0,outbound,0,benign_category
0xf1b78a284792,merchant_processor,0.0,,0.762645,0,inbound,0,benign_category
0x2e5d82aa5c46,defi_bluechip,0.0,,0.591554,0,outbound,0,benign_category
0xe47723ef5561,high_risk_exchange,0.160427,2,0.545669,0,inbound,0,ambiguous_residual
0x4adaf7bd8499,mining_pool,0.0,,0.622001,0,outbound,0,benign_category
0x77d15e934de0,darknet_market,0.006273,1,0.009433,0,inbound,0,de_minimis
0xe8c7eafb9f20,stolen_funds,0.145271,3,0.481286,0,inbound,1,
0xc0d92c816bf0,sanctioned_address,0.007863,1,0.011233,0,outbound,0,de_minimis
0x721fe8410a39,ransomware,0.010802,6,0.09665,0,outbound,0,diluted_distant
0x4726e1ccff0d,merchant_processor,0.0,,0.652584,0,outbound,0,benign_category
0xb97528489240,darknet_market,0.0,3,0.68162,1,inbound,0,broken_intermediary
0xf5427a9398bb,ransomware,0.002869,1,0.004314,0,inbound,0,de_minimis
0x417a0b0b81de,mixer,0.00308,1,0.004783,0,inbound,0,de_minimis
0xcf97f54f1b92,darknet_market,0.007559,5,0.047345,0,inbound,0,diluted_distant
0x57547b4e9ecd,mixer,0.008195,1,0.012725,0,inbound,0,de_minimis
0x876f82c41c54,ransomware,0.0,3,0.612248,1,inbound,0,broken_intermediary
0x75aa119fb03e,defi_bluechip,0.0,,0.731085,0,outbound,0,benign_category
0x5ad718a70609,sanctioned_address,0.003713,1,0.005305,0,outbound,0,de_minimis
0x42baa8cdf44d,ransomware,0.004001,6,0.035794,0,inbound,0,diluted_distant
0xdba087a20e22,ransomware,0.005923,1,0.008907,0,inbound,0,de_minimis
0x3207937ca77c,mixer,0.0,3,0.797943,1,outbound,0,broken_intermediary
0x9108157511ad,licensed_exchange,0.0,,0.479845,0,outbound,0,benign_category
0x03ae850f1cdc,darknet_market,0.003933,6,0.035192,0,outbound,0,diluted_distant
0xda26279f91ab,darknet_market,0.008357,1,0.012566,0,outbound,0,de_minimis
0xd3923425449c,ransomware,0.005023,1,0.007553,0,outbound,0,de_minimis
0xcbd7b49b4b72,mixer,0.006602,1,0.010252,0,inbound,0,de_minimis
0x3357296b67bf,sanctioned_address,0.010826,5,0.064412,0,inbound,0,diluted_distant
0x02b5a2c8cf62,ransomware,0.0,3,0.376422,1,inbound,0,broken_intermediary
0x718b4359ff43,mining_pool,0.0,,0.664042,0,outbound,0,benign_category
0x92ac85609e8a,ransomware,0.001792,6,0.016031,0,inbound,0,diluted_distant
0x926f84a5b18b,mixer,0.588992,1,0.914584,0,inbound,1,
0x7a7f5c17ebb5,merchant_processor,0.0,,0.523589,0,inbound,0,benign_category
0xcf9765281970,sanctioned_address,0.014186,5,0.084403,0,inbound,0,diluted_distant
0xb239953b0f1f,defi_bluechip,0.0,,0.856365,0,outbound,0,benign_category
0x0261932d1648,sanctioned_address,0.007731,1,0.011044,0,outbound,0,de_minimis
0xeaeec68da4b2,ransomware,0.008151,5,0.051048,0,outbound,0,diluted_distant
0x75b9b38046ef,sanctioned_address,0.0,3,0.670392,1,outbound,0,broken_intermediary
0x7f1b436ae2bb,darknet_market,0.013586,5,0.085092,0,outbound,0,diluted_distant
0xf3ff2db13deb,high_risk_exchange,0.13136,2,0.446804,0,outbound,0,ambiguous_residual
0x615de8f10194,defi_bluechip,0.0,,0.452085,0,outbound,0,benign_category
0xb6499e5c5dcd,licensed_exchange,0.0,,0.81615,0,inbound,0,benign_category
0x15a3f53f091e,darknet_market,0.0,3,0.556835,1,outbound,0,broken_intermediary
0xcbb647bf8db7,mining_pool,0.0,,0.862816,0,inbound,0,benign_category
0xc99558e7edf8,mining_pool,0.0,,0.707657,0,inbound,0,benign_category
0xc24435f3de4a,darknet_market,0.004402,1,0.00662,0,inbound,0,de_minimis
0x796a434a130e,darknet_market,0.004372,1,0.006575,0,outbound,0,de_minimis
0x6bca6c878546,ransomware,0.0,3,0.456368,1,outbound,0,broken_intermediary
0x6462618192de,ransomware,0.007019,5,0.043962,0,inbound,0,diluted_distant
0x44d97fe5a4b6,sanctioned_address,0.0,3,0.511233,1,outbound,0,broken_intermediary
0x53a1b0c77002,licensed_exchange,0.0,,0.740645,0,inbound,0,benign_category
0xb8d042803aa0,high_risk_exchange,0.130558,2,0.444074,0,outbound,0,ambiguous_residual
0xd2d20513eda8,mixer,0.025231,5,0.163176,0,inbound,0,diluted_distant
0xb5d048dc1e26,ransomware,0.010942,1,0.016455,0,outbound,0,de_minimis
0xed7049599bed,darknet_market,0.006587,1,0.009905,0,inbound,0,de_minimis
0x2487e835f080,merchant_processor,0.0,,0.345911,0,inbound,0,benign_category
0xca79a5076897,darknet_market,0.004379,6,0.039184,0,outbound,0,diluted_distant
0x400505e9f407,high_risk_exchange,0.163671,2,0.556703,0,inbound,0,ambiguous_residual
0x6bd0147f1f67,mining_pool,0.0,,0.236992,0,inbound,0,benign_category
0xcb45c55be95d,sanctioned_address,0.009217,1,0.013168,0,inbound,0,de_minimis
0xc799e2ae3f87,ransomware,0.006445,5,0.040363,0,outbound,0,diluted_distant
0x5759d6a919e8,darknet_market,0.360011,2,0.773385,0,inbound,1,
0x8b79ef52d36e,high_risk_exchange,0.151172,2,0.514192,0,outbound,0,ambiguous_residual
0x9e8b88a613b4,licensed_exchange,0.0,,0.500916,0,outbound,0,benign_category
0x85056986305a,defi_bluechip,0.0,,0.490514,0,inbound,0,benign_category
0x044288fc3da1,sanctioned_address,0.0,3,0.708461,1,outbound,0,broken_intermediary
0x95f9cc476b72,mixer,0.006288,1,0.009764,0,inbound,0,de_minimis
0xdfcc8f807d8b,ransomware,0.0029,6,0.025951,0,outbound,0,diluted_distant
0xd82f144716cc,darknet_market,0.006968,6,0.06234,0,inbound,0,diluted_distant
0xd36844d18524,merchant_processor,0.0,,0.822912,0,inbound,0,benign_category
0xe7d19e2383d0,darknet_market,0.002841,1,0.004272,0,outbound,0,de_minimis
0x0b5488f3d7ea,mixer,0.0,3,0.678686,1,inbound,0,broken_intermediary
0x0433ba23b07a,defi_bluechip,0.0,,0.558136,0,inbound,0,benign_category
0xed685f13e10b,mixer,0.008018,5,0.051857,0,inbound,0,diluted_distant
0x248c6475c0ee,high_risk_exchange,0.13002,2,0.442244,0,outbound,0,ambiguous_residual
0x3e71033ac4d6,high_risk_exchange,0.129814,2,0.441546,0,inbound,0,ambiguous_residual
0x1128fe99df69,mixer,0.004029,6,0.03722,0,inbound,0,diluted_distant
0x9fccf6121d2c,sanctioned_address,0.005286,6,0.044932,0,outbound,0,diluted_distant
0x65bf4c7f03bb,mixer,0.007585,5,0.049057,0,outbound,0,diluted_distant
0xa6266f2537ce,licensed_exchange,0.0,,0.767727,0,inbound,0,benign_category
0x4f5b98a15e4f,mining_pool,0.0,,0.840081,0,outbound,0,benign_category
0x1e9a0f5f9707,sanctioned_address,0.012806,5,0.076197,0,outbound,0,diluted_distant
0xe09fe44cbd41,mixer,0.409225,2,0.907776,0,inbound,1,
0xfaedb271115b,darknet_market,0.009479,1,0.014254,0,inbound,0,de_minimis
0x52188df50b01,darknet_market,0.0,3,0.583023,1,inbound,0,broken_intermediary
0x005e743e8531,high_risk_exchange,0.15734,2,0.535169,0,outbound,0,ambiguous_residual
0x7a429ec5405d,ransomware,0.004428,1,0.006658,0,outbound,0,de_minimis
0xfebeaee7c7a5,darknet_market,0.0,3,0.385218,1,inbound,0,broken_intermediary
0x16691111ee29,licensed_exchange,0.0,,0.444977,0,inbound,0,benign_category
0x830a971df5fd,sanctioned_address,0.002928,1,0.004183,0,inbound,0,de_minimis
0x6adfebc8f6b7,ransomware,0.009793,5,0.061331,0,outbound,0,diluted_distant
0xd4f7e3f342a8,merchant_processor,0.0,,0.231734,0,outbound,0,benign_category
0x27e74dccb05d,defi_bluechip,0.0,,0.396848,0,inbound,0,benign_category
0x7f5da8290f3c,sanctioned_address,0.01031,1,0.014728,0,inbound,0,de_minimis
0xb7469399ad15,sanctioned_address,0.0,3,0.408027,1,outbound,0,broken_intermediary
0xd31e5f290290,mixer,0.0,3,0.59437,1,outbound,0,broken_intermediary
0xc00836c3fe85,ransomware,0.0,3,0.343072,1,outbound,0,broken_intermediary
0x9a8ae3ec4f6a,merchant_processor,0.0,,0.870033,0,inbound,0,benign_category
0x8d4ad284b528,mixer,0.0,3,0.396421,1,inbound,0,broken_intermediary
0x7fed95082801,ransomware,0.0,3,0.597514,1,inbound,0,broken_intermediary
0x58867b874b4a,sanctioned_address,0.002009,6,0.01708,0,outbound,0,diluted_distant
0x282e61ad018a,ransomware,0.0,3,0.519971,1,inbound,0,broken_intermediary
0x3db7de2a2ddf,sanctioned_address,0.00209,6,0.017768,0,inbound,0,diluted_distant
0x1515863dfcd6,defi_bluechip,0.0,,0.617682,0,outbound,0,benign_category
0x2e1f8135f15a,mixer,0.00908,5,0.058723,0,inbound,0,diluted_distant
0x193fbeccf760,ransomware,0.0,3,0.713214,1,outbound,0,broken_intermediary
0xf63b2286e3f8,mixer,0.007635,1,0.011856,0,inbound,0,de_minimis
0x7e1386351a54,darknet_market,0.006218,5,0.038945,0,inbound,0,diluted_distant
0xd8da69e08370,sanctioned_address,0.0,3,0.710736,1,outbound,0,broken_intermediary
0xe269cd840a47,high_risk_exchange,0.128855,2,0.438281,0,inbound,0,ambiguous_residual
0xbf65af73b3cf,sanctioned_address,0.008352,5,0.049696,0,inbound,0,diluted_distant
0x070849a5baeb,mining_pool,0.0,,0.369618,0,outbound,0,benign_category
0x6c7a89bab9c8,ransomware,0.017012,5,0.10655,0,inbound,0,diluted_distant
0x096aab132032,sanctioned_address,0.00273,6,0.023204,0,outbound,0,diluted_distant
0x66c148b51c88,stolen_funds,0.202626,2,0.469913,0,outbound,1,
0xb86ea8fc5690,fraud_proceeds,0.075656,3,0.275713,0,inbound,1,
0xf82550c1b8f7,ransomware,0.00788,1,0.01185,0,inbound,0,de_minimis
0x0b00b6646199,darknet_market,0.007221,1,0.010859,0,inbound,0,de_minimis
0x5062be9063fb,darknet_market,0.0,3,0.437334,1,inbound,0,broken_intermediary
0x8d3f80520405,sanctioned_address,0.003087,6,0.026238,0,inbound,0,diluted_distant
0x2cf323238416,mixer,0.002934,6,0.027104,0,outbound,0,diluted_distant
0xda59271a919f,mixer,0.0,3,0.424732,1,outbound,0,broken_intermediary
0x6795ccd3af7c,mixer,0.01264,6,0.116782,0,inbound,0,diluted_distant
0x50ebeac7dc2e,sanctioned_address,0.004605,1,0.006578,0,outbound,0,de_minimis
0xd3fdf90fb6e4,darknet_market,0.019371,5,0.121319,0,outbound,0,diluted_distant
0x43591b555f6d,fraud_proceeds,0.108171,3,0.394209,0,inbound,1,
