control_id,item_id,stratum,is_deviation
CTRL-002,CTRL-002-I000067,retail-branch,0
CTRL-002,CTRL-002-I000068,operations,0
CTRL-002,CTRL-002-I000069,retail-branch,0
CTRL-002,CTRL-002-I000070,commercial,1
CTRL-002,CTRL-002-I000071,digital-channel,0
CTRL-002,CTRL-002-I000072,digital-channel,0
CTRL-002,CTRL-002-I000073,commercial,0
CTRL-002,CTRL-002-I000074,operations,0
CTRL-002,CTRL-002-I000075,commercial,0
CTRL-002,CTRL-002-I000076,operations,0
CTRL-002,CTRL-002-I000077,retail-branch,0
CTRL-002,CTRL-002-I000078,digital-channel,0
CTRL-002,CTRL-002-I000079,operations,0
CTRL-002,CTRL-002-I000080,commercial,0
CTRL-002,CTRL-002-I000081,digital-channel,0
CTRL-002,CTRL-002-I000082,commercial,0
CTRL-002,CTRL-002-I000083,operations,0
CTRL-002,CTRL-002-I000084,operations,0
CTRL-002,CTRL-002-I000085,private-client,0
CTRL-002,CTRL-002-I000086,operations,0
CTRL-002,CTRL-002-I000087,operations,0
CTRL-002,CTRL-002-I000088,operations,0
CTRL-002,CTRL-002-I000089,operations,0
CTRL-002,CTRL-002-I000090,operations,0
CTRL-002,CTRL-002-I000091,private-client,0
CTRL-002,CTRL-002-I000092,commercial,0
CTRL-002,CTRL-002-I000093,digital-channel,0
CTRL-002,CTRL-002-I000094,private-client,0
CTRL-002,CTRL-002-I000095,retail-branch,0
CTRL-002,CTRL-002-I000096,digital-channel,0
CTRL-002,CTRL-002-I000097,commercial,0
CTRL-002,CTRL-002-I000098,commercial,1
CTRL-002,CTRL-002-I000099,operations,0
CTRL-002,CTRL-002-I000100,commercial,0
CTRL-002,CTRL-002-I000101,private-client,0
CTRL-002,CTRL-002-I000102,retail-branch,0
CTRL-002,CTRL-002-I000103,commercial,0
CTRL-002,CTRL-002-I000104,operations,0
CTRL-002,CTRL-002-I000105,digital-channel,0
CTRL-002,CTRL-002-I000106,operations,1
CTRL-002,CTRL-002-I000107,commercial,0
CTRL-002,CTRL-002-I000108,digital-channel,0
CTRL-002,CTRL-002-I000109,digital-channel,0
CTRL-002,CTRL-002-I000110,retail-branch,0
CTRL-002,CTRL-002-I000111,operations,0
CTRL-002,CTRL-002-I000112,retail-branch,0
CTRL-002,CTRL-002-I000113,commercial,0
CTRL-002,CTRL-002-I000114,private-client,0
CTRL-002,CTRL-002-I000115,commercial,0
CTRL-002,CTRL-002-I000116,commercial,0
CTRL-002,CTRL-002-I000117,operations,0
CTRL-002,CTRL-002-I000118,operations,0
CTRL-002,CTRL-002-I000119,operations,0
CTRL-002,CTRL-002-I000120,operations,0
CTRL-002,CTRL-002-I000121,commercial,0
CTRL-002,CTRL-002-I000122,operations,0
CTRL-002,CTRL-002-I000123,digital-channel,0
CTRL-002,CTRL-002-I000124,commercial,0
CTRL-002,CTRL-002-I000125,operations,0
CTRL-002,CTRL-002-I000126,operations,1
CTRL-002,CTRL-002-I000127,operations,0
CTRL-002,CTRL-002-I000128,digital-channel,0
CTRL-002,CTRL-002-I000129,commercial,0
CTRL-002,CTRL-002-I000130,retail-branch,0
CTRL-002,CTRL-002-I000131,commercial,0
CTRL-002,CTRL-002-I000132,commercial,0
CTRL-002,CTRL-002-I000133,retail-branch,0
CTRL-002,CTRL-002-I000134,private-client,0
CTRL-002,CTRL-002-I000135,private-client,0
CTRL-002,CTRL-002-I000136,digital-channel,0
CTRL-002,CTRL-002-I000137,commercial,1
CTRL-002,CTRL-002-I000138,operations,0
CTRL-002,CTRL-002-I000139,operations,1
CTRL-002,CTRL-002-I000140,commercial,0
CTRL-002,CTRL-002-I000141,operations,0
CTRL-002,CTRL-002-I000142,commercial,0
CTRL-002,CTRL-002-I000143,operations,0
CTRL-002,CTRL-002-I000144,operations,0
CTRL-002,CTRL-002-I000145,digital-channel,0
CTRL-002,CTRL-002-I000146,digital-channel,0
CTRL-002,CTRL-002-I000147,private-client,0
CTRL-002,CTRL-002-I000148,operations,0
CTRL-002,CTRL-002-I000149,operations,0
CTRL-002,CTRL-002-I000150,commercial,0
CTRL-002,CTRL-002-I000151,digital-channel,0
CTRL-002,CTRL-002-I000152,operations,0
CTRL-002,CTRL-002-I000153,operations,0
CTRL-002,CTRL-002-I000154,operations,0
CTRL-002,CTRL-002-I000155,digital-channel,0
CTRL-002,CTRL-002-I000156,operations,0
CTRL-002,CTRL-002-I000157,retail-branch,0
CTRL-002,CTRL-002-I000158,commercial,0
CTRL-002,CTRL-002-I000159,retail-branch,0
CTRL-002,CTRL-002-I000160,operations,0
CTRL-002,CTRL-002-I000161,private-client,0
CTRL-002,CTRL-002-I000162,digital-channel,1
CTRL-002,CTRL-002-I000163,operations,0
CTRL-002,CTRL-002-I000164,commercial,0
CTRL-002,CTRL-002-I000165,operations,0
CTRL-002,CTRL-002-I000166,digital-channel,0
CTRL-002,CTRL-002-I000167,commercial,0
CTRL-002,CTRL-002-I000168,retail-branch,0
CTRL-002,CTRL-002-I000169,private-client,0
CTRL-002,CTRL-002-I000170,commercial,0
CTRL-002,CTRL-002-I000171,private-client,1
CTRL-002,CTRL-002-I000172,commercial,0
CTRL-002,CTRL-002-I000173,operations,0
CTRL-002,CTRL-002-I000174,operations,0
CTRL-002,CTRL-002-I000175,commercial,1
CTRL-002,CTRL-002-I000176,private-client,0
CTRL-002,CTRL-002-I000177,digital-channel,0
CTRL-002,CTRL-002-I000178,retail-branch,0
CTRL-002,CTRL-002-I000179,operations,0
CTRL-002,CTRL-002-I000180,commercial,0
CTRL-002,CTRL-002-I000181,commercial,0
CTRL-002,CTRL-002-I000182,commercial,0
CTRL-002,CTRL-002-I000183,commercial,0
CTRL-002,CTRL-002-I000184,commercial,0
CTRL-002,CTRL-002-I000185,private-client,0
CTRL-002,CTRL-002-I000186,commercial,0
CTRL-002,CTRL-002-I000187,retail-branch,0
CTRL-002,CTRL-002-I000188,operations,0
CTRL-002,CTRL-002-I000189,operations,0
CTRL-002,CTRL-002-I000190,operations,0
CTRL-002,CTRL-002-I000191,operations,0
CTRL-002,CTRL-002-I000192,operations,0
CTRL-002,CTRL-002-I000193,retail-branch,0
CTRL-002,CTRL-002-I000194,operations,0
CTRL-002,CTRL-002-I000195,retail-branch,0
CTRL-002,CTRL-002-I000196,digital-channel,0
CTRL-002,CTRL-002-I000197,retail-branch,0
CTRL-002,CTRL-002-I000198,digital-channel,0
CTRL-002,CTRL-002-I000199,operations,0
CTRL-002,CTRL-002-I000200,operations,0
CTRL-002,CTRL-002-I000201,operations,0
CTRL-002,CTRL-002-I000202,private-client,0
CTRL-002,CTRL-002-I000203,operations,0
CTRL-002,CTRL-002-I000204,digital-channel,0
CTRL-002,CTRL-002-I000205,commercial,0
CTRL-002,CTRL-002-I000206,operations,0
CTRL-002,CTRL-002-I000207,commercial,0
CTRL-002,CTRL-002-I000208,digital-channel,0
CTRL-002,CTRL-002-I000209,digital-channel,1
CTRL-002,CTRL-002-I000210,operations,0
CTRL-002,CTRL-002-I000211,retail-branch,0
CTRL-002,CTRL-002-I000212,commercial,0
CTRL-002,CTRL-002-I000213,operations,0
CTRL-002,CTRL-002-I000214,digital-channel,0
CTRL-002,CTRL-002-I000215,operations,1
CTRL-002,CTRL-002-I000216,retail-branch,0
CTRL-002,CTRL-002-I000217,private-client,0
CTRL-002,CTRL-002-I000218,commercial,0
CTRL-002,CTRL-002-I000219,retail-branch,0
CTRL-002,CTRL-002-I000220,operations,0
CTRL-002,CTRL-002-I000221,commercial,0
CTRL-002,CTRL-002-I000222,operations,0
CTRL-002,CTRL-002-I000223,operations,0
CTRL-002,CTRL-002-I000224,retail-branch,1
CTRL-002,CTRL-002-I000225,operations,0
CTRL-002,CTRL-002-I000226,private-client,0
CTRL-002,CTRL-002-I000227,retail-branch,0
CTRL-002,CTRL-002-I000228,retail-branch,0
CTRL-002,CTRL-002-I000229,commercial,0
CTRL-002,CTRL-002-I000230,operations,0
CTRL-002,CTRL-002-I000231,commercial,0
CTRL-002,CTRL-002-I000232,private-client,0
CTRL-002,CTRL-002-I000233,retail-branch,0
CTRL-002,CTRL-002-I000234,operations,0
CTRL-002,CTRL-002-I000235,operations,1
CTRL-002,CTRL-002-I000236,digital-channel,0
CTRL-002,CTRL-002-I000237,retail-branch,0
CTRL-002,CTRL-002-I000238,digital-channel,0
CTRL-002,CTRL-002-I000239,private-client,0
CTRL-002,CTRL-002-I000240,operations,0
CTRL-002,CTRL-002-I000241,commercial,0
CTRL-002,CTRL-002-I000242,operations,0
CTRL-002,CTRL-002-I000243,digital-channel,0
CTRL-002,CTRL-002-I000244,digital-channel,0
CTRL-002,CTRL-002-I000245,operations,0
CTRL-002,CTRL-002-I000246,digital-channel,0
CTRL-002,CTRL-002-I000247,commercial,0
CTRL-002,CTRL-002-I000248,retail-branch,0
CTRL-002,CTRL-002-I000249,retail-branch,0
CTRL-003,CTRL-003-I000000,commercial,0
CTRL-003,CTRL-003-I000001,digital-channel,0
CTRL-003,CTRL-003-I000002,commercial,0
CTRL-003,CTRL-003-I000003,private-client,0
CTRL-003,CTRL-003-I000004,commercial,0
CTRL-003,CTRL-003-I000005,operations,1
CTRL-003,CTRL-003-I000006,operations,1
CTRL-003,CTRL-003-I000007,private-client,1
CTRL-003,CTRL-003-I000008,operations,1
CTRL-003,CTRL-003-I000009,operations,1
CTRL-003,CTRL-003-I000010,commercial,0
CTRL-003,CTRL-003-I000011,digital-channel,0
CTRL-003,CTRL-003-I000012,retail-branch,0
CTRL-003,CTRL-003-I000013,private-client,0
CTRL-003,CTRL-003-I000014,operations,1
CTRL-003,CTRL-003-I000015,private-client,0
CTRL-003,CTRL-003-I000016,private-client,0
CTRL-003,CTRL-003-I000017,commercial,0
CTRL-003,CTRL-003-I000018,retail-branch,0
CTRL-003,CTRL-003-I000019,operations,1
CTRL-003,CTRL-003-I000020,operations,1
CTRL-003,CTRL-003-I000021,private-client,0
CTRL-003,CTRL-003-I000022,operations,1
CTRL-003,CTRL-003-I000023,retail-branch,0
CTRL-003,CTRL-003-I000024,private-client,0
CTRL-003,CTRL-003-I000025,operations,1
CTRL-003,CTRL-003-I000026,digital-channel,0
CTRL-003,CTRL-003-I000027,retail-branch,0
CTRL-003,CTRL-003-I000028,operations,1
CTRL-003,CTRL-003-I000029,retail-branch,0
CTRL-003,CTRL-003-I000030,commercial,0
CTRL-003,CTRL-003-I000031,commercial,0
CTRL-003,CTRL-003-I000032,commercial,0
CTRL-003,CTRL-003-I000033,commercial,0
CTRL-003,CTRL-003-I000034,operations,1
CTRL-003,CTRL-003-I000035,private-client,0
CTRL-003,CTRL-003-I000036,operations,1
CTRL-003,CTRL-003-I000037,retail-branch,0
CTRL-003,CTRL-003-I000038,retail-branch,0
CTRL-003,CTRL-003-I000039,retail-branch,0
CTRL-003,CTRL-003-I000040,digital-channel,0
CTRL-003,CTRL-003-I000041,operations,1
CTRL-003,CTRL-003-I000042,operations,1
CTRL-003,CTRL-003-I000043,commercial,0
CTRL-003,CTRL-003-I000044,digital-channel,0
CTRL-003,CTRL-003-I000045,operations,1
CTRL-003,CTRL-003-I000046,operations,1
CTRL-003,CTRL-003-I000047,commercial,0
CTRL-003,CTRL-003-I000048,retail-branch,0
CTRL-003,CTRL-003-I000049,commercial,0
CTRL-003,CTRL-003-I000050,private-client,1
CTRL-003,CTRL-003-I000051,private-client,0
CTRL-003,CTRL-003-I000052,operations,1
CTRL-003,CTRL-003-I000053,retail-branch,0
CTRL-003,CTRL-003-I000054,operations,1
CTRL-003,CTRL-003-I000055,private-client,0
CTRL-003,CTRL-003-I000056,commercial,0
CTRL-003,CTRL-003-I000057,commercial,0
CTRL-003,CTRL-003-I000058,operations,1
CTRL-003,CTRL-003-I000059,operations,1
CTRL-003,CTRL-003-I000060,operations,1
CTRL-003,CTRL-003-I000061,private-client,0
CTRL-003,CTRL-003-I000062,operations,1
CTRL-003,CTRL-003-I000063,operations,1
CTRL-003,CTRL-003-I000064,operations,1
CTRL-003,CTRL-003-I000065,operations,1
CTRL-003,CTRL-003-I000066,digital-channel,0
CTRL-003,CTRL-003-I000067,retail-branch,0
CTRL-003,CTRL-003-I000068,operations,1
CTRL-003,CTRL-003-I000069,private-client,0
CTRL-003,CTRL-003-I000070,private-client,0
CTRL-003,CTRL-003-I000071,digital-channel,0
CTRL-003,CTRL-003-I000072,commercial,0
CTRL-003,CTRL-003-I000073,commercial,0
CTRL-003,CTRL-003-I000074,operations,1
CTRL-003,CTRL-003-I000075,operations,1
CTRL-003,CTRL-003-I000076,digital-channel,0
CTRL-003,CTRL-003-I000077,operations,1
CTRL-003,CTRL-003-I000078,digital-channel,0
CTRL-003,CTRL-003-I000079,private-client,0
CTRL-003,CTRL-003-I000080,private-client,0
CTRL-003,CTRL-003-I000081,retail-branch,0
CTRL-003,CTRL-003-I000082,retail-branch,0
CTRL-003,CTRL-003-I000083,commercial,0
CTRL-003,CTRL-003-I000084,operations,1
CTRL-003,CTRL-003-I000085,operations,1
CTRL-003,CTRL-003-I000086,operations,1
CTRL-003,CTRL-003-I000087,operations,1
CTRL-003,CTRL-003-I000088,digital-channel,0
CTRL-003,CTRL-003-I000089,digital-channel,0
CTRL-003,CTRL-003-I000090,commercial,0
CTRL-003,CTRL-003-I000091,digital-channel,0
CTRL-003,CTRL-003-I000092,operations,1
CTRL-003,CTRL-003-I000093,operations,1
CTRL-003,CTRL-003-I000094,digital-channel,0
CTRL-003,CTRL-003-I000095,retail-branch,0
CTRL-003,CTRL-003-I000096,commercial,0
CTRL-003,CTRL-003-I000097,operations,1
CTRL-003,CTRL-003-I000098,operations,1
CTRL-003,CTRL-003-I000099,digital-channel,0
CTRL-003,CTRL-003-I000100,private-client,0
CTRL-003,CTRL-003-I000101,operations,1
CTRL-003,CTRL-003-I000102,operations,1
CTRL-003,CTRL-003-I000103,operations,1
CTRL-003,CTRL-003-I000104,digital-channel,0
CTRL-003,CTRL-003-I000105,commercial,0
CTRL-003,CTRL-003-I000106,retail-branch,0
CTRL-003,CTRL-003-I000107,operations,1
CTRL-003,CTRL-003-I000108,retail-branch,0
CTRL-003,CTRL-003-I000109,digital-channel,0
CTRL-003,CTRL-003-I000110,operations,1
CTRL-003,CTRL-003-I000111,commercial,0
CTRL-003,CTRL-003-I000112,operations,1
CTRL-003,CTRL-003-I000113,retail-branch,0
CTRL-003,CTRL-003-I000114,private-client,0
CTRL-003,CTRL-003-I000115,operations,1
CTRL-003,CTRL-003-I000116,operations,1
CTRL-003,CTRL-003-I000117,retail-branch,1
CTRL-003,CTRL-003-I000118,operations,1
CTRL-003,CTRL-003-I000119,retail-branch,0
CTRL-003,CTRL-003-I000120,private-client,0
CTRL-003,CTRL-003-I000121,private-client,0
CTRL-003,CTRL-003-I000122,operations,1
CTRL-003,CTRL-003-I000123,operations,1
CTRL-003,CTRL-003-I000124,operations,1
CTRL-003,CTRL-003-I000125,digital-channel,0
CTRL-003,CTRL-003-I000126,operations,1
CTRL-003,CTRL-003-I000127,commercial,0
CTRL-003,CTRL-003-I000128,operations,1
CTRL-003,CTRL-003-I000129,private-client,0
CTRL-003,CTRL-003-I000130,digital-channel,0
CTRL-003,CTRL-003-I000131,retail-branch,0
CTRL-003,CTRL-003-I000132,private-client,0
CTRL-003,CTRL-003-I000133,commercial,0
CTRL-003,CTRL-003-I000134,retail-branch,0
CTRL-003,CTRL-003-I000135,operations,1
CTRL-003,CTRL-003-I000136,private-client,0
CTRL-003,CTRL-003-I000137,operations,1
CTRL-003,CTRL-003-I000138,retail-branch,0
CTRL-003,CTRL-003-I000139,private-client,0
CTRL-003,CTRL-003-I000140,digital-channel,0
CTRL-003,CTRL-003-I000141,operations,1
CTRL-003,CTRL-003-I000142,operations,1
CTRL-003,CTRL-003-I000143,commercial,0
CTRL-003,CTRL-003-I000144,commercial,0
CTRL-003,CTRL-003-I000145,operations,1
CTRL-003,CTRL-003-I000146,operations,1
CTRL-003,CTRL-003-I000147,operations,1
CTRL-003,CTRL-003-I000148,operations,1
CTRL-003,CTRL-003-I000149,operations,1
CTRL-003,CTRL-003-I000150,operations,1
CTRL-003,CTRL-003-I000151,operations,1
CTRL-003,CTRL-003-I000152,commercial,0
CTRL-003,CTRL-003-I000153,retail-branch,0
CTRL-003,CTRL-003-I000154,private-client,0
CTRL-003,CTRL-003-I000155,digital-channel,0
CTRL-003,CTRL-003-I000156,operations,1
CTRL-003,CTRL-003-I000157,private-client,0
CTRL-003,CTRL-003-I000158,operations,1
CTRL-003,CTRL-003-I000159,private-client,0
CTRL-003,CTRL-003-I000160,digital-channel,0
CTRL-003,CTRL-003-I000161,private-client,0
CTRL-003,CTRL-003-I000162,operations,1
CTRL-003,CTRL-003-I000163,private-client,0
CTRL-003,CTRL-003-I000164,retail-branch,0
CTRL-003,CTRL-003-I000165,operations,1
CTRL-003,CTRL-003-I000166,private-client,0
CTRL-003,CTRL-003-I000167,private-client,0
CTRL-003,CTRL-003-I000168,private-client,0
CTRL-003,CTRL-003-I000169,commercial,0
CTRL-003,CTRL-003-I000170,operations,1
CTRL-003,CTRL-003-I000171,retail-branch,0
CTRL-003,CTRL-003-I000172,private-client,0
CTRL-003,CTRL-003-I000173,private-client,0
CTRL-003,CTRL-003-I000174,operations,1
CTRL-003,CTRL-003-I000175,private-client,0
CTRL-003,CTRL-003-I000176,operations,1
CTRL-003,CTRL-003-I000177,digital-channel,0
CTRL-003,CTRL-003-I000178,operations,1
CTRL-003,CTRL-003-I000179,operations,1
CTRL-003,CTRL-003-I000180,retail-branch,0
CTRL-003,CTRL-003-I000181,commercial,0
CTRL-003,CTRL-003-I000182,private-client,0
CTRL-003,CTRL-003-I000183,commercial,0
CTRL-003,CTRL-003-I000184,retail-branch,0
CTRL-003,CTRL-003-I000185,commercial,0
CTRL-003,CTRL-003-I000186,commercial,0
CTRL-003,CTRL-003-I000187,digital-channel,0
CTRL-003,CTRL-003-I000188,commercial,0
CTRL-003,CTRL-003-I000189,private-client,0
CTRL-003,CTRL-003-I000190,operations,1
CTRL-003,CTRL-003-I000191,private-client,0
CTRL-003,CTRL-003-I000192,retail-branch,0
CTRL-003,CTRL-003-I000193,retail-branch,0
CTRL-003,CTRL-003-I000194,private-client,0
CTRL-003,CTRL-003-I000195,commercial,0
CTRL-003,CTRL-003-I000196,commercial,0
CTRL-003,CTRL-003-I000197,digital-channel,0
CTRL-003,CTRL-003-I000198,operations,1
CTRL-003,CTRL-003-I000199,private-client,0
CTRL-003,CTRL-003-I000200,operations,1
CTRL-003,CTRL-003-I000201,digital-channel,0
CTRL-003,CTRL-003-I000202,digital-channel,0
CTRL-003,CTRL-003-I000203,retail-branch,0
CTRL-003,CTRL-003-I000204,operations,1
CTRL-003,CTRL-003-I000205,operations,1
CTRL-003,CTRL-003-I000206,private-client,0
CTRL-003,CTRL-003-I000207,private-client,0
CTRL-003,CTRL-003-I000208,operations,1
CTRL-003,CTRL-003-I000209,private-client,0
CTRL-003,CTRL-003-I000210,operations,1
CTRL-003,CTRL-003-I000211,digital-channel,0
CTRL-003,CTRL-003-I000212,digital-channel,0
CTRL-003,CTRL-003-I000213,operations,1
CTRL-003,CTRL-003-I000214,digital-channel,0
CTRL-003,CTRL-003-I000215,retail-branch,0
CTRL-003,CTRL-003-I000216,digital-channel,1
CTRL-003,CTRL-003-I000217,digital-channel,0
CTRL-003,CTRL-003-I000218,digital-channel,0
CTRL-003,CTRL-003-I000219,private-client,0
CTRL-003,CTRL-003-I000220,digital-channel,0
CTRL-003,CTRL-003-I000221,operations,1
CTRL-003,CTRL-003-I000222,retail-branch,0
CTRL-003,CTRL-003-I000223,private-client,0
CTRL-003,CTRL-003-I000224,digital-channel,0
CTRL-003,CTRL-003-I000225,commercial,0
CTRL-003,CTRL-003-I000226,private-client,0
CTRL-003,CTRL-003-I000227,operations,1
CTRL-003,CTRL-003-I000228,retail-branch,0
CTRL-003,CTRL-003-I000229,private-client,0
CTRL-003,CTRL-003-I000230,retail-branch,0
CTRL-003,CTRL-003-I000231,private-client,0
CTRL-003,CTRL-003-I000232,digital-channel,0
CTRL-003,CTRL-003-I000233,digital-channel,0
CTRL-003,CTRL-003-I000234,private-client,0
CTRL-003,CTRL-003-I000235,operations,1
CTRL-003,CTRL-003-I000236,operations,1
CTRL-003,CTRL-003-I000237,digital-channel,0
CTRL-003,CTRL-003-I000238,operations,1
CTRL-003,CTRL-003-I000239,digital-channel,0
CTRL-003,CTRL-003-I000240,operations,1
CTRL-003,CTRL-003-I000241,retail-branch,0
CTRL-003,CTRL-003-I000242,private-client,0
CTRL-003,CTRL-003-I000243,commercial,0
CTRL-003,CTRL-003-I000244,operations,1
CTRL-003,CTRL-003-I000245,operations,1
CTRL-003,CTRL-003-I000246,digital-channel,1
CTRL-003,CTRL-003-I000247,private-client,1
CTRL-003,CTRL-003-I000248,operations,1
CTRL-003,CTRL-003-I000249,operations,1
CTRL-004,CTRL-004-I000000,operations,0
CTRL-004,CTRL-004-I000001,private-client,0
CTRL-004,CTRL-004-I000002,retail-branch,0
CTRL-004,CTRL-004-I000003,commercial,0
CTRL-004,CTRL-004-I000004,digital-channel,0
CTRL-004,CTRL-004-I000005,commercial,0
CTRL-004,CTRL-004-I000006,commercial,0
CTRL-004,CTRL-004-I000007,operations,0
CTRL-004,CTRL-004-I000008,private-client,0
CTRL-004,CTRL-004-I000009,commercial,0
CTRL-004,CTRL-004-I000010,private-client,0
CTRL-004,CTRL-004-I000011,operations,0
CTRL-004,CTRL-004-I000012,digital-channel,0
CTRL-004,CTRL-004-I000013,digital-channel,0
CTRL-004,CTRL-004-I000014,private-client,0
CTRL-004,CTRL-004-I000015,commercial,0
CTRL-004,CTRL-004-I000016,operations,0
CTRL-004,CTRL-004-I000017,digital-channel,0
CTRL-004,CTRL-004-I000018,private-client,0
CTRL-004,CTRL-004-I000019,private-client,0
CTRL-004,CTRL-004-I000020,digital-channel,0
CTRL-004,CTRL-004-I000021,operations,0
CTRL-004,CTRL-004-I000022,private-client,0
CTRL-004,CTRL-004-I000023,digital-channel,0
CTRL-004,CTRL-004-I000024,digital-channel,0
CTRL-004,CTRL-004-I000025,commercial,0
CTRL-004,CTRL-004-I000026,private-client,0
CTRL-004,CTRL-004-I000027,digital-channel,0
CTRL-004,CTRL-004-I000028,digital-channel,0
CTRL-004,CTRL-004-I000029,commercial,0
CTRL-004,CTRL-004-I000030,retail-branch,0
CTRL-004,CTRL-004-I000031,retail-branch,0
CTRL-004,CTRL-004-I000032,retail-branch,0
CTRL-004,CTRL-004-I000033,private-client,0
CTRL-004,CTRL-004-I000034,operations,0
CTRL-004,CTRL-004-I000035,operations,0
CTRL-004,CTRL-004-I000036,retail-branch,0
CTRL-004,CTRL-004-I000037,retail-branch,0
CTRL-004,CTRL-004-I000038,private-client,0
CTRL-004,CTRL-004-I000039,private-client,0
CTRL-004,CTRL-004-I000040,digital-channel,0
CTRL-004,CTRL-004-I000041,operations,0
CTRL-004,CTRL-004-I000042,commercial,0
CTRL-004,CTRL-004-I000043,operations,0
CTRL-004,CTRL-004-I000044,private-client,0
CTRL-004,CTRL-004-I000045,operations,0
CTRL-004,CTRL-004-I000046,private-client,0
CTRL-004,CTRL-004-I000047,digital-channel,0
CTRL-004,CTRL-004-I000048,private-client,0
CTRL-004,CTRL-004-I000049,private-client,0
CTRL-004,CTRL-004-I000050,retail-branch,0
CTRL-004,CTRL-004-I000051,operations,0
CTRL-004,CTRL-004-I000052,retail-branch,0
CTRL-004,CTRL-004-I000053,operations,0
CTRL-004,CTRL-004-I000054,commercial,0
CTRL-004,CTRL-004-I000055,digital-channel,0
CTRL-004,CTRL-004-I000056,digital-channel,0
CTRL-004,CTRL-004-I000057,private-client,0
CTRL-004,CTRL-004-I000058,retail-branch,0
CTRL-004,CTRL-004-I000059,private-client,0
CTRL-004,CTRL-004-I000060,commercial,0
CTRL-004,CTRL-004-I000061,private-client,0
CTRL-004,CTRL-004-I000062,digital-channel,0
CTRL-004,CTRL-004-I000063,digital-channel,0
CTRL-004,CTRL-004-I000064,private-client,0
CTRL-004,CTRL-004-I000065,operations,0
CTRL-004,CTRL-004-I000066,private-client,0
CTRL-004,CTRL-004-I000067,digital-channel,0
CTRL-004,CTRL-004-I000068,private-client,0
CTRL-004,CTRL-004-I000069,private-client,0
CTRL-004,CTRL-004-I000070,operations,0
CTRL-004,CTRL-004-I000071,operations,0
CTRL-004,CTRL-004-I000072,private-client,0
CTRL-004,CTRL-004-I000073,operations,0
CTRL-004,CTRL-004-I000074,retail-branch,0
CTRL-004,CTRL-004-I000075,commercial,0
CTRL-004,CTRL-004-I000076,retail-branch,0
CTRL-004,CTRL-004-I000077,retail-branch,0
CTRL-004,CTRL-004-I000078,commercial,0
CTRL-004,CTRL-004-I000079,retail-branch,0
CTRL-004,CTRL-004-I000080,operations,0
CTRL-004,CTRL-004-I000081,digital-channel,0
CTRL-004,CTRL-004-I000082,operations,0
CTRL-004,CTRL-004-I000083,digital-channel,0
CTRL-004,CTRL-004-I000084,retail-branch,0
CTRL-004,CTRL-004-I000085,operations,0
CTRL-004,CTRL-004-I000086,private-client,0
CTRL-004,CTRL-004-I000087,operations,0
CTRL-004,CTRL-004-I000088,operations,0
CTRL-004,CTRL-004-I000089,operations,0
CTRL-004,CTRL-004-I000090,digital-channel,0
CTRL-004,CTRL-004-I000091,operations,0
CTRL-004,CTRL-004-I000092,operations,0
CTRL-004,CTRL-004-I000093,commercial,0
CTRL-004,CTRL-004-I000094,retail-branch,0
CTRL-004,CTRL-004-I000095,operations,0
CTRL-004,CTRL-004-I000096,private-client,0
CTRL-004,CTRL-004-I000097,retail-branch,0
CTRL-004,CTRL-004-I000098,operations,0
CTRL-004,CTRL-004-I000099,operations,0
CTRL-004,CTRL-004-I000100,operations,0
CTRL-004,CTRL-004-I000101,digital-channel,0
CTRL-004,CTRL-004-I000102,commercial,0
CTRL-004,CTRL-004-I000103,digital-channel,0
CTRL-004,CTRL-004-I000104,retail-branch,0
CTRL-004,CTRL-004-I000105,operations,1
CTRL-004,CTRL-004-I000106,operations,0
CTRL-004,CTRL-004-I000107,commercial,0
CTRL-004,CTRL-004-I000108,digital-channel,0
CTRL-004,CTRL-004-I000109,operations,0
CTRL-004,CTRL-004-I000110,private-client,0
CTRL-004,CTRL-004-I000111,operations,0
CTRL-004,CTRL-004-I000112,private-client,0
CTRL-004,CTRL-004-I000113,private-client,0
CTRL-004,CTRL-004-I000114,digital-channel,0
CTRL-004,CTRL-004-I000115,private-client,0
CTRL-004,CTRL-004-I000116,retail-branch,0
CTRL-004,CTRL-004-I000117,private-client,0
CTRL-004,CTRL-004-I000118,operations,0
CTRL-004,CTRL-004-I000119,commercial,0
CTRL-004,CTRL-004-I000120,private-client,0
CTRL-004,CTRL-004-I000121,commercial,0
CTRL-004,CTRL-004-I000122,private-client,0
CTRL-004,CTRL-004-I000123,operations,0
CTRL-004,CTRL-004-I000124,retail-branch,0
CTRL-004,CTRL-004-I000125,operations,0
CTRL-004,CTRL-004-I000126,private-client,0
CTRL-004,CTRL-004-I000127,commercial,0
CTRL-004,CTRL-004-I000128,commercial,0
CTRL-004,CTRL-004-I000129,private-client,0
CTRL-004,CTRL-004-I000130,retail-branch,0
CTRL-004,CTRL-004-I000131,private-client,0
CTRL-004,CTRL-004-I000132,private-client,0
CTRL-004,CTRL-004-I000133,operations,0
CTRL-004,CTRL-004-I000134,private-client,0
CTRL-004,CTRL-004-I000135,digital-channel,0
CTRL-004,CTRL-004-I000136,private-client,0
CTRL-004,CTRL-004-I000137,commercial,0
CTRL-004,CTRL-004-I000138,operations,0
CTRL-004,CTRL-004-I000139,operations,0
CTRL-004,CTRL-004-I000140,operations,0
CTRL-004,CTRL-004-I000141,private-client,0
CTRL-004,CTRL-004-I000142,operations,0
